[2024/8/21 22:0:1] 物品:黑铁头盔	怪物:266B0B60祖玛雕像83	地图:H008	X:57	Y:19 
[2024/8/21 22:3:2] 物品:强效魔法药	怪物:2CBC15C0暗之牛魔王8	地图:H010	X:48	Y:357 
[2024/8/21 22:3:2] 物品:强效金创药	怪物:2CBC15C0暗之牛魔王8	地图:H010	X:48	Y:357 
[2024/8/21 22:3:2] 物品:强效金创药	怪物:2CBC15C0暗之牛魔王8	地图:H010	X:48	Y:357 
[2024/8/21 22:3:2] 物品:强效魔法药	怪物:2CBC15C0暗之牛魔王8	地图:H010	X:48	Y:357 
[2024/8/21 22:3:2] 物品:强效魔法药	怪物:2CBC15C0暗之牛魔王8	地图:H010	X:48	Y:357 
[2024/8/21 22:3:3] 物品:强效太阳水	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:3] 物品:强效太阳水	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:3] 物品:强效太阳水	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:3] 物品:强效太阳水	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:3] 物品:强效太阳水	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:3] 物品:强效金创药	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:3] 物品:强效金创药	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:3] 物品:强效魔法药	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:3] 物品:强效魔法药	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:3] 物品:蛇眼戒指	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:3] 物品:黑檀手镯	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:3] 物品:魔力手镯	怪物:290A9580尸王8	地图:H201	X:105	Y:137 
[2024/8/21 22:3:13] 物品:强效金创药	怪物:25DB41F0牛魔将军8	地图:H010	X:214	Y:345 
[2024/8/21 22:3:13] 物品:幽灵盾	怪物:2CBFFE60恶灵尸王	地图:H201	X:112	Y:138 
[2024/8/21 22:3:13] 物品:地狱火	怪物:2CBFFE60恶灵尸王	地图:H201	X:112	Y:138 
[2024/8/21 22:3:13] 物品:大火球	怪物:2CBFFE60恶灵尸王	地图:H201	X:112	Y:138 
[2024/8/21 22:3:13] 物品:瞬息移动	怪物:2CBFFE60恶灵尸王	地图:H201	X:112	Y:138 
[2024/8/21 22:3:13] 物品:强效太阳水	怪物:25A41AF0牛魔祭司8	地图:H010	X:48	Y:359 
[2024/8/21 22:3:13] 物品:强效太阳水	怪物:25A41AF0牛魔祭司8	地图:H010	X:48	Y:359 
[2024/8/21 22:3:13] 物品:强效太阳水	怪物:25A41AF0牛魔祭司8	地图:H010	X:48	Y:359 
[2024/8/21 22:3:13] 物品:辟邪手镯	怪物:25A41AF0牛魔祭司8	地图:H010	X:48	Y:359 
[2024/8/21 22:3:14] 物品:道德戒指	怪物:2AB11900牛魔侍卫8	地图:H010	X:47	Y:357 
[2024/8/21 22:3:14] 物品:偃月	怪物:2AB11900牛魔侍卫8	地图:H010	X:47	Y:357 
[2024/8/21 22:3:18] 物品:强效太阳水	怪物:248E5670牛魔祭司8	地图:H010	X:214	Y:346 
[2024/8/21 22:3:18] 物品:记忆项链	怪物:248E5670牛魔祭司8	地图:H010	X:214	Y:346 
[2024/8/21 22:3:18] 物品:生铁戒指	怪物:248E5670牛魔祭司8	地图:H010	X:214	Y:346 
[2024/8/21 22:3:23] 物品:灵魂战衣(男)	怪物:2BD320D0跳跳蜂8	地图:H004	X:61	Y:168 
[2024/8/21 22:3:24] 物品:刺杀剑术	怪物:181659E0恶灵尸王	地图:H201	X:111	Y:145 
[2024/8/21 22:3:24] 物品:施毒术	怪物:181659E0恶灵尸王	地图:H201	X:111	Y:145 
[2024/8/21 22:3:25] 物品:魔法长袍(女)	怪物:293A79E0牛魔法师8	地图:H010	X:19	Y:343 
[2024/8/21 22:3:25] 物品:金手镯	怪物:293A79E0牛魔法师8	地图:H010	X:19	Y:343 
[2024/8/21 22:3:35] 物品:强效太阳水	怪物:231F4C60牛魔祭司0	地图:H010	X:20	Y:343 
[2024/8/21 22:3:35] 物品:强效太阳水	怪物:231F4C60牛魔祭司0	地图:H010	X:20	Y:343 
[2024/8/21 22:3:35] 物品:太阳水	怪物:231F4C60牛魔祭司0	地图:H010	X:20	Y:343 
[2024/8/21 22:3:35] 物品:太阳水	怪物:231F4C60牛魔祭司0	地图:H010	X:20	Y:343 
[2024/8/21 22:3:35] 物品:辟邪手镯	怪物:231F4C60牛魔祭司0	地图:H010	X:20	Y:343 
[2024/8/21 22:3:35] 物品:魔法长袍(男)	怪物:231F4C60牛魔祭司0	地图:H010	X:20	Y:343 
[2024/8/21 22:3:35] 物品:生铁戒指	怪物:231F4C60牛魔祭司0	地图:H010	X:20	Y:343 
[2024/8/21 22:3:35] 物品:珍珠戒指	怪物:231F4C60牛魔祭司0	地图:H010	X:20	Y:343 
[2024/8/21 22:3:35] 物品:骷髅戒指	怪物:231F4C60牛魔祭司0	地图:H010	X:20	Y:343 
[2024/8/21 22:3:37] 物品:治愈术	怪物:288ADB00僵尸5	地图:H201	X:115	Y:156 
[2024/8/21 22:3:37] 物品:降魔	怪物:25D3CB60牛魔侍卫8	地图:H010	X:214	Y:343 
[2024/8/21 22:3:42] 物品:魔法长袍(女)	怪物:23B56A70牛魔侍卫8	地图:H010	X:19	Y:343 
[2024/8/21 22:3:42] 物品:强效太阳水	怪物:22FEFD80牛魔将军0	地图:H010	X:21	Y:343 
[2024/8/21 22:3:42] 物品:强效太阳水	怪物:22FEFD80牛魔将军0	地图:H010	X:21	Y:343 
[2024/8/21 22:3:42] 物品:太阳水	怪物:22FEFD80牛魔将军0	地图:H010	X:21	Y:343 
[2024/8/21 22:3:42] 物品:道士手镯	怪物:22FEFD80牛魔将军0	地图:H010	X:21	Y:343 
[2024/8/21 22:3:42] 物品:金戒指	怪物:22FEFD80牛魔将军0	地图:H010	X:21	Y:343 
[2024/8/21 22:3:42] 物品:魅力戒指	怪物:22FEFD80牛魔将军0	地图:H010	X:21	Y:343 
[2024/8/21 22:3:43] 物品:强效太阳水	怪物:255C4E40牛魔将军0	地图:H010	X:214	Y:344 
[2024/8/21 22:3:43] 物品:强效太阳水	怪物:255C4E40牛魔将军0	地图:H010	X:214	Y:344 
[2024/8/21 22:3:43] 物品:太阳水	怪物:255C4E40牛魔将军0	地图:H010	X:214	Y:344 
[2024/8/21 22:3:43] 物品:太阳水	怪物:255C4E40牛魔将军0	地图:H010	X:214	Y:344 
[2024/8/21 22:3:43] 物品:太阳水	怪物:255C4E40牛魔将军0	地图:H010	X:214	Y:344 
[2024/8/21 22:3:43] 物品:金戒指	怪物:255C4E40牛魔将军0	地图:H010	X:214	Y:344 
[2024/8/21 22:3:43] 物品:狂风戒指	怪物:255C4E40牛魔将军0	地图:H010	X:214	Y:344 
[2024/8/21 22:3:48] 物品:强效太阳水	怪物:2ACB4D20牛魔祭司8	地图:H010	X:20	Y:343 
[2024/8/21 22:3:48] 物品:强效太阳水	怪物:2ACB4D20牛魔祭司8	地图:H010	X:20	Y:343 
[2024/8/21 22:3:48] 物品:强效太阳水	怪物:2ACB4D20牛魔祭司8	地图:H010	X:20	Y:343 
[2024/8/21 22:3:48] 物品:HP强化药水	怪物:2ACB4D20牛魔祭司8	地图:H010	X:20	Y:343 
[2024/8/21 22:3:50] 物品:道德戒指	怪物:2ABFBB40跳跳蜂8	地图:H004	X:62	Y:166 
[2024/8/21 22:3:51] 物品:魔法长袍(男)	怪物:255CBD30牛魔侍卫8	地图:H010	X:21	Y:342 
[2024/8/21 22:3:55] 物品:黑檀手镯	怪物:141A04D0牛魔法师8	地图:H010	X:19	Y:341 
[2024/8/21 22:3:58] 物品:太阳水	怪物:2588C610牛魔将军0	地图:H010	X:21	Y:341 
[2024/8/21 22:4:14] 物品:强效金创药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效金创药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效金创药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效魔法药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效魔法药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效金创药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效金创药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效金创药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效金创药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效金创药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效魔法药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效魔法药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效金创药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效金创药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效魔法药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效魔法药	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:疾风药水	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:龙之手镯	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:魔杖	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:生命项链	怪物:0F3AA830暗之牛魔王8	地图:H010	X:27	Y:343 
[2024/8/21 22:4:14] 物品:强效太阳水	怪物:28FDF420牛魔将军8	地图:H010	X:218	Y:336 
[2024/8/21 22:4:14] 物品:强效太阳水	怪物:28FDF420牛魔将军8	地图:H010	X:218	Y:336 
[2024/8/21 22:4:14] 物品:天珠项链	怪物:28FDF420牛魔将军8	地图:H010	X:218	Y:336 
[2024/8/21 22:4:14] 物品:蛇眼戒指	怪物:28FDF420牛魔将军8	地图:H010	X:218	Y:336 
[2024/8/21 22:4:15] 物品:金创药(小量)	怪物:23B1E990僵尸5	地图:H201	X:95	Y:173 
[2024/8/21 22:4:16] 物品:灵魂战衣(男)	怪物:25F1F040牛魔法师8	地图:H010	X:27	Y:342 
[2024/8/21 22:4:16] 物品:蓝翡翠项链	怪物:25F1F040牛魔法师8	地图:H010	X:27	Y:342 
[2024/8/21 22:4:16] 物品:黑檀手镯	怪物:25F1F040牛魔法师8	地图:H010	X:27	Y:342 
[2024/8/21 22:4:19] 物品:白色虎齿项链	怪物:065CA5A0牛魔法师8	地图:H010	X:219	Y:335 
[2024/8/21 22:4:21] 物品:降魔	怪物:2D2699F0牛魔侍卫8	地图:H010	X:27	Y:341 
[2024/8/21 22:4:23] 物品:强效金创药	怪物:2CC6EA00牛魔法师8	地图:H010	X:26	Y:341 
[2024/8/21 22:4:23] 物品:偃月	怪物:2CC6EA00牛魔法师8	地图:H010	X:26	Y:341 
[2024/8/21 22:4:38] 物品:强效太阳水	怪物:2C890540牛魔祭司8	地图:H010	X:222	Y:335 
[2024/8/21 22:4:38] 物品:偃月	怪物:2C890540牛魔祭司8	地图:H010	X:222	Y:335 
[2024/8/21 22:4:38] 物品:灯笼项链	怪物:2C890540牛魔祭司8	地图:H010	X:222	Y:335 
[2024/8/21 22:4:41] 物品:强效太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:太阳水	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效金创药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效金创药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效金创药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效金创药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效金创药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效金创药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效金创药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效金创药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效金创药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效金创药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效魔法药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效魔法药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效魔法药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效魔法药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效魔法药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效魔法药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效魔法药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效魔法药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效魔法药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:强效魔法药	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:半月	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:41] 物品:金手镯	怪物:2B37CD10触龙神8	地图:H004	X:68	Y:176 
[2024/8/21 22:4:42] 物品:金创药(小量)	怪物:23C94530僵尸4	地图:H201	X:81	Y:168 
[2024/8/21 22:4:51] 物品:金手镯	怪物:25B39460牛魔法师8	地图:H010	X:220	Y:329 
[2024/8/21 22:4:55] 物品:强效太阳水	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:强效太阳水	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:强效太阳水	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:强效太阳水	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:强效太阳水	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:强效金创药	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:强效金创药	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:强效魔法药	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:强效魔法药	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:骷髅戒指	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:蓝翡翠项链	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:黑檀手镯	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:55] 物品:烈火剑法	怪物:1BE213B0尸王8	地图:H201	X:76	Y:169 
[2024/8/21 22:4:59] 物品:强效太阳水	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:4:59] 物品:强效太阳水	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:4:59] 物品:强效太阳水	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:4:59] 物品:强效太阳水	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:4:59] 物品:强效太阳水	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:4:59] 物品:强效金创药	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:4:59] 物品:强效金创药	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:4:59] 物品:强效魔法药	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:4:59] 物品:强效魔法药	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:4:59] 物品:凝霜	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:4:59] 物品:魅力戒指	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:4:59] 物品:黑檀手镯	怪物:28AA98A0尸王8	地图:H201	X:75	Y:168 
[2024/8/21 22:5:4] 物品:强效太阳水	怪物:23015490牛魔将军0	地图:H010	X:213	Y:331 
[2024/8/21 22:5:4] 物品:太阳水	怪物:23015490牛魔将军0	地图:H010	X:213	Y:331 
[2024/8/21 22:5:4] 物品:太阳水	怪物:23015490牛魔将军0	地图:H010	X:213	Y:331 
[2024/8/21 22:5:4] 物品:太阳水	怪物:23015490牛魔将军0	地图:H010	X:213	Y:331 
[2024/8/21 22:5:4] 物品:炼狱	怪物:23015490牛魔将军0	地图:H010	X:213	Y:331 
[2024/8/21 22:5:4] 物品:幽灵项链	怪物:23015490牛魔将军0	地图:H010	X:213	Y:331 
[2024/8/21 22:5:4] 物品:破魂	怪物:23015490牛魔将军0	地图:H010	X:213	Y:331 
[2024/8/21 22:5:15] 物品:强效太阳水	怪物:24E82AC0尸王8	地图:H201	X:76	Y:173 
[2024/8/21 22:5:15] 物品:强效太阳水	怪物:24E82AC0尸王8	地图:H201	X:76	Y:173 
[2024/8/21 22:5:15] 物品:强效太阳水	怪物:24E82AC0尸王8	地图:H201	X:76	Y:173 
[2024/8/21 22:5:15] 物品:强效太阳水	怪物:24E82AC0尸王8	地图:H201	X:76	Y:173 
[2024/8/21 22:5:15] 物品:强效太阳水	怪物:24E82AC0尸王8	地图:H201	X:76	Y:173 
[2024/8/21 22:5:15] 物品:强效金创药	怪物:24E82AC0尸王8	地图:H201	X:76	Y:173 
[2024/8/21 22:5:15] 物品:强效金创药	怪物:24E82AC0尸王8	地图:H201	X:76	Y:173 
[2024/8/21 22:5:15] 物品:强效魔法药	怪物:24E82AC0尸王8	地图:H201	X:76	Y:173 
[2024/8/21 22:5:15] 物品:强效魔法药	怪物:24E82AC0尸王8	地图:H201	X:76	Y:173 
[2024/8/21 22:5:15] 物品:骷髅戒指	怪物:24E82AC0尸王8	地图:H201	X:76	Y:173 
[2024/8/21 22:5:20] 物品:强效太阳水	怪物:25F0B9A0尸王8	地图:H201	X:76	Y:175 
[2024/8/21 22:5:20] 物品:强效太阳水	怪物:25F0B9A0尸王8	地图:H201	X:76	Y:175 
[2024/8/21 22:5:20] 物品:强效太阳水	怪物:25F0B9A0尸王8	地图:H201	X:76	Y:175 
[2024/8/21 22:5:20] 物品:强效太阳水	怪物:25F0B9A0尸王8	地图:H201	X:76	Y:175 
[2024/8/21 22:5:20] 物品:强效太阳水	怪物:25F0B9A0尸王8	地图:H201	X:76	Y:175 
[2024/8/21 22:5:20] 物品:强效金创药	怪物:25F0B9A0尸王8	地图:H201	X:76	Y:175 
[2024/8/21 22:5:20] 物品:强效金创药	怪物:25F0B9A0尸王8	地图:H201	X:76	Y:175 
[2024/8/21 22:5:20] 物品:强效魔法药	怪物:25F0B9A0尸王8	地图:H201	X:76	Y:175 
[2024/8/21 22:5:20] 物品:强效魔法药	怪物:25F0B9A0尸王8	地图:H201	X:76	Y:175 
[2024/8/21 22:5:20] 物品:魅力戒指	怪物:25F0B9A0尸王8	地图:H201	X:76	Y:175 
[2024/8/21 22:5:20] 物品:魔力手镯	怪物:25F0B9A0尸王8	地图:H201	X:76	Y:175 
[2024/8/21 22:5:20] 物品:强效太阳水	怪物:23698DD0牛魔祭司0	地图:H010	X:219	Y:328 
[2024/8/21 22:5:20] 物品:强效太阳水	怪物:23698DD0牛魔祭司0	地图:H010	X:219	Y:328 
[2024/8/21 22:5:20] 物品:太阳水	怪物:23698DD0牛魔祭司0	地图:H010	X:219	Y:328 
[2024/8/21 22:5:20] 物品:太阳水	怪物:23698DD0牛魔祭司0	地图:H010	X:219	Y:328 
[2024/8/21 22:5:20] 物品:太阳水	怪物:23698DD0牛魔祭司0	地图:H010	X:219	Y:328 
[2024/8/21 22:5:20] 物品:太阳水	怪物:23698DD0牛魔祭司0	地图:H010	X:219	Y:328 
[2024/8/21 22:5:33] 物品:金创药(小量)	怪物:25C44970僵尸5	地图:H201	X:72	Y:182 
[2024/8/21 22:5:38] 物品:魔法长袍(女)	怪物:24F47050跳跳蜂8	地图:H004	X:76	Y:167 
[2024/8/21 22:5:40] 物品:强效太阳水	怪物:2D2B6970牛魔祭司8	地图:H010	X:213	Y:321 
[2024/8/21 22:5:44] 物品:金创药(小量)	怪物:29035930僵尸5	地图:H201	X:67	Y:182 
[2024/8/21 22:5:52] 物品:强效太阳水	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:强效太阳水	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:强效太阳水	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:强效太阳水	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:强效太阳水	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:强效金创药	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:强效金创药	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:强效魔法药	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:强效魔法药	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:蛇眼戒指	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:死神手套	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:道德戒指	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:蓝翡翠项链	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:52] 物品:魔力手镯	怪物:2B5642A0尸王8	地图:H201	X:68	Y:184 
[2024/8/21 22:5:54] 物品:强效太阳水	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:54] 物品:强效太阳水	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:54] 物品:强效太阳水	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:54] 物品:强效太阳水	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:54] 物品:强效太阳水	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:54] 物品:强效金创药	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:54] 物品:强效金创药	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:54] 物品:强效魔法药	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:54] 物品:强效魔法药	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:54] 物品:魅力戒指	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:54] 物品:黑檀手镯	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:54] 物品:魔力手镯	怪物:256B0890尸王8	地图:H201	X:67	Y:180 
[2024/8/21 22:5:58] 物品:强效太阳水	怪物:2491C780尸王8	地图:H201	X:70	Y:182 
[2024/8/21 22:5:58] 物品:强效太阳水	怪物:2491C780尸王8	地图:H201	X:70	Y:182 
[2024/8/21 22:5:58] 物品:强效太阳水	怪物:2491C780尸王8	地图:H201	X:70	Y:182 
[2024/8/21 22:5:58] 物品:强效太阳水	怪物:2491C780尸王8	地图:H201	X:70	Y:182 
[2024/8/21 22:5:58] 物品:强效太阳水	怪物:2491C780尸王8	地图:H201	X:70	Y:182 
[2024/8/21 22:5:58] 物品:强效金创药	怪物:2491C780尸王8	地图:H201	X:70	Y:182 
[2024/8/21 22:5:58] 物品:强效金创药	怪物:2491C780尸王8	地图:H201	X:70	Y:182 
