[2024/8/22 1:0:1] 物品:金创药(小量)	怪物:23698DD0僵尸4	地图:H201	X:176	Y:89 
[2024/8/22 1:1:15] 物品:抗拒火环	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:精神力战法	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:火球术	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:治愈术	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:基本剑术	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:八荒	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:半月	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:海魂	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:凌风	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:魔鬼项链	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:琥珀项链	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:凤凰明珠	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:坚固手套	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:魔力手镯	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:灯笼项链	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:铁剑	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:短剑	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:轻型盔甲(男)	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:轻型盔甲(女)	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:青铜斧	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:黑檀项链	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:黄色水晶项链	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:黑色水晶项链	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:青铜头盔	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:金创药(小量)	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:金创药(小量)	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:金创药(小量)	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:金创药(小量)	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:魔法药(小量)	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:魔法药(小量)	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:魔法药(小量)	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:15] 物品:魔法药(小量)	怪物:060D2AC0僵尸50	地图:H201	X:172	Y:74 
[2024/8/22 1:1:16] 物品:隐身术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:召唤骷髅	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:雷电术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:抗拒火环	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:精神力战法	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:火球术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:治愈术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:基本剑术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:坚固手套	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:铁剑	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:黑檀项链	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:金创药(小量)	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:魔法药(小量)	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:16] 物品:魔法药(小量)	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:24] 物品:太阳水	怪物:15338D90魔龙射手2	地图:66	X:173	Y:128 
[2024/8/22 1:1:24] 物品:放大镜	怪物:15338D90魔龙射手2	地图:66	X:173	Y:128 
[2024/8/22 1:1:27] 物品:抗拒火环	怪物:2B47FDA0僵尸40	地图:H201	X:168	Y:78 
[2024/8/22 1:1:27] 物品:精神力战法	怪物:2B47FDA0僵尸40	地图:H201	X:168	Y:78 
[2024/8/22 1:1:27] 物品:火球术	怪物:2B47FDA0僵尸40	地图:H201	X:168	Y:78 
[2024/8/22 1:1:27] 物品:治愈术	怪物:2B47FDA0僵尸40	地图:H201	X:168	Y:78 
[2024/8/22 1:1:27] 物品:基本剑术	怪物:2B47FDA0僵尸40	地图:H201	X:168	Y:78 
[2024/8/22 1:1:27] 物品:轻型盔甲(男)	怪物:2B47FDA0僵尸40	地图:H201	X:168	Y:78 
[2024/8/22 1:1:27] 物品:金创药(小量)	怪物:2B47FDA0僵尸40	地图:H201	X:168	Y:78 
[2024/8/22 1:1:27] 物品:金创药(小量)	怪物:2B47FDA0僵尸40	地图:H201	X:168	Y:78 
[2024/8/22 1:1:29] 物品:金创药(小量)	怪物:246DA540僵尸5	地图:H201	X:160	Y:79 
[2024/8/22 1:1:31] 物品:强效太阳水	怪物:24A97760尸王8	地图:H201	X:161	Y:79 
[2024/8/22 1:1:31] 物品:强效太阳水	怪物:24A97760尸王8	地图:H201	X:161	Y:79 
[2024/8/22 1:1:31] 物品:强效太阳水	怪物:24A97760尸王8	地图:H201	X:161	Y:79 
[2024/8/22 1:1:31] 物品:强效太阳水	怪物:24A97760尸王8	地图:H201	X:161	Y:79 
[2024/8/22 1:1:31] 物品:强效太阳水	怪物:24A97760尸王8	地图:H201	X:161	Y:79 
[2024/8/22 1:1:31] 物品:强效金创药	怪物:24A97760尸王8	地图:H201	X:161	Y:79 
[2024/8/22 1:1:31] 物品:强效金创药	怪物:24A97760尸王8	地图:H201	X:161	Y:79 
[2024/8/22 1:1:31] 物品:强效魔法药	怪物:24A97760尸王8	地图:H201	X:161	Y:79 
[2024/8/22 1:1:31] 物品:强效魔法药	怪物:24A97760尸王8	地图:H201	X:161	Y:79 
[2024/8/22 1:1:31] 物品:骷髅戒指	怪物:24A97760尸王8	地图:H201	X:161	Y:79 
[2024/8/22 1:1:32] 物品:大火球	怪物:23C2EEC0僵尸1	地图:H201	X:161	Y:77 
[2024/8/22 1:1:32] 物品:金创药(小量)	怪物:288B49F0僵尸4	地图:H201	X:161	Y:78 
[2024/8/22 1:1:35] 物品:瞬息移动	怪物:2B47FDA0僵尸40	地图:H201	X:167	Y:77 
[2024/8/22 1:1:35] 物品:灵魂火符	怪物:2B47FDA0僵尸40	地图:H201	X:167	Y:77 
[2024/8/22 1:1:35] 物品:抗拒火环	怪物:2B47FDA0僵尸40	地图:H201	X:167	Y:77 
[2024/8/22 1:1:35] 物品:精神力战法	怪物:2B47FDA0僵尸40	地图:H201	X:167	Y:77 
[2024/8/22 1:1:35] 物品:火球术	怪物:2B47FDA0僵尸40	地图:H201	X:167	Y:77 
[2024/8/22 1:1:35] 物品:治愈术	怪物:2B47FDA0僵尸40	地图:H201	X:167	Y:77 
[2024/8/22 1:1:35] 物品:基本剑术	怪物:2B47FDA0僵尸40	地图:H201	X:167	Y:77 
[2024/8/22 1:1:35] 物品:铁剑	怪物:2B47FDA0僵尸40	地图:H201	X:167	Y:77 
[2024/8/22 1:1:35] 物品:轻型盔甲(男)	怪物:2B47FDA0僵尸40	地图:H201	X:167	Y:77 
[2024/8/22 1:1:38] 物品:召唤骷髅	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:38] 物品:瞬息移动	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:38] 物品:抗拒火环	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:38] 物品:精神力战法	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:38] 物品:火球术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:38] 物品:治愈术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:38] 物品:基本剑术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:38] 物品:轻型盔甲(男)	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:43] 物品:灵魂战衣(男)	怪物:23466E80跳跳蜂8	地图:H004	X:67	Y:149 
[2024/8/22 1:1:45] 物品:强效金创药	怪物:2BE9B910魔龙刺蛙	地图:66	X:175	Y:139 
[2024/8/22 1:1:45] 物品:降妖除魔戒指	怪物:2BE9B910魔龙刺蛙	地图:66	X:175	Y:139 
[2024/8/22 1:1:47] 物品:强效太阳水	怪物:27C866B0尸王8	地图:H201	X:162	Y:71 
[2024/8/22 1:1:47] 物品:强效太阳水	怪物:27C866B0尸王8	地图:H201	X:162	Y:71 
[2024/8/22 1:1:47] 物品:强效太阳水	怪物:27C866B0尸王8	地图:H201	X:162	Y:71 
[2024/8/22 1:1:47] 物品:强效太阳水	怪物:27C866B0尸王8	地图:H201	X:162	Y:71 
[2024/8/22 1:1:47] 物品:强效太阳水	怪物:27C866B0尸王8	地图:H201	X:162	Y:71 
[2024/8/22 1:1:47] 物品:强效金创药	怪物:27C866B0尸王8	地图:H201	X:162	Y:71 
[2024/8/22 1:1:47] 物品:强效金创药	怪物:27C866B0尸王8	地图:H201	X:162	Y:71 
[2024/8/22 1:1:47] 物品:强效魔法药	怪物:27C866B0尸王8	地图:H201	X:162	Y:71 
[2024/8/22 1:1:47] 物品:强效魔法药	怪物:27C866B0尸王8	地图:H201	X:162	Y:71 
[2024/8/22 1:1:47] 物品:黑色水晶戒指	怪物:27C866B0尸王8	地图:H201	X:162	Y:71 
[2024/8/22 1:1:47] 物品:蓝翡翠项链	怪物:27C866B0尸王8	地图:H201	X:162	Y:71 
[2024/8/22 1:1:51] 物品:强效太阳水	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:强效太阳水	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:强效太阳水	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:强效太阳水	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:强效太阳水	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:强效金创药	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:强效金创药	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:强效魔法药	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:强效魔法药	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:骷髅戒指	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:道德戒指	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:黑檀手镯	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:51] 物品:魔力手镯	怪物:1E3EB0F0尸王8	地图:H201	X:161	Y:71 
[2024/8/22 1:1:52] 物品:施毒术	怪物:2B47FDA0僵尸40	地图:H201	X:165	Y:75 
[2024/8/22 1:1:52] 物品:抗拒火环	怪物:2B47FDA0僵尸40	地图:H201	X:165	Y:75 
[2024/8/22 1:1:52] 物品:精神力战法	怪物:2B47FDA0僵尸40	地图:H201	X:165	Y:75 
[2024/8/22 1:1:52] 物品:火球术	怪物:2B47FDA0僵尸40	地图:H201	X:165	Y:75 
[2024/8/22 1:1:52] 物品:治愈术	怪物:2B47FDA0僵尸40	地图:H201	X:165	Y:75 
[2024/8/22 1:1:52] 物品:基本剑术	怪物:2B47FDA0僵尸40	地图:H201	X:165	Y:75 
[2024/8/22 1:1:52] 物品:铁剑	怪物:2B47FDA0僵尸40	地图:H201	X:165	Y:75 
[2024/8/22 1:1:52] 物品:黑色水晶项链	怪物:2B47FDA0僵尸40	地图:H201	X:165	Y:75 
[2024/8/22 1:1:55] 物品:攻杀剑术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:55] 物品:召唤骷髅	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:55] 物品:雷电术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:55] 物品:抗拒火环	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:55] 物品:精神力战法	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:55] 物品:火球术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:55] 物品:治愈术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:55] 物品:基本剑术	怪物:13B5BE00僵尸40	地图:H201	X:166	Y:78 
[2024/8/22 1:1:58] 物品:金创药(小量)	怪物:246BE980僵尸3	地图:D401	X:154	Y:154 
[2024/8/22 1:2:2] 物品:金创药(小量)	怪物:24D6D8B0僵尸3	地图:D401	X:150	Y:155 
[2024/8/22 1:2:4] 物品:强效魔法药	怪物:288BB8E0魔龙射手	地图:66	X:180	Y:141 
[2024/8/22 1:2:6] 物品:金创药(小量)	怪物:2B68EBC0僵尸3	地图:D401	X:104	Y:175 
[2024/8/22 1:2:7] 物品:魔法药(小量)	怪物:25719100僵尸3	地图:D401	X:155	Y:153 
[2024/8/22 1:2:14] 物品:强效魔法药	怪物:291DC7A0魔龙射手	地图:66	X:184	Y:145 
[2024/8/22 1:2:14] 物品:金戒指	怪物:291DC7A0魔龙射手	地图:66	X:184	Y:145 
[2024/8/22 1:2:20] 物品:强效魔法药	怪物:256C8480魔龙刺蛙1	地图:66	X:185	Y:144 
[2024/8/22 1:2:21] 物品:诱惑之光	怪物:2BDA0380僵尸1	地图:H201	X:165	Y:63 
[2024/8/22 1:2:23] 物品:金创药(小量)	怪物:2440D640僵尸4	地图:H201	X:166	Y:63 
[2024/8/22 1:2:25] 物品:强效太阳水	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:强效太阳水	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:强效太阳水	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:强效太阳水	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:强效太阳水	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:强效金创药	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:强效金创药	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:强效魔法药	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:强效魔法药	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:珍珠戒指	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:凝霜	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:魔力手镯	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:25] 物品:圣言术	怪物:2BC34B60尸王8	地图:H201	X:166	Y:65 
[2024/8/22 1:2:37] 物品:强效金创药	怪物:28902890魔龙射手	地图:66	X:190	Y:139 
[2024/8/22 1:2:41] 物品:金创药(小量)	怪物:25802EA0僵尸4	地图:H201	X:169	Y:61 
[2024/8/22 1:2:41] 物品:金创药(小量)	怪物:28B7BB00僵尸4	地图:H201	X:165	Y:59 
[2024/8/22 1:2:43] 物品:太阳水	怪物:25FC17D0魔龙破甲兵	地图:66	X:192	Y:140 
[2024/8/22 1:2:43] 物品:强效魔法药	怪物:25FC17D0魔龙破甲兵	地图:66	X:192	Y:140 
[2024/8/22 1:2:43] 物品:凝霜	怪物:25FC17D0魔龙破甲兵	地图:66	X:192	Y:140 
[2024/8/22 1:2:43] 物品:魔法长袍(男)	怪物:25FC17D0魔龙破甲兵	地图:66	X:192	Y:140 
[2024/8/22 1:2:44] 物品:金创药(小量)	怪物:2B68EBC0僵尸3	地图:D401	X:101	Y:175 
[2024/8/22 1:2:44] 物品:魔法药(小量)	怪物:2B68EBC0僵尸3	地图:D401	X:101	Y:175 
[2024/8/22 1:2:59] 物品:强效太阳水	怪物:2CEC5EF0尸王8	地图:H201	X:172	Y:59 
[2024/8/22 1:2:59] 物品:强效太阳水	怪物:2CEC5EF0尸王8	地图:H201	X:172	Y:59 
[2024/8/22 1:2:59] 物品:强效太阳水	怪物:2CEC5EF0尸王8	地图:H201	X:172	Y:59 
[2024/8/22 1:2:59] 物品:强效太阳水	怪物:2CEC5EF0尸王8	地图:H201	X:172	Y:59 
[2024/8/22 1:2:59] 物品:强效太阳水	怪物:2CEC5EF0尸王8	地图:H201	X:172	Y:59 
[2024/8/22 1:2:59] 物品:强效金创药	怪物:2CEC5EF0尸王8	地图:H201	X:172	Y:59 
[2024/8/22 1:2:59] 物品:强效金创药	怪物:2CEC5EF0尸王8	地图:H201	X:172	Y:59 
[2024/8/22 1:2:59] 物品:强效魔法药	怪物:2CEC5EF0尸王8	地图:H201	X:172	Y:59 
[2024/8/22 1:2:59] 物品:强效魔法药	怪物:2CEC5EF0尸王8	地图:H201	X:172	Y:59 
[2024/8/22 1:2:59] 物品:黑色水晶戒指	怪物:2CEC5EF0尸王8	地图:H201	X:172	Y:59 
[2024/8/22 1:3:2] 物品:魔法药(小量)	怪物:23F6A3D0僵尸4	地图:H201	X:169	Y:57 
[2024/8/22 1:3:4] 物品:强效太阳水	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:强效太阳水	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:强效太阳水	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:强效太阳水	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:强效太阳水	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:强效金创药	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:强效金创药	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:强效魔法药	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:强效魔法药	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:生铁戒指	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:道德戒指	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:蓝翡翠项链	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:4] 物品:魔力手镯	怪物:25AB3B70尸王8	地图:H201	X:171	Y:57 
[2024/8/22 1:3:13] 物品:金创药(小量)	怪物:1784D530僵尸4	地图:H201	X:175	Y:63 
[2024/8/22 1:3:13] 物品:金创药(小量)	怪物:178A4980僵尸3	地图:D401	X:130	Y:121 
[2024/8/22 1:3:15] 物品:强效太阳水	怪物:232812E0尸王8	地图:H201	X:174	Y:63 
[2024/8/22 1:3:15] 物品:强效太阳水	怪物:232812E0尸王8	地图:H201	X:174	Y:63 
[2024/8/22 1:3:15] 物品:强效太阳水	怪物:232812E0尸王8	地图:H201	X:174	Y:63 
[2024/8/22 1:3:15] 物品:强效太阳水	怪物:232812E0尸王8	地图:H201	X:174	Y:63 
[2024/8/22 1:3:15] 物品:强效太阳水	怪物:232812E0尸王8	地图:H201	X:174	Y:63 
[2024/8/22 1:3:15] 物品:强效金创药	怪物:232812E0尸王8	地图:H201	X:174	Y:63 
[2024/8/22 1:3:15] 物品:强效金创药	怪物:232812E0尸王8	地图:H201	X:174	Y:63 
[2024/8/22 1:3:15] 物品:强效魔法药	怪物:232812E0尸王8	地图:H201	X:174	Y:63 
[2024/8/22 1:3:15] 物品:强效魔法药	怪物:232812E0尸王8	地图:H201	X:174	Y:63 
[2024/8/22 1:3:15] 物品:骷髅戒指	怪物:232812E0尸王8	地图:H201	X:174	Y:63 
[2024/8/22 1:3:15] 物品:黑檀手镯	怪物:232812E0尸王8	地图:H201	X:174	Y:63 
[2024/8/22 1:3:16] 物品:金创药(小量)	怪物:163B81C0僵尸5	地图:H201	X:174	Y:65 
[2024/8/22 1:3:17] 物品:施毒术	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:隐身术	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:瞬息移动	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:诱惑之光	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:抗拒火环	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:精神力战法	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:火球术	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:治愈术	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:基本剑术	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:海魂	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:魔鬼项链	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:魔力手镯	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:灯笼项链	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:铁剑	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:短剑	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:轻型盔甲(男)	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:轻型盔甲(女)	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:中型盔甲(女)	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:青铜斧	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:黑檀项链	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:黄色水晶项链	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:黑色水晶项链	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:青铜头盔	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:金创药(小量)	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:金创药(小量)	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:金创药(小量)	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:金创药(小量)	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:魔法药(小量)	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:魔法药(小量)	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:魔法药(小量)	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:17] 物品:魔法药(小量)	怪物:1864BFA0僵尸50	地图:H201	X:175	Y:64 
[2024/8/22 1:3:18] 物品:强效太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:强效太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:强效太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:强效太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:强效太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:强效太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:强效太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:强效太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:强效太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:强效太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
[2024/8/22 1:3:18] 物品:太阳水	怪物:1B916D90触龙神8	地图:H004	X:66	Y:168 
