[2024/8/19 6:0:1] 物品:魔法药(小量)	怪物:190D3B70僵尸4	地图:H201	X:180	Y:58 
[2024/8/19 6:0:37] 物品:强效魔法药	怪物:1C896BD0尸王8	地图:H201	X:73	Y:173 
[2024/8/19 6:0:37] 物品:珍珠戒指	怪物:1C896BD0尸王8	地图:H201	X:73	Y:173 
[2024/8/19 6:0:37] 物品:黑檀手镯	怪物:1C896BD0尸王8	地图:H201	X:73	Y:173 
[2024/8/19 6:0:37] 物品:魔力手镯	怪物:1C896BD0尸王8	地图:H201	X:73	Y:173 
[2024/8/19 6:0:42] 物品:抗拒火环	怪物:1C9AE860僵尸4	地图:H201	X:179	Y:55 
[2024/8/19 6:0:42] 物品:重盔甲(女)	怪物:2B547480魔龙射手2	地图:66	X:191	Y:201 
[2024/8/19 6:0:45] 物品:强效太阳水	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:强效太阳水	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:强效太阳水	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:强效太阳水	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:强效太阳水	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:强效金创药	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:强效金创药	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:强效魔法药	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:强效魔法药	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:骷髅戒指	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:黑檀手镯	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:魔力手镯	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:地狱雷光	怪物:1C9B4120尸王8	地图:H201	X:71	Y:172 
[2024/8/19 6:0:45] 物品:强效魔法药	怪物:23CC95E0祖玛卫士8	地图:H204	X:52	Y:43 
[2024/8/19 6:0:45] 物品:偃月	怪物:23CC95E0祖玛卫士8	地图:H204	X:52	Y:43 
[2024/8/19 6:0:45] 物品:白色虎齿项链	怪物:23CC95E0祖玛卫士8	地图:H204	X:52	Y:43 
[2024/8/19 6:0:48] 物品:金创药(小量)	怪物:1A81F530僵尸5	地图:H201	X:71	Y:173 
[2024/8/19 6:0:48] 物品:八荒	怪物:1A1F2610祖玛雕像8	地图:H204	X:52	Y:43 
[2024/8/19 6:0:49] 物品:强效太阳水	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:强效太阳水	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:强效太阳水	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:强效太阳水	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:强效太阳水	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:强效金创药	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:强效金创药	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:强效魔法药	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:强效魔法药	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:凝霜	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:黑檀手镯	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:魔力手镯	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:49] 物品:野蛮冲撞	怪物:17DD1B20尸王8	地图:H201	X:72	Y:173 
[2024/8/19 6:0:51] 物品:强效太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:强效太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:强效太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:强效太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:强效太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:太阳水	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:金创药(中量)	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:金创药(中量)	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:金创药(中量)	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:强效金创药	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:强效金创药	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:魔法药(中量)	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:魔法药(中量)	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:魔法药(中量)	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:强效魔法药	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:强效魔法药	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:凝霜	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:蓝翡翠项链	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:蓝色水晶戒指	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:道士手镯	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:黑檀手镯	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:小手镯	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:神圣战甲术	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:雷电术	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:诱惑之光	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:大火球	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:召唤骷髅	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:瞬息移动	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:抗拒火环	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:精神力战法	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:治愈术	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:基本剑术	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:51] 物品:火球术	怪物:050C89B0尸王	地图:H201	X:178	Y:42 
[2024/8/19 6:0:53] 物品:强效金创药	怪物:1EC76A80魔龙破甲兵1	地图:66	X:195	Y:194 
[2024/8/19 6:0:53] 物品:黑铁头盔	怪物:1EC76A80魔龙破甲兵1	地图:66	X:195	Y:194 
[2024/8/19 6:0:53] 物品:降魔	怪物:1EC76A80魔龙破甲兵1	地图:66	X:195	Y:194 
[2024/8/19 6:0:54] 物品:蛇眼戒指	怪物:2821FA90祖玛卫士8	地图:H204	X:23	Y:68 
[2024/8/19 6:0:54] 物品:珊瑚戒指	怪物:2821FA90祖玛卫士8	地图:H204	X:23	Y:68 
[2024/8/19 6:0:55] 物品:强效太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:强效太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:强效太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:强效太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:强效太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:太阳水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:金创药(中量)	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:金创药(中量)	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:强效金创药	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:强效金创药	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:强效金创药	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:魔法药(中量)	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:魔法药(中量)	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:强效魔法药	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:强效魔法药	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:强效魔法药	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:攻击神水	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:躲避手链	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:烈火剑法	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:幽灵盾	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:火墙	怪物:1EAA1910沃玛卫士8	地图:H204	X:44	Y:48 
[2024/8/19 6:0:55] 物品:道士手镯	怪物:054C1E60魔龙破甲兵	地图:66	X:197	Y:195 
[2024/8/19 6:0:58] 物品:强效太阳水	怪物:1C18B4D0尸王8	地图:H201	X:73	Y:168 
[2024/8/19 6:0:58] 物品:强效太阳水	怪物:1C18B4D0尸王8	地图:H201	X:73	Y:168 
[2024/8/19 6:0:58] 物品:强效太阳水	怪物:1C18B4D0尸王8	地图:H201	X:73	Y:168 
[2024/8/19 6:0:58] 物品:强效太阳水	怪物:1C18B4D0尸王8	地图:H201	X:73	Y:168 
[2024/8/19 6:0:58] 物品:强效太阳水	怪物:1C18B4D0尸王8	地图:H201	X:73	Y:168 
[2024/8/19 6:0:58] 物品:强效金创药	怪物:1C18B4D0尸王8	地图:H201	X:73	Y:168 
[2024/8/19 6:0:58] 物品:强效金创药	怪物:1C18B4D0尸王8	地图:H201	X:73	Y:168 
[2024/8/19 6:0:58] 物品:强效魔法药	怪物:1C18B4D0尸王8	地图:H201	X:73	Y:168 
[2024/8/19 6:0:58] 物品:强效魔法药	怪物:1C18B4D0尸王8	地图:H201	X:73	Y:168 
[2024/8/19 6:0:58] 物品:生铁戒指	怪物:1C18B4D0尸王8	地图:H201	X:73	Y:168 
[2024/8/19 6:0:59] 物品:强效太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:强效太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:强效太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:强效太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:强效太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:太阳水	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:金创药(中量)	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:金创药(中量)	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:强效金创药	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:强效金创药	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:强效金创药	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:魔法药(中量)	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:魔法药(中量)	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:强效魔法药	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:强效魔法药	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:强效魔法药	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:坚固手套	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:0:59] 物品:幽灵盾	怪物:15D1B700沃玛卫士8	地图:H204	X:46	Y:48 
[2024/8/19 6:1:2] 物品:强效金创药	怪物:1AE59830魔龙射手	地图:66	X:199	Y:194 
[2024/8/19 6:1:2] 物品:强效魔法药	怪物:1AE59830魔龙射手	地图:66	X:199	Y:194 
[2024/8/19 6:1:2] 物品:强效太阳水	怪物:1AE59830魔龙射手	地图:66	X:199	Y:194 
[2024/8/19 6:1:2] 物品:重盔甲(女)	怪物:1AE59830魔龙射手	地图:66	X:199	Y:194 
[2024/8/19 6:1:6] 物品:强效太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:太阳水	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效金创药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效金创药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效金创药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效金创药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效金创药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效金创药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效金创药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效金创药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效金创药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效金创药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效魔法药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效魔法药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效魔法药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效魔法药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效魔法药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效魔法药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效魔法药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效魔法药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效魔法药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:强效魔法药	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:6] 物品:灵魂战衣(男)	怪物:1C137F70虹魔蝎卫8	地图:H204	X:45	Y:48 
[2024/8/19 6:1:10] 物品:强效太阳水	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:强效太阳水	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:强效太阳水	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:强效太阳水	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:强效太阳水	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:强效金创药	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:强效金创药	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:强效魔法药	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:强效魔法药	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:珍珠戒指	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:蓝翡翠项链	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:黑檀手镯	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:10] 物品:魔力手镯	怪物:29E8AE60尸王8	地图:H201	X:82	Y:173 
[2024/8/19 6:1:11] 物品:凤凰明珠	怪物:17D5AA90祖玛卫士8	地图:H204	X:45	Y:50 
[2024/8/19 6:1:11] 物品:坚固手套	怪物:17D5AA90祖玛卫士8	地图:H204	X:45	Y:50 
[2024/8/19 6:1:11] 物品:道德戒指	怪物:17D5AA90祖玛卫士8	地图:H204	X:45	Y:50 
[2024/8/19 6:1:13] 物品:金创药(小量)	怪物:2A1D9480僵尸5	地图:H201	X:91	Y:96 
[2024/8/19 6:1:13] 物品:强效太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:太阳水	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效金创药	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效金创药	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效金创药	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效金创药	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效金创药	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效金创药	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效金创药	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
[2024/8/19 6:1:13] 物品:强效金创药	怪物:2858C490虹魔蝎卫8	地图:H204	X:22	Y:68 
