[2024/8/18 4:0:0] 物品:破魂	怪物:297F8BA0牛魔将军8	地图:H010	X:213	Y:133 
[2024/8/18 4:2:49] 物品:生铁戒指	怪物:19155A80尸王8	地图:H201	X:111	Y:10 
[2024/8/18 4:2:49] 物品:死神手套	怪物:19155A80尸王8	地图:H201	X:111	Y:10 
[2024/8/18 4:2:49] 物品:黑檀手镯	怪物:19155A80尸王8	地图:H201	X:111	Y:10 
[2024/8/18 4:2:49] 物品:魔力手镯	怪物:19155A80尸王8	地图:H201	X:111	Y:10 
[2024/8/18 4:2:50] 物品:金创药(小量)	怪物:29DDDF80山洞蝙蝠	地图:D002	X:286	Y:154 
[2024/8/18 4:2:54] 物品:白色虎齿项链	怪物:053AF650牛魔侍卫8	地图:H010	X:169	Y:160 
[2024/8/18 4:2:55] 物品:强效金创药	怪物:17F7DAC0牛魔将军8	地图:H010	X:167	Y:162 
[2024/8/18 4:2:56] 物品:金创药(小量)	怪物:19356650僵尸5	地图:H201	X:116	Y:13 
[2024/8/18 4:2:59] 物品:太阳水	怪物:29D64E30僵尸5	地图:H201	X:116	Y:12 
[2024/8/18 4:3:1] 物品:强效太阳水	怪物:1EA79160牛魔祭司0	地图:H010	X:167	Y:161 
[2024/8/18 4:3:1] 物品:太阳水	怪物:1EA79160牛魔祭司0	地图:H010	X:167	Y:161 
[2024/8/18 4:3:1] 物品:太阳水	怪物:1EA79160牛魔祭司0	地图:H010	X:167	Y:161 
[2024/8/18 4:3:2] 物品:强效太阳水	怪物:29FB8DF0牛魔将军0	地图:H010	X:167	Y:159 
[2024/8/18 4:3:2] 物品:太阳水	怪物:29FB8DF0牛魔将军0	地图:H010	X:167	Y:159 
[2024/8/18 4:3:2] 物品:魔法长袍(女)	怪物:29FB8DF0牛魔将军0	地图:H010	X:167	Y:159 
[2024/8/18 4:3:2] 物品:黑檀手镯	怪物:29FB8DF0牛魔将军0	地图:H010	X:167	Y:159 
[2024/8/18 4:3:2] 物品:玻璃戒指	怪物:283BFD40骷髅战将0	地图:D002	X:309	Y:151 
[2024/8/18 4:3:2] 物品:金创药(中量)	怪物:283BFD40骷髅战将0	地图:D002	X:309	Y:151 
[2024/8/18 4:3:2] 物品:金创药(中量)	怪物:283BFD40骷髅战将0	地图:D002	X:309	Y:151 
[2024/8/18 4:3:2] 物品:金创药(中量)	怪物:283BFD40骷髅战将0	地图:D002	X:309	Y:151 
[2024/8/18 4:3:2] 物品:金创药(中量)	怪物:283BFD40骷髅战将0	地图:D002	X:309	Y:151 
[2024/8/18 4:3:2] 物品:魔法药(中量)	怪物:283BFD40骷髅战将0	地图:D002	X:309	Y:151 
[2024/8/18 4:3:2] 物品:魔法药(中量)	怪物:283BFD40骷髅战将0	地图:D002	X:309	Y:151 
[2024/8/18 4:3:2] 物品:魔法药(中量)	怪物:283BFD40骷髅战将0	地图:D002	X:309	Y:151 
[2024/8/18 4:3:2] 物品:魔法药(中量)	怪物:283BFD40骷髅战将0	地图:D002	X:309	Y:151 
[2024/8/18 4:3:4] 物品:魔法长袍(女)	怪物:2F073290牛魔法师8	地图:H010	X:167	Y:162 
[2024/8/18 4:3:4] 物品:金手镯	怪物:2F073290牛魔法师8	地图:H010	X:167	Y:162 
[2024/8/18 4:3:4] 物品:道德戒指	怪物:2F073290牛魔法师8	地图:H010	X:167	Y:162 
[2024/8/18 4:3:5] 物品:强效太阳水	怪物:1E8FB010牛魔祭司8	地图:H010	X:167	Y:160 
[2024/8/18 4:3:5] 物品:黑檀手镯	怪物:1E8FB010牛魔祭司8	地图:H010	X:167	Y:160 
[2024/8/18 4:3:8] 物品:强效太阳水	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:强效太阳水	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:强效太阳水	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:强效太阳水	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:强效太阳水	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:强效金创药	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:强效金创药	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:强效魔法药	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:强效魔法药	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:黑色水晶戒指	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:凝霜	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:蓝翡翠项链	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:8] 物品:魔力手镯	怪物:19B045A0尸王8	地图:H201	X:117	Y:13 
[2024/8/18 4:3:10] 物品:雷电术	怪物:2D4C8F10僵尸1	地图:H201	X:118	Y:13 
[2024/8/18 4:3:11] 物品:金创药(小量)	怪物:28832FA0僵尸4	地图:H201	X:69	Y:176 
[2024/8/18 4:3:15] 物品:灵魂火符	怪物:1892D560僵尸1	地图:H201	X:117	Y:17 
[2024/8/18 4:3:17] 物品:强效太阳水	怪物:2A2E64A0牛魔祭司0	地图:H010	X:164	Y:167 
[2024/8/18 4:3:17] 物品:太阳水	怪物:2A2E64A0牛魔祭司0	地图:H010	X:164	Y:167 
[2024/8/18 4:3:17] 物品:太阳水	怪物:2A2E64A0牛魔祭司0	地图:H010	X:164	Y:167 
[2024/8/18 4:3:17] 物品:太阳水	怪物:2A2E64A0牛魔祭司0	地图:H010	X:164	Y:167 
[2024/8/18 4:3:19] 物品:狂风戒指	怪物:03989D10牛魔法师8	地图:H010	X:163	Y:168 
[2024/8/18 4:3:29] 物品:魅力戒指	怪物:02D9E230牛魔法师8	地图:H010	X:169	Y:174 
[2024/8/18 4:3:29] 物品:黑檀手镯	怪物:02D9E230牛魔法师8	地图:H010	X:169	Y:174 
[2024/8/18 4:3:33] 物品:骨玉权杖	怪物:2A344450牛魔将军8	地图:H010	X:170	Y:174 
[2024/8/18 4:3:35] 物品:金戒指	怪物:1E95DA20牛魔法师8	地图:H010	X:170	Y:174 
[2024/8/18 4:3:37] 物品:金创药(小量)	怪物:28832FA0僵尸4	地图:H201	X:69	Y:176 
[2024/8/18 4:3:43] 物品:强效太阳水	怪物:27D3A020尸王8	地图:H201	X:123	Y:18 
[2024/8/18 4:3:43] 物品:强效太阳水	怪物:27D3A020尸王8	地图:H201	X:123	Y:18 
[2024/8/18 4:3:43] 物品:强效太阳水	怪物:27D3A020尸王8	地图:H201	X:123	Y:18 
[2024/8/18 4:3:43] 物品:强效太阳水	怪物:27D3A020尸王8	地图:H201	X:123	Y:18 
[2024/8/18 4:3:43] 物品:强效太阳水	怪物:27D3A020尸王8	地图:H201	X:123	Y:18 
[2024/8/18 4:3:43] 物品:强效金创药	怪物:27D3A020尸王8	地图:H201	X:123	Y:18 
[2024/8/18 4:3:43] 物品:强效金创药	怪物:27D3A020尸王8	地图:H201	X:123	Y:18 
[2024/8/18 4:3:43] 物品:强效魔法药	怪物:27D3A020尸王8	地图:H201	X:123	Y:18 
[2024/8/18 4:3:43] 物品:强效魔法药	怪物:27D3A020尸王8	地图:H201	X:123	Y:18 
[2024/8/18 4:3:43] 物品:骷髅戒指	怪物:27D3A020尸王8	地图:H201	X:123	Y:18 
[2024/8/18 4:3:43] 物品:生铁戒指	怪物:27D3A020尸王8	地图:H201	X:123	Y:18 
[2024/8/18 4:3:46] 物品:魔法药(小量)	怪物:295D5520骷髅战士	地图:D002	X:337	Y:114 
[2024/8/18 4:3:47] 物品:强效太阳水	怪物:2453BE50尸王8	地图:H201	X:124	Y:19 
[2024/8/18 4:3:47] 物品:强效太阳水	怪物:2453BE50尸王8	地图:H201	X:124	Y:19 
[2024/8/18 4:3:47] 物品:强效太阳水	怪物:2453BE50尸王8	地图:H201	X:124	Y:19 
[2024/8/18 4:3:47] 物品:强效太阳水	怪物:2453BE50尸王8	地图:H201	X:124	Y:19 
[2024/8/18 4:3:47] 物品:强效太阳水	怪物:2453BE50尸王8	地图:H201	X:124	Y:19 
[2024/8/18 4:3:47] 物品:强效金创药	怪物:2453BE50尸王8	地图:H201	X:124	Y:19 
[2024/8/18 4:3:47] 物品:强效金创药	怪物:2453BE50尸王8	地图:H201	X:124	Y:19 
[2024/8/18 4:3:47] 物品:强效魔法药	怪物:2453BE50尸王8	地图:H201	X:124	Y:19 
[2024/8/18 4:3:47] 物品:强效魔法药	怪物:2453BE50尸王8	地图:H201	X:124	Y:19 
[2024/8/18 4:3:47] 物品:骷髅戒指	怪物:2453BE50尸王8	地图:H201	X:124	Y:19 
[2024/8/18 4:3:47] 物品:黑檀手镯	怪物:2453BE50尸王8	地图:H201	X:124	Y:19 
[2024/8/18 4:3:50] 物品:金创药(小量)	怪物:1F166820僵尸5	地图:H201	X:123	Y:20 
[2024/8/18 4:3:50] 物品:抗拒火环	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:精神力战法	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:火球术	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:治愈术	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:基本剑术	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:八荒	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:海魂	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:凌风	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:灯笼项链	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:铁剑	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:短剑	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:轻型盔甲(男)	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:轻型盔甲(女)	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:中型盔甲(男)	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:青铜斧	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:黑檀项链	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:黄色水晶项链	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:黑色水晶项链	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:青铜头盔	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:金创药(小量)	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:金创药(小量)	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:金创药(小量)	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:金创药(小量)	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:魔法药(小量)	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:魔法药(小量)	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:魔法药(小量)	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:魔法药(小量)	怪物:2B2F1C70僵尸50	地图:H201	X:122	Y:20 
[2024/8/18 4:3:50] 物品:强效太阳水	怪物:2A025350牛魔祭司0	地图:H010	X:164	Y:175 
[2024/8/18 4:3:50] 物品:强效太阳水	怪物:2A025350牛魔祭司0	地图:H010	X:164	Y:175 
[2024/8/18 4:3:50] 物品:太阳水	怪物:2A025350牛魔祭司0	地图:H010	X:164	Y:175 
[2024/8/18 4:3:50] 物品:太阳水	怪物:2A025350牛魔祭司0	地图:H010	X:164	Y:175 
[2024/8/18 4:3:51] 物品:攻杀剑术	怪物:1A1A36E0僵尸40	地图:H201	X:124	Y:20 
[2024/8/18 4:3:51] 物品:大火球	怪物:1A1A36E0僵尸40	地图:H201	X:124	Y:20 
[2024/8/18 4:3:51] 物品:抗拒火环	怪物:1A1A36E0僵尸40	地图:H201	X:124	Y:20 
[2024/8/18 4:3:51] 物品:精神力战法	怪物:1A1A36E0僵尸40	地图:H201	X:124	Y:20 
[2024/8/18 4:3:51] 物品:火球术	怪物:1A1A36E0僵尸40	地图:H201	X:124	Y:20 
[2024/8/18 4:3:51] 物品:治愈术	怪物:1A1A36E0僵尸40	地图:H201	X:124	Y:20 
[2024/8/18 4:3:51] 物品:基本剑术	怪物:1A1A36E0僵尸40	地图:H201	X:124	Y:20 
[2024/8/18 4:3:51] 物品:黄色水晶项链	怪物:1A1A36E0僵尸40	地图:H201	X:124	Y:20 
[2024/8/18 4:3:51] 物品:金创药(小量)	怪物:1A1A36E0僵尸40	地图:H201	X:124	Y:20 
[2024/8/18 4:3:51] 物品:魔法药(小量)	怪物:1A1A36E0僵尸40	地图:H201	X:124	Y:20 
[2024/8/18 4:3:52] 物品:蓝翡翠项链	怪物:2DC7FF70牛魔法师8	地图:H010	X:167	Y:176 
[2024/8/18 4:3:54] 物品:魔法药(小量)	怪物:0DBB97B0僵尸4	地图:H201	X:124	Y:20 
[2024/8/18 4:3:54] 物品:太阳水	怪物:18D5FAB0黑野猪8	地图:H002	X:137	Y:74 
[2024/8/18 4:3:55] 物品:强效太阳水	怪物:2B2A00E0牛魔祭司8	地图:H010	X:165	Y:176 
[2024/8/18 4:3:55] 物品:修罗	怪物:2B2A00E0牛魔祭司8	地图:H010	X:165	Y:176 
[2024/8/18 4:3:56] 物品:施毒术	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:雷电术	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:抗拒火环	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:精神力战法	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:火球术	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:治愈术	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:基本剑术	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:八荒	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:半月	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:蓝色水晶戒指	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:琥珀项链	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:坚固手套	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:魔力手镯	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:灯笼项链	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:铁剑	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:短剑	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:轻型盔甲(男)	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:轻型盔甲(女)	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:青铜斧	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:黑檀项链	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:黄色水晶项链	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:黑色水晶项链	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:青铜头盔	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:金创药(小量)	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:金创药(小量)	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:金创药(小量)	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:金创药(小量)	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:魔法药(小量)	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:魔法药(小量)	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:魔法药(小量)	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:3:56] 物品:魔法药(小量)	怪物:1C65F050僵尸50	地图:H201	X:124	Y:19 
[2024/8/18 4:4:0] 物品:MP强化药水	怪物:2F373530牛魔祭司8	地图:H010	X:167	Y:177 
[2024/8/18 4:4:0] 物品:生命项链	怪物:2F373530牛魔祭司8	地图:H010	X:167	Y:177 
[2024/8/18 4:4:2] 物品:灵魂战衣(男)	怪物:1A1B2AF0牛魔法师8	地图:H010	X:165	Y:178 
[2024/8/18 4:4:2] 物品:金戒指	怪物:1A1B2AF0牛魔法师8	地图:H010	X:165	Y:178 
[2024/8/18 4:4:2] 物品:蓝翡翠项链	怪物:1A1B2AF0牛魔法师8	地图:H010	X:165	Y:178 
[2024/8/18 4:4:7] 物品:太阳水	怪物:30D62E30黑野猪8	地图:H002	X:212	Y:78 
[2024/8/18 4:4:9] 物品:强效太阳水	怪物:1B94EB90尸王8	地图:H201	X:129	Y:24 
[2024/8/18 4:4:9] 物品:强效太阳水	怪物:1B94EB90尸王8	地图:H201	X:129	Y:24 
[2024/8/18 4:4:9] 物品:强效太阳水	怪物:1B94EB90尸王8	地图:H201	X:129	Y:24 
[2024/8/18 4:4:9] 物品:强效太阳水	怪物:1B94EB90尸王8	地图:H201	X:129	Y:24 
[2024/8/18 4:4:9] 物品:强效太阳水	怪物:1B94EB90尸王8	地图:H201	X:129	Y:24 
[2024/8/18 4:4:9] 物品:强效金创药	怪物:1B94EB90尸王8	地图:H201	X:129	Y:24 
[2024/8/18 4:4:9] 物品:强效金创药	怪物:1B94EB90尸王8	地图:H201	X:129	Y:24 
[2024/8/18 4:4:9] 物品:强效魔法药	怪物:1B94EB90尸王8	地图:H201	X:129	Y:24 
[2024/8/18 4:4:9] 物品:强效魔法药	怪物:1B94EB90尸王8	地图:H201	X:129	Y:24 
[2024/8/18 4:4:9] 物品:蛇眼戒指	怪物:1B94EB90尸王8	地图:H201	X:129	Y:24 
[2024/8/18 4:4:9] 物品:黑檀手镯	怪物:1B94EB90尸王8	地图:H201	X:129	Y:24 
[2024/8/18 4:4:13] 物品:魔法药(小量)	怪物:226B1A20僵尸4	地图:H201	X:127	Y:25 
[2024/8/18 4:4:15] 物品:金创药(中量)	怪物:0D5AB4F0骷髅战将	地图:D002	X:330	Y:97 
[2024/8/18 4:4:15] 物品:夏普儿手镯	怪物:282C70B0牛魔将军8	地图:H010	X:165	Y:185 
[2024/8/18 4:4:18] 物品:神圣战甲术	怪物:2DF7F5B0恶灵尸王	地图:H201	X:128	Y:25 
[2024/8/18 4:4:18] 物品:爆裂火焰	怪物:2DF7F5B0恶灵尸王	地图:H201	X:128	Y:25 
[2024/8/18 4:4:18] 物品:集体隐身术	怪物:2DF7F5B0恶灵尸王	地图:H201	X:128	Y:25 
[2024/8/18 4:4:18] 物品:隐身术	怪物:2DF7F5B0恶灵尸王	地图:H201	X:128	Y:25 
[2024/8/18 4:4:18] 物品:雷电术	怪物:2DF7F5B0恶灵尸王	地图:H201	X:128	Y:25 
[2024/8/18 4:4:21] 物品:灵魂火符	怪物:1F213ED0僵尸10	地图:H201	X:129	Y:24 
[2024/8/18 4:4:21] 物品:铁剑	怪物:1F213ED0僵尸10	地图:H201	X:129	Y:24 
[2024/8/18 4:4:21] 物品:黄色水晶项链	怪物:1F213ED0僵尸10	地图:H201	X:129	Y:24 
[2024/8/18 4:4:21] 物品:青铜头盔	怪物:1F213ED0僵尸10	地图:H201	X:129	Y:24 
[2024/8/18 4:4:21] 物品:金创药(中量)	怪物:1F213ED0僵尸10	地图:H201	X:129	Y:24 
[2024/8/18 4:4:21] 物品:灵魂战衣(女)	怪物:297908D0牛魔将军8	地图:H010	X:166	Y:185 
[2024/8/18 4:4:21] 物品:斩马刀	怪物:297908D0牛魔将军8	地图:H010	X:166	Y:185 
[2024/8/18 4:4:22] 物品:魔法长袍(男)	怪物:03977CA0牛魔法师8	地图:H010	X:167	Y:185 
[2024/8/18 4:4:22] 物品:生铁戒指	怪物:03977CA0牛魔法师8	地图:H010	X:167	Y:185 
[2024/8/18 4:4:25] 物品:太阳水	怪物:29E89830恶灵尸王	地图:H201	X:129	Y:25 
[2024/8/18 4:4:25] 物品:疾光电影	怪物:29E89830恶灵尸王	地图:H201	X:129	Y:25 
[2024/8/18 4:4:25] 物品:集体隐身术	怪物:29E89830恶灵尸王	地图:H201	X:129	Y:25 
[2024/8/18 4:4:25] 物品:隐身术	怪物:29E89830恶灵尸王	地图:H201	X:129	Y:25 
[2024/8/18 4:4:25] 物品:雷电术	怪物:29E89830恶灵尸王	地图:H201	X:129	Y:25 
[2024/8/18 4:4:29] 物品:魔法药(小量)	怪物:0D924E70山洞蝙蝠	地图:D002	X:335	Y:80 
[2024/8/18 4:4:29] 物品:魔法长袍(男)	怪物:2F2C3730牛魔侍卫8	地图:H010	X:172	Y:185 
[2024/8/18 4:4:29] 物品:蓝翡翠项链	怪物:2F2C3730牛魔侍卫8	地图:H010	X:172	Y:185 
[2024/8/18 4:4:34] 物品:金创药(中量)	怪物:063E7130骷髅战将	地图:D002	X:339	Y:76 
[2024/8/18 4:4:34] 物品:强效金创药	怪物:15CB98E0牛魔将军8	地图:H010	X:173	Y:185 
[2024/8/18 4:4:34] 物品:躲避手链	怪物:15CB98E0牛魔将军8	地图:H010	X:173	Y:185 
[2024/8/18 4:4:34] 物品:偃月	怪物:15CB98E0牛魔将军8	地图:H010	X:173	Y:185 
[2024/8/18 4:4:34] 物品:珊瑚戒指	怪物:15CB98E0牛魔将军8	地图:H010	X:173	Y:185 
[2024/8/18 4:4:35] 物品:强效太阳水	怪物:309643A0牛魔将军8	地图:H010	X:173	Y:184 
[2024/8/18 4:4:41] 物品:强效太阳水	怪物:1CEEC910牛魔将军8	地图:H010	X:172	Y:186 
[2024/8/18 4:4:41] 物品:强效魔法药	怪物:1CEEC910牛魔将军8	地图:H010	X:172	Y:186 
[2024/8/18 4:4:42] 物品:强效太阳水	怪物:297EC3F0牛魔将军8	地图:H010	X:173	Y:183 
[2024/8/18 4:4:42] 物品:太阳水	怪物:297EC3F0牛魔将军8	地图:H010	X:173	Y:183 
[2024/8/18 4:4:42] 物品:疾风药水	怪物:2CB4A150僵尸1	地图:H201	X:49	Y:154 
[2024/8/18 4:4:43] 物品:金创药(小量)	怪物:226B1A20僵尸4	地图:H201	X:129	Y:27 
[2024/8/18 4:4:43] 物品:魔法药(小量)	怪物:0D9641C0骷髅战士	地图:D002	X:327	Y:74 
[2024/8/18 4:4:46] 物品:强效太阳水	怪物:27518D80牛魔将军0	地图:H010	X:173	Y:182 
[2024/8/18 4:4:46] 物品:强效太阳水	怪物:27518D80牛魔将军0	地图:H010	X:173	Y:182 
[2024/8/18 4:4:46] 物品:太阳水	怪物:27518D80牛魔将军0	地图:H010	X:173	Y:182 
[2024/8/18 4:4:46] 物品:太阳水	怪物:27518D80牛魔将军0	地图:H010	X:173	Y:182 
[2024/8/18 4:4:46] 物品:太阳水	怪物:27518D80牛魔将军0	地图:H010	X:173	Y:182 
[2024/8/18 4:4:46] 物品:幽灵战衣(男)	怪物:27518D80牛魔将军0	地图:H010	X:173	Y:182 
[2024/8/18 4:4:46] 物品:降妖除魔戒指	怪物:27518D80牛魔将军0	地图:H010	X:173	Y:182 
[2024/8/18 4:4:52] 物品:强效太阳水	怪物:2E20A730牛魔祭司0	地图:H010	X:177	Y:184 
[2024/8/18 4:4:52] 物品:强效太阳水	怪物:2E20A730牛魔祭司0	地图:H010	X:177	Y:184 
[2024/8/18 4:4:52] 物品:强效太阳水	怪物:2E20A730牛魔祭司0	地图:H010	X:177	Y:184 
[2024/8/18 4:4:52] 物品:强效太阳水	怪物:2E20A730牛魔祭司0	地图:H010	X:177	Y:184 
[2024/8/18 4:4:52] 物品:太阳水	怪物:2E20A730牛魔祭司0	地图:H010	X:177	Y:184 
[2024/8/18 4:4:52] 物品:太阳水	怪物:2E20A730牛魔祭司0	地图:H010	X:177	Y:184 
[2024/8/18 4:4:52] 物品:思贝儿手镯	怪物:2E20A730牛魔祭司0	地图:H010	X:177	Y:184 
[2024/8/18 4:4:52] 物品:珊瑚戒指	怪物:2E20A730牛魔祭司0	地图:H010	X:177	Y:184 
[2024/8/18 4:4:55] 物品:金创药(小量)	怪物:1D7F38E0僵尸5	地图:H201	X:140	Y:34 
[2024/8/18 4:4:57] 物品:魔法长袍(男)	怪物:17DAADE0牛魔法师8	地图:H010	X:179	Y:184 
[2024/8/18 4:5:0] 物品:小手镯	怪物:2B3EB260掷斧骷髅	地图:D002	X:323	Y:71 
[2024/8/18 4:5:5] 物品:魔法药(中量)	怪物:2457A900恶灵僵尸8	地图:H001	X:85	Y:50 
[2024/8/18 4:5:5] 物品:道士手镯	怪物:1CE2DF80牛魔侍卫8	地图:H010	X:183	Y:187 
[2024/8/18 4:5:8] 物品:强效太阳水	怪物:061F2B90尸王8	地图:H201	X:140	Y:33 
[2024/8/18 4:5:8] 物品:强效太阳水	怪物:061F2B90尸王8	地图:H201	X:140	Y:33 
[2024/8/18 4:5:8] 物品:强效太阳水	怪物:061F2B90尸王8	地图:H201	X:140	Y:33 
[2024/8/18 4:5:8] 物品:强效太阳水	怪物:061F2B90尸王8	地图:H201	X:140	Y:33 
[2024/8/18 4:5:8] 物品:强效太阳水	怪物:061F2B90尸王8	地图:H201	X:140	Y:33 
[2024/8/18 4:5:8] 物品:强效金创药	怪物:061F2B90尸王8	地图:H201	X:140	Y:33 
[2024/8/18 4:5:8] 物品:强效金创药	怪物:061F2B90尸王8	地图:H201	X:140	Y:33 
[2024/8/18 4:5:8] 物品:强效魔法药	怪物:061F2B90尸王8	地图:H201	X:140	Y:33 
[2024/8/18 4:5:8] 物品:强效魔法药	怪物:061F2B90尸王8	地图:H201	X:140	Y:33 
[2024/8/18 4:5:8] 物品:蛇眼戒指	怪物:061F2B90尸王8	地图:H201	X:140	Y:33 
[2024/8/18 4:5:8] 物品:生铁戒指	怪物:061F2B90尸王8	地图:H201	X:140	Y:33 
