[2024/8/19 20:0:0] 物品:金创药(小量)	怪物:28BC2210僵尸5	地图:H201	X:109	Y:137 
[2024/8/19 20:3:58] 物品:强效魔法药	怪物:03B89430尸王8	地图:H201	X:38	Y:130 
[2024/8/19 20:3:58] 物品:黑色水晶戒指	怪物:03B89430尸王8	地图:H201	X:38	Y:130 
[2024/8/19 20:3:58] 物品:蓝翡翠项链	怪物:03B89430尸王8	地图:H201	X:38	Y:130 
[2024/8/19 20:3:58] 物品:魔力手镯	怪物:03B89430尸王8	地图:H201	X:38	Y:130 
[2024/8/19 20:3:58] 物品:魔法盾	怪物:03B89430尸王8	地图:H201	X:38	Y:130 
[2024/8/19 20:3:59] 物品:魔法药(小量)	怪物:28E763E0稻草人	地图:0	X:248	Y:620 
[2024/8/19 20:4:16] 物品:魔法药(小量)	怪物:17BF2500僵尸5	地图:H201	X:45	Y:114 
[2024/8/19 20:4:23] 物品:凤凰明珠	怪物:1930B570沃玛战将0	地图:D024	X:42	Y:76 
[2024/8/19 20:4:26] 物品:金创药(小量)	怪物:2931A020暗黑战士	地图:D024	X:38	Y:75 
[2024/8/19 20:4:26] 物品:强效太阳水	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:强效太阳水	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:强效太阳水	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:强效太阳水	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:强效太阳水	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:强效金创药	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:强效金创药	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:强效魔法药	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:强效魔法药	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:骷髅戒指	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:珍珠戒指	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:道德戒指	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:26] 物品:黑檀手镯	怪物:2DE9D9A0尸王8	地图:H201	X:48	Y:108 
[2024/8/19 20:4:27] 物品:生铁戒指	怪物:1C265FE0黑野猪8	地图:H002	X:294	Y:39 
[2024/8/19 20:4:30] 物品:魔法药(中量)	怪物:05344720沃玛战将	地图:D024	X:44	Y:76 
[2024/8/19 20:4:36] 物品:强效太阳水	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:36] 物品:强效太阳水	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:36] 物品:强效太阳水	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:36] 物品:强效太阳水	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:36] 物品:强效太阳水	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:36] 物品:强效金创药	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:36] 物品:强效金创药	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:36] 物品:强效魔法药	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:36] 物品:强效魔法药	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:36] 物品:珍珠戒指	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:36] 物品:黑檀手镯	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:36] 物品:魔力手镯	怪物:038A3800尸王8	地图:H201	X:55	Y:104 
[2024/8/19 20:4:47] 物品:强效太阳水	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:强效太阳水	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:强效太阳水	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:强效太阳水	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:强效太阳水	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:强效金创药	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:强效金创药	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:强效魔法药	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:强效魔法药	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:蛇眼戒指	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:蓝翡翠项链	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:黑檀手镯	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:魔力手镯	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:47] 物品:魔法盾	怪物:30F557D0尸王8	地图:H201	X:57	Y:97 
[2024/8/19 20:4:50] 物品:太阳水	怪物:2D93C950黑野猪8	地图:H002	X:309	Y:35 
[2024/8/19 20:4:50] 物品:魔法药(小量)	怪物:07BCF6E0僵尸5	地图:H201	X:96	Y:77 
[2024/8/19 20:4:54] 物品:金创药(小量)	怪物:2B375B00僵尸5	地图:H201	X:97	Y:74 
[2024/8/19 20:4:55] 物品:太阳水	怪物:19D62E00火焰沃玛0	地图:D024	X:45	Y:78 
[2024/8/19 20:4:55] 物品:太阳水	怪物:19D62E00火焰沃玛0	地图:D024	X:45	Y:78 
[2024/8/19 20:4:55] 物品:魔法药(中量)	怪物:19D62E00火焰沃玛0	地图:D024	X:45	Y:78 
[2024/8/19 20:4:58] 物品:强效太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:强效太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:强效太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:强效太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:强效太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:太阳水	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:金创药(中量)	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:金创药(中量)	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:强效金创药	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:强效金创药	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:强效金创药	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:魔法药(中量)	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:魔法药(中量)	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:强效魔法药	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:强效魔法药	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:强效魔法药	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:心灵手镯	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:灵魂战衣(男)	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:爆裂火焰	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:4:58] 物品:灵魂火符	怪物:1A3FD8D0沃玛卫士	地图:D024	X:43	Y:80 
[2024/8/19 20:5:1] 物品:凤凰明珠	怪物:181C64C0沃玛勇士	地图:D024	X:43	Y:77 
[2024/8/19 20:5:4] 物品:金创药(小量)	怪物:1B566820僵尸5	地图:H201	X:50	Y:94 
[2024/8/19 20:5:7] 物品:金创药(小量)	怪物:1F2686C0暗黑战士	地图:D024	X:37	Y:82 
[2024/8/19 20:5:7] 物品:琥珀项链	怪物:1F2686C0暗黑战士	地图:D024	X:37	Y:82 
[2024/8/19 20:5:8] 物品:金创药(小量)	怪物:0D83D120僵尸4	地图:H201	X:106	Y:72 
[2024/8/19 20:5:10] 物品:金创药(小量)	怪物:27D082E0僵尸5	地图:H201	X:49	Y:91 
[2024/8/19 20:5:12] 物品:强效太阳水	怪物:24AC2D80尸王8	地图:H201	X:50	Y:91 
[2024/8/19 20:5:12] 物品:强效太阳水	怪物:24AC2D80尸王8	地图:H201	X:50	Y:91 
[2024/8/19 20:5:12] 物品:强效太阳水	怪物:24AC2D80尸王8	地图:H201	X:50	Y:91 
[2024/8/19 20:5:12] 物品:强效太阳水	怪物:24AC2D80尸王8	地图:H201	X:50	Y:91 
[2024/8/19 20:5:12] 物品:强效太阳水	怪物:24AC2D80尸王8	地图:H201	X:50	Y:91 
[2024/8/19 20:5:12] 物品:强效金创药	怪物:24AC2D80尸王8	地图:H201	X:50	Y:91 
[2024/8/19 20:5:12] 物品:强效金创药	怪物:24AC2D80尸王8	地图:H201	X:50	Y:91 
[2024/8/19 20:5:12] 物品:强效魔法药	怪物:24AC2D80尸王8	地图:H201	X:50	Y:91 
[2024/8/19 20:5:12] 物品:强效魔法药	怪物:24AC2D80尸王8	地图:H201	X:50	Y:91 
[2024/8/19 20:5:12] 物品:黑檀手镯	怪物:24AC2D80尸王8	地图:H201	X:50	Y:91 
[2024/8/19 20:5:15] 物品:施毒术	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:召唤骷髅	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:瞬息移动	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:抗拒火环	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:精神力战法	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:火球术	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:治愈术	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:基本剑术	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:八荒	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:凌风	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:魔鬼项链	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:琥珀项链	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:魔力手镯	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:铁剑	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:短剑	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:轻型盔甲(男)	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:轻型盔甲(女)	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:中型盔甲(男)	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:青铜斧	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:黑檀项链	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:黄色水晶项链	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:黑色水晶项链	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:青铜头盔	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:金创药(小量)	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:金创药(小量)	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:金创药(小量)	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:金创药(小量)	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:魔法药(小量)	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:魔法药(小量)	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:魔法药(小量)	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:魔法药(小量)	怪物:1879BD60僵尸50	地图:H201	X:109	Y:74 
[2024/8/19 20:5:15] 物品:强效太阳水	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:15] 物品:强效太阳水	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:15] 物品:强效太阳水	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:15] 物品:强效太阳水	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:15] 物品:强效太阳水	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:15] 物品:强效金创药	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:15] 物品:强效金创药	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:15] 物品:强效魔法药	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:15] 物品:强效魔法药	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:15] 物品:蛇眼戒指	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:15] 物品:道德戒指	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:15] 物品:魔力手镯	怪物:284C39F0尸王8	地图:H201	X:48	Y:91 
[2024/8/19 20:5:16] 物品:金创药(小量)	怪物:27D082E0僵尸5	地图:H201	X:49	Y:91 
[2024/8/19 20:5:19] 物品:火墙	怪物:28582940恶灵尸王	地图:H201	X:48	Y:92 
[2024/8/19 20:5:19] 物品:幽灵盾	怪物:28582940恶灵尸王	地图:H201	X:48	Y:92 
[2024/8/19 20:5:19] 物品:攻杀剑术	怪物:28582940恶灵尸王	地图:H201	X:48	Y:92 
[2024/8/19 20:5:19] 物品:召唤骷髅	怪物:28582940恶灵尸王	地图:H201	X:48	Y:92 
[2024/8/19 20:5:23] 物品:金创药(小量)	怪物:0571C8D0僵尸5	地图:H201	X:111	Y:83 
[2024/8/19 20:5:27] 物品:魔法药(小量)	怪物:1BF78890僵尸5	地图:H201	X:45	Y:87 
[2024/8/19 20:5:29] 物品:金创药(小量)	怪物:2897FFD0僵尸5	地图:H201	X:109	Y:77 
[2024/8/19 20:5:29] 物品:雷电术	怪物:2897FFD0僵尸5	地图:H201	X:109	Y:77 
[2024/8/19 20:5:32] 物品:强效太阳水	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:强效太阳水	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:强效太阳水	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:强效太阳水	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:强效太阳水	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:强效金创药	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:强效金创药	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:强效魔法药	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:强效魔法药	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:蛇眼戒指	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:珍珠戒指	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:生铁戒指	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:32] 物品:凝霜	怪物:1C019350尸王8	地图:H201	X:41	Y:88 
[2024/8/19 20:5:34] 物品:强效太阳水	怪物:1B8E86C0恶灵尸王	地图:H201	X:43	Y:85 
[2024/8/19 20:5:34] 物品:魔法药(中量)	怪物:1B8E86C0恶灵尸王	地图:H201	X:43	Y:85 
[2024/8/19 20:5:34] 物品:刺杀剑术	怪物:1B8E86C0恶灵尸王	地图:H201	X:43	Y:85 
[2024/8/19 20:5:34] 物品:隐身术	怪物:1B8E86C0恶灵尸王	地图:H201	X:43	Y:85 
[2024/8/19 20:5:36] 物品:强效太阳水	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:36] 物品:强效太阳水	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:36] 物品:强效太阳水	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:36] 物品:强效太阳水	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:36] 物品:强效太阳水	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:36] 物品:强效金创药	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:36] 物品:强效金创药	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:36] 物品:强效魔法药	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:36] 物品:强效魔法药	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:36] 物品:骷髅戒指	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:36] 物品:死神手套	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:36] 物品:魔力手镯	怪物:280843B0尸王8	地图:H201	X:41	Y:89 
[2024/8/19 20:5:42] 物品:雷电术	怪物:2A9EBDC0僵尸1	地图:H201	X:37	Y:92 
[2024/8/19 20:5:43] 物品:金创药(小量)	怪物:1EFE8280僵尸4	地图:H201	X:37	Y:91 
[2024/8/19 20:5:48] 物品:强效太阳水	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:强效太阳水	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:强效太阳水	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:强效太阳水	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:强效太阳水	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:强效金创药	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:强效金创药	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:强效魔法药	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:强效魔法药	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:黑色水晶戒指	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:珍珠戒指	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:生铁戒指	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:黑檀手镯	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:魔力手镯	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:48] 物品:地狱雷光	怪物:18925040尸王8	地图:H201	X:36	Y:91 
[2024/8/19 20:5:49] 物品:抗拒火环	怪物:2A771A20僵尸4	地图:H201	X:101	Y:58 
[2024/8/19 20:5:58] 物品:金创药(小量)	怪物:17DA3EF0僵尸4	地图:H201	X:96	Y:42 
[2024/8/19 20:6:0] 物品:金创药(小量)	怪物:056B4A40僵尸4	地图:H201	X:27	Y:98 
[2024/8/19 20:6:0] 物品:魔法药(小量)	怪物:056B4A40僵尸4	地图:H201	X:27	Y:98 
[2024/8/19 20:6:1] 物品:魔法长袍(男)	怪物:1868E560红野猪8	地图:H002	X:231	Y:297 
[2024/8/19 20:6:5] 物品:魔法药(小量)	怪物:1C4A4A50僵尸4	地图:H201	X:28	Y:99 
[2024/8/19 20:6:5] 物品:强效太阳水	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:强效太阳水	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:强效太阳水	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:强效太阳水	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:强效太阳水	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:强效金创药	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:强效金创药	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:强效魔法药	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:强效魔法药	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:黑色水晶戒指	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:蓝翡翠项链	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:魔法盾	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:5] 物品:烈火剑法	怪物:2B2A2D40尸王8	地图:H201	X:100	Y:43 
[2024/8/19 20:6:13] 物品:强效太阳水	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:强效太阳水	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:强效太阳水	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:强效太阳水	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:强效太阳水	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:强效金创药	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:强效金创药	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:强效魔法药	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:强效魔法药	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:骷髅戒指	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:凝霜	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:魅力戒指	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:13] 物品:黑檀手镯	怪物:2930AC10尸王8	地图:H201	X:99	Y:44 
[2024/8/19 20:6:16] 物品:金创药(小量)	怪物:18121B00僵尸4	地图:H201	X:99	Y:42 
[2024/8/19 20:6:21] 物品:强效太阳水	怪物:17DD4780尸王8	地图:H201	X:25	Y:107 
[2024/8/19 20:6:21] 物品:强效太阳水	怪物:17DD4780尸王8	地图:H201	X:25	Y:107 
[2024/8/19 20:6:21] 物品:强效太阳水	怪物:17DD4780尸王8	地图:H201	X:25	Y:107 
[2024/8/19 20:6:21] 物品:强效太阳水	怪物:17DD4780尸王8	地图:H201	X:25	Y:107 
[2024/8/19 20:6:21] 物品:强效太阳水	怪物:17DD4780尸王8	地图:H201	X:25	Y:107 
[2024/8/19 20:6:21] 物品:强效金创药	怪物:17DD4780尸王8	地图:H201	X:25	Y:107 
[2024/8/19 20:6:21] 物品:强效金创药	怪物:17DD4780尸王8	地图:H201	X:25	Y:107 
[2024/8/19 20:6:21] 物品:强效魔法药	怪物:17DD4780尸王8	地图:H201	X:25	Y:107 
[2024/8/19 20:6:21] 物品:强效魔法药	怪物:17DD4780尸王8	地图:H201	X:25	Y:107 
[2024/8/19 20:6:21] 物品:珍珠戒指	怪物:17DD4780尸王8	地图:H201	X:25	Y:107 
[2024/8/19 20:6:21] 物品:生铁戒指	怪物:17DD4780尸王8	地图:H201	X:25	Y:107 
[2024/8/19 20:6:24] 物品:强效太阳水	怪物:2A44E040沃玛教主	地图:D024	X:48	Y:74 
[2024/8/19 20:6:24] 物品:强效太阳水	怪物:2A44E040沃玛教主	地图:D024	X:48	Y:74 
[2024/8/19 20:6:24] 物品:强效太阳水	怪物:2A44E040沃玛教主	地图:D024	X:48	Y:74 
[2024/8/19 20:6:24] 物品:强效太阳水	怪物:2A44E040沃玛教主	地图:D024	X:48	Y:74 
