[2024/8/18 11:0:0] 物品:魔法药(小量)	怪物:223423C0僵尸4	地图:H201	X:82	Y:59 
[2024/8/18 11:3:1] 物品:强效金创药	怪物:1D732B90尸王8	地图:H201	X:97	Y:85 
[2024/8/18 11:3:1] 物品:强效金创药	怪物:1D732B90尸王8	地图:H201	X:97	Y:85 
[2024/8/18 11:3:1] 物品:强效魔法药	怪物:1D732B90尸王8	地图:H201	X:97	Y:85 
[2024/8/18 11:3:1] 物品:强效魔法药	怪物:1D732B90尸王8	地图:H201	X:97	Y:85 
[2024/8/18 11:3:1] 物品:蛇眼戒指	怪物:1D732B90尸王8	地图:H201	X:97	Y:85 
[2024/8/18 11:3:1] 物品:生铁戒指	怪物:1D732B90尸王8	地图:H201	X:97	Y:85 
[2024/8/18 11:3:1] 物品:魔力手镯	怪物:1D732B90尸王8	地图:H201	X:97	Y:85 
[2024/8/18 11:3:1] 物品:召唤神兽	怪物:1D732B90尸王8	地图:H201	X:97	Y:85 
[2024/8/18 11:3:2] 物品:抗拒火环	怪物:1A442CB0僵尸40	地图:H201	X:99	Y:85 
[2024/8/18 11:3:2] 物品:精神力战法	怪物:1A442CB0僵尸40	地图:H201	X:99	Y:85 
[2024/8/18 11:3:2] 物品:火球术	怪物:1A442CB0僵尸40	地图:H201	X:99	Y:85 
[2024/8/18 11:3:2] 物品:治愈术	怪物:1A442CB0僵尸40	地图:H201	X:99	Y:85 
[2024/8/18 11:3:2] 物品:基本剑术	怪物:1A442CB0僵尸40	地图:H201	X:99	Y:85 
[2024/8/18 11:3:2] 物品:半月	怪物:1A442CB0僵尸40	地图:H201	X:99	Y:85 
[2024/8/18 11:3:2] 物品:中型盔甲(女)	怪物:1A442CB0僵尸40	地图:H201	X:99	Y:85 
[2024/8/18 11:3:2] 物品:金创药(小量)	怪物:1A442CB0僵尸40	地图:H201	X:99	Y:85 
[2024/8/18 11:3:5] 物品:疾光电影	怪物:0DBFC370僵尸1	地图:H201	X:99	Y:86 
[2024/8/18 11:3:6] 物品:强效金创药	怪物:2A09FF30牛魔将军8	地图:H010	X:250	Y:44 
[2024/8/18 11:3:6] 物品:道士头盔	怪物:2DF74430魔龙射手	地图:66	X:191	Y:141 
[2024/8/18 11:3:6] 物品:基本剑术	怪物:2DE39CF0僵尸1	地图:H201	X:98	Y:86 
[2024/8/18 11:3:8] 物品:金创药(小量)	怪物:2E027010僵尸4	地图:H201	X:97	Y:85 
[2024/8/18 11:3:8] 物品:魔法药(小量)	怪物:2E027010僵尸4	地图:H201	X:97	Y:85 
[2024/8/18 11:3:8] 物品:魔法力药水	怪物:2E027010僵尸4	地图:H201	X:97	Y:85 
[2024/8/18 11:3:10] 物品:施毒术	怪物:30E99280僵尸4	地图:H201	X:98	Y:86 
[2024/8/18 11:3:15] 物品:强效金创药	怪物:2F1FC940牛魔将军8	地图:H010	X:256	Y:46 
[2024/8/18 11:3:15] 物品:道士手镯	怪物:2F1FC940牛魔将军8	地图:H010	X:256	Y:46 
[2024/8/18 11:3:18] 物品:太阳水	怪物:2DEE59E0黑色恶蛆8	地图:H004	X:90	Y:88 
[2024/8/18 11:3:19] 物品:太阳水	怪物:2EC789F0黑色恶蛆8	地图:H001	X:71	Y:109 
[2024/8/18 11:3:22] 物品:施毒术	怪物:2EC09930恶灵尸王	地图:H201	X:93	Y:91 
[2024/8/18 11:3:22] 物品:诱惑之光	怪物:2EC09930恶灵尸王	地图:H201	X:93	Y:91 
[2024/8/18 11:3:22] 物品:地狱火	怪物:2EC09930恶灵尸王	地图:H201	X:93	Y:91 
[2024/8/18 11:3:22] 物品:瞬息移动	怪物:2EC09930恶灵尸王	地图:H201	X:93	Y:91 
[2024/8/18 11:3:24] 物品:龙纹剑	怪物:2B76AA60魔龙射手	地图:6	X:140	Y:190 
[2024/8/18 11:3:29] 物品:金创药(小量)	怪物:28BB9CF0僵尸3	地图:D401	X:39	Y:92 
[2024/8/18 11:3:34] 物品:魔法长袍(男)	怪物:2F2AD430牛魔法师8	地图:H010	X:267	Y:50 
[2024/8/18 11:3:37] 物品:强效金创药	怪物:03A34320魔龙战将	地图:66	X:193	Y:141 
[2024/8/18 11:3:41] 物品:金戒指	怪物:2771C950蜈蚣8	地图:H001	X:36	Y:105 
[2024/8/18 11:3:42] 物品:破魂	怪物:2A2E64A0牛魔将军8	地图:H010	X:267	Y:51 
[2024/8/18 11:3:50] 物品:金创药(小量)	怪物:0DA5F5B0僵尸3	地图:D401	X:43	Y:102 
[2024/8/18 11:3:50] 物品:太阳水	怪物:27F6C720黑野猪8	地图:H102	X:40	Y:215 
[2024/8/18 11:3:51] 物品:强效太阳水	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:51] 物品:强效太阳水	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:51] 物品:强效太阳水	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:51] 物品:强效太阳水	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:51] 物品:强效太阳水	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:51] 物品:强效金创药	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:51] 物品:强效金创药	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:51] 物品:强效魔法药	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:51] 物品:强效魔法药	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:51] 物品:魅力戒指	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:51] 物品:魔力手镯	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:51] 物品:魔法盾	怪物:2DEE8640尸王8	地图:H201	X:85	Y:84 
[2024/8/18 11:3:54] 物品:魔法长袍(女)	怪物:0DC85500牛魔将军8	地图:H010	X:265	Y:50 
[2024/8/18 11:3:54] 物品:灵魂战衣(女)	怪物:0DC85500牛魔将军8	地图:H010	X:265	Y:50 
[2024/8/18 11:3:55] 物品:金创药(小量)	怪物:30A682B0僵尸4	地图:H201	X:90	Y:84 
[2024/8/18 11:3:55] 物品:精神力战法	怪物:30A682B0僵尸4	地图:H201	X:90	Y:84 
[2024/8/18 11:4:0] 物品:强效太阳水	怪物:29651F00牛魔将军0	地图:H010	X:267	Y:51 
[2024/8/18 11:4:0] 物品:强效太阳水	怪物:29651F00牛魔将军0	地图:H010	X:267	Y:51 
[2024/8/18 11:4:0] 物品:骷髅头盔	怪物:29651F00牛魔将军0	地图:H010	X:267	Y:51 
[2024/8/18 11:4:0] 物品:放大镜	怪物:29651F00牛魔将军0	地图:H010	X:267	Y:51 
[2024/8/18 11:4:1] 物品:强效金创药	怪物:1C9BC640魔龙射手	地图:66	X:182	Y:147 
[2024/8/18 11:4:2] 物品:金创药(小量)	怪物:1C99C970僵尸3	地图:D401	X:36	Y:102 
[2024/8/18 11:4:3] 物品:强效太阳水	怪物:29DDDF80牛魔祭司0	地图:H010	X:267	Y:50 
[2024/8/18 11:4:3] 物品:强效太阳水	怪物:29DDDF80牛魔祭司0	地图:H010	X:267	Y:50 
[2024/8/18 11:4:3] 物品:太阳水	怪物:29DDDF80牛魔祭司0	地图:H010	X:267	Y:50 
[2024/8/18 11:4:3] 物品:太阳水	怪物:29DDDF80牛魔祭司0	地图:H010	X:267	Y:50 
[2024/8/18 11:4:3] 物品:破魂	怪物:29DDDF80牛魔祭司0	地图:H010	X:267	Y:50 
[2024/8/18 11:4:8] 物品:魔法药(小量)	怪物:18787090僵尸3	地图:D401	X:43	Y:113 
[2024/8/18 11:4:9] 物品:治愈术	怪物:2A009790僵尸5	地图:H201	X:92	Y:72 
[2024/8/18 11:4:13] 物品:降妖除魔戒指	怪物:2DB85350魔龙刺蛙	地图:66	X:179	Y:151 
[2024/8/18 11:4:16] 物品:金创药(小量)	怪物:30C9DDF0僵尸3	地图:D401	X:43	Y:103 
[2024/8/18 11:4:19] 物品:强效太阳水	怪物:2A6DFFD0牛魔祭司0	地图:H010	X:267	Y:56 
[2024/8/18 11:4:19] 物品:强效太阳水	怪物:2A6DFFD0牛魔祭司0	地图:H010	X:267	Y:56 
[2024/8/18 11:4:19] 物品:太阳水	怪物:2A6DFFD0牛魔祭司0	地图:H010	X:267	Y:56 
[2024/8/18 11:4:19] 物品:太阳水	怪物:2A6DFFD0牛魔祭司0	地图:H010	X:267	Y:56 
[2024/8/18 11:4:19] 物品:太阳水	怪物:2A6DFFD0牛魔祭司0	地图:H010	X:267	Y:56 
[2024/8/18 11:4:19] 物品:紫碧螺	怪物:2A6DFFD0牛魔祭司0	地图:H010	X:267	Y:56 
[2024/8/18 11:4:23] 物品:强效太阳水	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:强效太阳水	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:强效太阳水	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:强效太阳水	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:强效太阳水	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:强效金创药	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:强效金创药	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:强效魔法药	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:强效魔法药	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:黑色水晶戒指	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:珍珠戒指	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:黑檀手镯	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:魔力手镯	怪物:1CA21CB0尸王8	地图:H201	X:97	Y:51 
[2024/8/18 11:4:23] 物品:强效太阳水	怪物:27BBF3C0魔龙射手	地图:66	X:178	Y:152 
[2024/8/18 11:4:25] 物品:精神力战法	怪物:1C10A4C0僵尸2	地图:D401	X:47	Y:88 
[2024/8/18 11:4:27] 物品:生铁戒指	怪物:1A1B99E0牛魔侍卫8	地图:H010	X:274	Y:57 
[2024/8/18 11:4:28] 物品:召唤骷髅	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:抗拒火环	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:精神力战法	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:火球术	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:治愈术	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:基本剑术	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:半月	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:海魂	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:凌风	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:蓝色水晶戒指	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:灯笼项链	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:铁剑	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:短剑	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:轻型盔甲(男)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:轻型盔甲(女)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:中型盔甲(男)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:青铜斧	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:黑檀项链	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:黄色水晶项链	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:黑色水晶项链	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:青铜头盔	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:金创药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:金创药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:金创药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:金创药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:魔法药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:魔法药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:魔法药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:28] 物品:魔法药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:32] 物品:强效太阳水	怪物:063251F0牛魔祭司0	地图:H010	X:274	Y:58 
[2024/8/18 11:4:32] 物品:太阳水	怪物:063251F0牛魔祭司0	地图:H010	X:274	Y:58 
[2024/8/18 11:4:32] 物品:红宝石戒指	怪物:063251F0牛魔祭司0	地图:H010	X:274	Y:58 
[2024/8/18 11:4:32] 物品:恶魔长袍(男)	怪物:063251F0牛魔祭司0	地图:H010	X:274	Y:58 
[2024/8/18 11:4:32] 物品:重盔甲(女)	怪物:063251F0牛魔祭司0	地图:H010	X:274	Y:58 
[2024/8/18 11:4:32] 物品:修罗	怪物:063251F0牛魔祭司0	地图:H010	X:274	Y:58 
[2024/8/18 11:4:34] 物品:强效太阳水	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:强效太阳水	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:强效太阳水	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:强效太阳水	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:强效太阳水	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:强效金创药	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:强效金创药	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:强效魔法药	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:强效魔法药	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:珍珠戒指	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:魅力戒指	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:黑檀手镯	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:34] 物品:魔力手镯	怪物:29837090尸王8	地图:H201	X:99	Y:45 
[2024/8/18 11:4:35] 物品:黑檀手镯	怪物:2EC8C090牛魔法师8	地图:H010	X:273	Y:58 
[2024/8/18 11:4:37] 物品:幽灵战衣(男)	怪物:29658DF0牛魔法师8	地图:H010	X:274	Y:57 
[2024/8/18 11:4:38] 物品:强效魔法药	怪物:1B815080魔龙射手	地图:66	X:188	Y:156 
[2024/8/18 11:4:40] 物品:神圣战甲术	怪物:29ECDA20恶灵尸王	地图:H201	X:100	Y:44 
[2024/8/18 11:4:40] 物品:爆裂火焰	怪物:29ECDA20恶灵尸王	地图:H201	X:100	Y:44 
[2024/8/18 11:4:40] 物品:施毒术	怪物:29ECDA20恶灵尸王	地图:H201	X:100	Y:44 
[2024/8/18 11:4:40] 物品:雷电术	怪物:29ECDA20恶灵尸王	地图:H201	X:100	Y:44 
[2024/8/18 11:4:40] 物品:诱惑之光	怪物:29ECDA20恶灵尸王	地图:H201	X:100	Y:44 
[2024/8/18 11:4:40] 物品:瞬息移动	怪物:29ECDA20恶灵尸王	地图:H201	X:100	Y:44 
[2024/8/18 11:4:41] 物品:灵魂火符	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:雷电术	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:抗拒火环	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:精神力战法	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:火球术	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:治愈术	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:基本剑术	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:八荒	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:凌风	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:蓝色水晶戒指	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:魔鬼项链	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:琥珀项链	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:坚固手套	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:灯笼项链	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:铁剑	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:短剑	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:轻型盔甲(男)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:轻型盔甲(女)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:中型盔甲(女)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:青铜斧	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:黑檀项链	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:黄色水晶项链	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:黑色水晶项链	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:青铜头盔	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:金创药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:金创药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:金创药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:金创药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:魔法药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:魔法药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:魔法药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:魔法药(小量)	怪物:1B569480僵尸50	地图:H201	X:101	Y:44 
[2024/8/18 11:4:41] 物品:太阳水	怪物:1C7A32E0黑色恶蛆8	地图:H004	X:110	Y:85 
[2024/8/18 11:4:46] 物品:金创药(小量)	怪物:296BB800僵尸3	地图:D401	X:40	Y:123 
[2024/8/18 11:4:46] 物品:召唤骷髅	怪物:296BB800僵尸3	地图:D401	X:40	Y:123 
[2024/8/18 11:4:51] 物品:道士手镯	怪物:058174F0牛魔祭司8	地图:H010	X:277	Y:65 
[2024/8/18 11:4:54] 物品:瞬息移动	怪物:19F0A900僵尸2	地图:D401	X:37	Y:137 
[2024/8/18 11:4:58] 物品:强效太阳水	怪物:18AD2D40尸王8	地图:H201	X:93	Y:35 
[2024/8/18 11:4:58] 物品:强效太阳水	怪物:18AD2D40尸王8	地图:H201	X:93	Y:35 
[2024/8/18 11:4:58] 物品:强效太阳水	怪物:18AD2D40尸王8	地图:H201	X:93	Y:35 
[2024/8/18 11:4:58] 物品:强效太阳水	怪物:18AD2D40尸王8	地图:H201	X:93	Y:35 
[2024/8/18 11:4:58] 物品:强效太阳水	怪物:18AD2D40尸王8	地图:H201	X:93	Y:35 
[2024/8/18 11:4:58] 物品:强效金创药	怪物:18AD2D40尸王8	地图:H201	X:93	Y:35 
[2024/8/18 11:4:58] 物品:强效金创药	怪物:18AD2D40尸王8	地图:H201	X:93	Y:35 
[2024/8/18 11:4:58] 物品:强效魔法药	怪物:18AD2D40尸王8	地图:H201	X:93	Y:35 
[2024/8/18 11:4:58] 物品:强效魔法药	怪物:18AD2D40尸王8	地图:H201	X:93	Y:35 
[2024/8/18 11:4:58] 物品:凝霜	怪物:18AD2D40尸王8	地图:H201	X:93	Y:35 
[2024/8/18 11:4:58] 物品:道德戒指	怪物:18AD2D40尸王8	地图:H201	X:93	Y:35 
[2024/8/18 11:5:1] 物品:重盔甲(女)	怪物:2BCC19A0牛魔法师8	地图:H010	X:283	Y:56 
[2024/8/18 11:5:1] 物品:灵魂战衣(男)	怪物:2BCC19A0牛魔法师8	地图:H010	X:283	Y:56 
[2024/8/18 11:5:1] 物品:金手镯	怪物:2BCC19A0牛魔法师8	地图:H010	X:283	Y:56 
[2024/8/18 11:5:2] 物品:金创药(小量)	怪物:227C55A0僵尸3	地图:D401	X:36	Y:151 
[2024/8/18 11:5:6] 物品:蓝翡翠项链	怪物:27E73130牛魔法师8	地图:H010	X:280	Y:54 
[2024/8/18 11:5:6] 物品:道士手镯	怪物:27E73130牛魔法师8	地图:H010	X:280	Y:54 
[2024/8/18 11:5:11] 物品:强效金创药	怪物:2E2064A0魔龙射手2	地图:66	X:193	Y:162 
[2024/8/18 11:5:11] 物品:强效金创药	怪物:2E2064A0魔龙射手2	地图:66	X:193	Y:162 
[2024/8/18 11:5:11] 物品:强效魔法药	怪物:2E2064A0魔龙射手2	地图:66	X:193	Y:162 
[2024/8/18 11:5:11] 物品:布鞋	怪物:2E2064A0魔龙射手2	地图:66	X:193	Y:162 
[2024/8/18 11:5:11] 物品:黑檀手镯	怪物:2E2064A0魔龙射手2	地图:66	X:193	Y:162 
[2024/8/18 11:5:12] 物品:偃月	怪物:189E9EA0牛魔侍卫8	地图:H010	X:281	Y:54 
[2024/8/18 11:5:16] 物品:强效太阳水	怪物:19B462D0牛魔将军8	地图:H010	X:282	Y:54 
[2024/8/18 11:5:17] 物品:强效金创药	怪物:2DCCC240魔龙破甲兵	地图:66	X:194	Y:164 
[2024/8/18 11:5:18] 物品:神圣战甲术	怪物:1C8E8BA0恶灵尸王	地图:H201	X:99	Y:36 
[2024/8/18 11:5:20] 物品:紫宝石矿	怪物:1F3A86C0骷髅精灵8	地图:H001	X:117	Y:111 
[2024/8/18 11:5:26] 物品:金创药(小量)	怪物:2B805490僵尸3	地图:D401	X:35	Y:161 
[2024/8/18 11:5:26] 物品:魔法药(小量)	怪物:2B805490僵尸3	地图:D401	X:35	Y:161 
[2024/8/18 11:5:29] 物品:强效金创药	怪物:2DDB0720魔龙射手	地图:66	X:192	Y:166 
[2024/8/18 11:5:33] 物品:强效太阳水	怪物:30159F50尸王8	地图:H201	X:90	Y:26 
[2024/8/18 11:5:33] 物品:强效太阳水	怪物:30159F50尸王8	地图:H201	X:90	Y:26 
[2024/8/18 11:5:33] 物品:强效太阳水	怪物:30159F50尸王8	地图:H201	X:90	Y:26 
[2024/8/18 11:5:33] 物品:强效太阳水	怪物:30159F50尸王8	地图:H201	X:90	Y:26 
[2024/8/18 11:5:33] 物品:强效太阳水	怪物:30159F50尸王8	地图:H201	X:90	Y:26 
[2024/8/18 11:5:33] 物品:强效金创药	怪物:30159F50尸王8	地图:H201	X:90	Y:26 
[2024/8/18 11:5:33] 物品:强效金创药	怪物:30159F50尸王8	地图:H201	X:90	Y:26 
[2024/8/18 11:5:33] 物品:强效魔法药	怪物:30159F50尸王8	地图:H201	X:90	Y:26 
[2024/8/18 11:5:33] 物品:强效魔法药	怪物:30159F50尸王8	地图:H201	X:90	Y:26 
[2024/8/18 11:5:34] 物品:太阳水	怪物:29720260牛魔将军8	地图:H010	X:287	Y:50 
[2024/8/18 11:5:34] 物品:魔法手镯	怪物:29720260牛魔将军8	地图:H010	X:287	Y:50 
[2024/8/18 11:5:35] 物品:金创药(小量)	怪物:29806980僵尸3	地图:D401	X:37	Y:174 
[2024/8/18 11:5:38] 物品:金创药(小量)	怪物:19CA4D10僵尸4	地图:H201	X:88	Y:24 
[2024/8/18 11:5:41] 物品:强效太阳水	怪物:1A629E70牛魔将军0	地图:H010	X:286	Y:48 
[2024/8/18 11:5:41] 物品:强效太阳水	怪物:1A629E70牛魔将军0	地图:H010	X:286	Y:48 
[2024/8/18 11:5:41] 物品:强效太阳水	怪物:1A629E70牛魔将军0	地图:H010	X:286	Y:48 
[2024/8/18 11:5:41] 物品:太阳水	怪物:1A629E70牛魔将军0	地图:H010	X:286	Y:48 
[2024/8/18 11:5:41] 物品:太阳水	怪物:1A629E70牛魔将军0	地图:H010	X:286	Y:48 
[2024/8/18 11:5:41] 物品:太阳水	怪物:1A629E70牛魔将军0	地图:H010	X:286	Y:48 
[2024/8/18 11:5:41] 物品:恶魔铃铛	怪物:1A629E70牛魔将军0	地图:H010	X:286	Y:48 
[2024/8/18 11:5:41] 物品:强效太阳水	怪物:1A0529E0尸王8	地图:H201	X:88	Y:25 
[2024/8/18 11:5:41] 物品:强效太阳水	怪物:1A0529E0尸王8	地图:H201	X:88	Y:25 
[2024/8/18 11:5:41] 物品:强效太阳水	怪物:1A0529E0尸王8	地图:H201	X:88	Y:25 
[2024/8/18 11:5:41] 物品:强效太阳水	怪物:1A0529E0尸王8	地图:H201	X:88	Y:25 
[2024/8/18 11:5:41] 物品:强效太阳水	怪物:1A0529E0尸王8	地图:H201	X:88	Y:25 
[2024/8/18 11:5:41] 物品:强效金创药	怪物:1A0529E0尸王8	地图:H201	X:88	Y:25 
[2024/8/18 11:5:41] 物品:强效金创药	怪物:1A0529E0尸王8	地图:H201	X:88	Y:25 
[2024/8/18 11:5:41] 物品:强效魔法药	怪物:1A0529E0尸王8	地图:H201	X:88	Y:25 
[2024/8/18 11:5:41] 物品:强效魔法药	怪物:1A0529E0尸王8	地图:H201	X:88	Y:25 
[2024/8/18 11:5:41] 物品:死神手套	怪物:1A0529E0尸王8	地图:H201	X:88	Y:25 
