[2024/8/20 23:0:52] 物品:金创药(中量)	怪物:23A41B70祖玛弓箭手8	地图:H204	X:76	Y:21 
[2024/8/20 23:2:7] 物品:太阳水	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:太阳水	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:太阳水	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:太阳水	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:太阳水	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效金创药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效金创药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效金创药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效金创药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效金创药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效金创药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效金创药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效金创药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效金创药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效金创药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效魔法药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效魔法药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效魔法药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效魔法药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效魔法药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效魔法药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效魔法药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效魔法药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效魔法药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:强效魔法药	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:铂金戒指	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:重盔甲(男)	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:7] 物品:灯笼项链	怪物:24A84AD0石墓尸王8	地图:H006	X:80	Y:28 
[2024/8/20 23:2:14] 物品:强效太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:太阳水	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效金创药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效金创药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效金创药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效金创药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效金创药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效金创药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效金创药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效金创药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效金创药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效金创药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效魔法药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效魔法药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效魔法药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效魔法药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效魔法药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效魔法药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效魔法药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效魔法药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效魔法药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:强效魔法药	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:躲避手链	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:14] 物品:金戒指	怪物:24A86100石墓尸王8	地图:H006	X:82	Y:25 
[2024/8/20 23:2:15] 物品:放大镜	怪物:23A596B0祖玛卫士8	地图:H204	X:60	Y:38 
[2024/8/20 23:2:15] 物品:珊瑚戒指	怪物:23A596B0祖玛卫士8	地图:H204	X:60	Y:38 
[2024/8/20 23:2:23] 物品:强效太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:强效太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:强效太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:强效太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:强效太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:太阳水	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:金创药(中量)	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:金创药(中量)	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:强效金创药	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:强效金创药	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:强效金创药	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:魔法药(中量)	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:魔法药(中量)	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:强效魔法药	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:强效魔法药	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:强效魔法药	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:生命项链	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:夏普儿手镯	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:偃月	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:爆裂火焰	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:施毒术	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:23] 物品:地狱火	怪物:238577C0沃玛卫士8	地图:H204	X:60	Y:39 
[2024/8/20 23:2:31] 物品:强效太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:太阳水	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:金创药(中量)	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:金创药(中量)	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:金创药(中量)	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效金创药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效金创药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效金创药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:魔法药(中量)	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:魔法药(中量)	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:魔法药(中量)	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效魔法药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效魔法药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效魔法药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效金创药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效金创药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效金创药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效金创药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效金创药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效金创药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效魔法药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效魔法药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效魔法药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效魔法药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效魔法药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:强效魔法药	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:31] 物品:黑色水晶戒指	怪物:23A9B9C0虹魔猪卫8	地图:H204	X:49	Y:51 
[2024/8/20 23:2:33] 物品:红蛇果	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:疗伤药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:疗伤药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:疗伤药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:疗伤药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效太阳水	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效金创药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效金创药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效金创药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效金创药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效金创药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效金创药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效金创药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效金创药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效金创药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效金创药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效魔法药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效魔法药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效魔法药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效魔法药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效魔法药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效魔法药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效魔法药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效魔法药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效魔法药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:强效魔法药	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:祝福油	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:33] 物品:祝福油	怪物:268FE990红蛇王	地图:H106	X:101	Y:98 
[2024/8/20 23:2:35] 物品:强效太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:太阳水	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:金创药(中量)	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:金创药(中量)	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:金创药(中量)	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效金创药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效金创药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效金创药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:魔法药(中量)	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:魔法药(中量)	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:魔法药(中量)	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效魔法药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效魔法药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效魔法药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效金创药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效金创药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效金创药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效金创药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效金创药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效金创药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效魔法药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效魔法药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效魔法药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效魔法药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效魔法药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:强效魔法药	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
[2024/8/20 23:2:35] 物品:思贝儿手镯	怪物:23AA1280虹魔猪卫8	地图:H204	X:58	Y:52 
