[2024/8/21 4:0:2] 物品:降魔	怪物:25BC94E0牛魔法师8	地图:H010	X:338	Y:196 
[2024/8/21 4:5:23] 物品:灵魂战衣(男)	怪物:2CB7C5A0牛魔法师8	地图:H010	X:350	Y:121 
[2024/8/21 4:5:23] 物品:降魔	怪物:2CB7C5A0牛魔法师8	地图:H010	X:350	Y:121 
[2024/8/21 4:5:33] 物品:泰坦戒指	怪物:25DCE780牛魔将军8	地图:H010	X:347	Y:118 
[2024/8/21 4:5:33] 物品:珍珠戒指	怪物:25DCE780牛魔将军8	地图:H010	X:347	Y:118 
[2024/8/21 4:5:35] 物品:太阳水	怪物:25DFDF00牛魔将军8	地图:H010	X:346	Y:119 
[2024/8/21 4:5:35] 物品:强效金创药	怪物:25DFDF00牛魔将军8	地图:H010	X:346	Y:119 
[2024/8/21 4:5:39] 物品:重盔甲(女)	怪物:23459720牛魔法师8	地图:H010	X:345	Y:117 
[2024/8/21 4:5:41] 物品:道士手镯	怪物:2A8A8410牛魔法师8	地图:H010	X:346	Y:119 
[2024/8/21 4:5:41] 物品:白色虎齿项链	怪物:2A8A8410牛魔法师8	地图:H010	X:346	Y:119 
[2024/8/21 4:5:44] 物品:强效太阳水	怪物:2C904D20牛魔祭司0	地图:H010	X:346	Y:120 
[2024/8/21 4:5:44] 物品:强效太阳水	怪物:2C904D20牛魔祭司0	地图:H010	X:346	Y:120 
[2024/8/21 4:5:44] 物品:太阳水	怪物:2C904D20牛魔祭司0	地图:H010	X:346	Y:120 
[2024/8/21 4:5:46] 物品:强效太阳水	怪物:253F76E0血僵尸8	地图:H009	X:173	Y:24 
[2024/8/21 4:5:46] 物品:强效太阳水	怪物:253F76E0血僵尸8	地图:H009	X:173	Y:24 
[2024/8/21 4:5:46] 物品:疗伤药	怪物:253F76E0血僵尸8	地图:H009	X:173	Y:24 
[2024/8/21 4:5:46] 物品:疗伤药	怪物:253F76E0血僵尸8	地图:H009	X:173	Y:24 
[2024/8/21 4:5:46] 物品:强效金创药	怪物:253F76E0血僵尸8	地图:H009	X:173	Y:24 
[2024/8/21 4:5:46] 物品:强效金创药	怪物:253F76E0血僵尸8	地图:H009	X:173	Y:24 
[2024/8/21 4:5:46] 物品:强效魔法药	怪物:253F76E0血僵尸8	地图:H009	X:173	Y:24 
[2024/8/21 4:5:46] 物品:强效魔法药	怪物:253F76E0血僵尸8	地图:H009	X:173	Y:24 
[2024/8/21 4:5:50] 物品:生铁戒指	怪物:2AAEC1D0牛魔法师8	地图:H010	X:346	Y:112 
[2024/8/21 4:5:54] 物品:太阳水	怪物:252A5340钢牙蜘蛛8	地图:H009	X:171	Y:24 
[2024/8/21 4:5:54] 物品:强效金创药	怪物:252A5340钢牙蜘蛛8	地图:H009	X:171	Y:24 
[2024/8/21 4:5:54] 物品:强效魔法药	怪物:252A5340钢牙蜘蛛8	地图:H009	X:171	Y:24 
[2024/8/21 4:6:0] 物品:强效金创药	怪物:2B63E220牛魔将军8	地图:H010	X:344	Y:112 
[2024/8/21 4:6:2] 物品:灵魂战衣(女)	怪物:25A995E0牛魔法师8	地图:H010	X:344	Y:114 
[2024/8/21 4:6:4] 物品:金创药(中量)	怪物:24C8ED90天狼蜘蛛8	地图:H009	X:161	Y:26 
[2024/8/21 4:6:4] 物品:魔法药(中量)	怪物:24C8ED90天狼蜘蛛8	地图:H009	X:161	Y:26 
[2024/8/21 4:6:4] 物品:魔力手镯	怪物:24C8ED90天狼蜘蛛8	地图:H009	X:161	Y:26 
[2024/8/21 4:6:4] 物品:强效太阳水	怪物:2D306620牛魔祭司8	地图:H010	X:345	Y:112 
[2024/8/21 4:6:4] 物品:强效太阳水	怪物:2D306620牛魔祭司8	地图:H010	X:345	Y:112 
[2024/8/21 4:6:4] 物品:强效太阳水	怪物:2D306620牛魔祭司8	地图:H010	X:345	Y:112 
[2024/8/21 4:6:4] 物品:黑色水晶戒指	怪物:2D306620牛魔祭司8	地图:H010	X:345	Y:112 
[2024/8/21 4:6:14] 物品:太阳水	怪物:252517A0花吻蜘蛛8	地图:H009	X:160	Y:25 
[2024/8/21 4:6:14] 物品:强效金创药	怪物:252517A0花吻蜘蛛8	地图:H009	X:160	Y:25 
[2024/8/21 4:6:14] 物品:强效魔法药	怪物:252517A0花吻蜘蛛8	地图:H009	X:160	Y:25 
[2024/8/21 4:6:14] 物品:凤凰明珠	怪物:252517A0花吻蜘蛛8	地图:H009	X:160	Y:25 
[2024/8/21 4:6:23] 物品:强效太阳水	怪物:2B645110牛魔祭司0	地图:H010	X:339	Y:111 
[2024/8/21 4:6:23] 物品:强效太阳水	怪物:2B645110牛魔祭司0	地图:H010	X:339	Y:111 
[2024/8/21 4:6:23] 物品:太阳水	怪物:2B645110牛魔祭司0	地图:H010	X:339	Y:111 
[2024/8/21 4:6:23] 物品:金戒指	怪物:2B645110牛魔祭司0	地图:H010	X:339	Y:111 
[2024/8/21 4:6:29] 物品:重盔甲(男)	怪物:2ABA98A0牛魔侍卫8	地图:H010	X:341	Y:107 
[2024/8/21 4:6:29] 物品:降魔	怪物:2ABA98A0牛魔侍卫8	地图:H010	X:341	Y:107 
[2024/8/21 4:6:29] 物品:魔法长袍(女)	怪物:255535E0牛魔法师8	地图:H010	X:339	Y:108 
[2024/8/21 4:6:32] 物品:强效太阳水	怪物:2C8DFE10牛魔祭司8	地图:H010	X:339	Y:109 
[2024/8/21 4:6:32] 物品:精神力药水	怪物:2C8DFE10牛魔祭司8	地图:H010	X:339	Y:109 
[2024/8/21 4:6:44] 物品:强效太阳水	怪物:25899200牛魔将军0	地图:H010	X:340	Y:108 
[2024/8/21 4:6:44] 物品:强效太阳水	怪物:25899200牛魔将军0	地图:H010	X:340	Y:108 
[2024/8/21 4:6:44] 物品:太阳水	怪物:25899200牛魔将军0	地图:H010	X:340	Y:108 
[2024/8/21 4:6:48] 物品:魅力戒指	怪物:25BC7EB0牛魔法师8	地图:H010	X:340	Y:108 
[2024/8/21 4:6:48] 物品:道士手镯	怪物:25BC7EB0牛魔法师8	地图:H010	X:340	Y:108 
[2024/8/21 4:6:48] 物品:幽灵战衣(男)	怪物:25BC7EB0牛魔法师8	地图:H010	X:340	Y:108 
[2024/8/21 4:6:48] 物品:强效太阳水	怪物:25D49310牛魔祭司8	地图:H010	X:341	Y:109 
[2024/8/21 4:6:48] 物品:强效魔法药	怪物:25D49310牛魔祭司8	地图:H010	X:341	Y:109 
[2024/8/21 4:6:55] 物品:道德戒指	怪物:25BEBF90牛魔法师8	地图:H010	X:343	Y:104 
[2024/8/21 4:6:55] 物品:黑檀手镯	怪物:25BEBF90牛魔法师8	地图:H010	X:343	Y:104 
[2024/8/21 4:6:57] 物品:金创药(中量)	怪物:250E0010天狼蜘蛛8	地图:H009	X:156	Y:34 
[2024/8/21 4:6:57] 物品:魔法药(中量)	怪物:250E0010天狼蜘蛛8	地图:H009	X:156	Y:34 
[2024/8/21 4:7:1] 物品:强效太阳水	怪物:2AD48480牛魔祭司0	地图:H010	X:341	Y:104 
[2024/8/21 4:7:1] 物品:太阳水	怪物:2AD48480牛魔祭司0	地图:H010	X:341	Y:104 
[2024/8/21 4:7:1] 物品:凝霜	怪物:2AD48480牛魔祭司0	地图:H010	X:341	Y:104 
[2024/8/21 4:7:2] 物品:强效魔法药	怪物:2C91C4D0牛魔将军8	地图:H010	X:341	Y:105 
[2024/8/21 4:7:10] 物品:强效太阳水	怪物:259B38B0牛魔祭司0	地图:H010	X:338	Y:100 
[2024/8/21 4:7:10] 物品:强效太阳水	怪物:259B38B0牛魔祭司0	地图:H010	X:338	Y:100 
[2024/8/21 4:7:10] 物品:强效太阳水	怪物:259B38B0牛魔祭司0	地图:H010	X:338	Y:100 
[2024/8/21 4:7:10] 物品:太阳水	怪物:259B38B0牛魔祭司0	地图:H010	X:338	Y:100 
[2024/8/21 4:7:10] 物品:太阳水	怪物:259B38B0牛魔祭司0	地图:H010	X:338	Y:100 
[2024/8/21 4:7:10] 物品:阎罗手套	怪物:259B38B0牛魔祭司0	地图:H010	X:338	Y:100 
[2024/8/21 4:7:18] 物品:重盔甲(男)	怪物:25801870牛魔法师8	地图:H010	X:340	Y:96 
[2024/8/21 4:7:18] 物品:魔法长袍(男)	怪物:25801870牛魔法师8	地图:H010	X:340	Y:96 
[2024/8/21 4:7:18] 物品:黑檀手镯	怪物:25801870牛魔法师8	地图:H010	X:340	Y:96 
[2024/8/21 4:7:18] 物品:偃月	怪物:25801870牛魔法师8	地图:H010	X:340	Y:96 
[2024/8/21 4:7:25] 物品:蓝翡翠项链	怪物:2C88EC10牛魔法师8	地图:H010	X:346	Y:92 
[2024/8/21 4:7:25] 物品:道士手镯	怪物:2C88EC10牛魔法师8	地图:H010	X:346	Y:92 
[2024/8/21 4:7:29] 物品:强效太阳水	怪物:2578FEC0牛魔祭司0	地图:H010	X:347	Y:92 
[2024/8/21 4:7:29] 物品:强效太阳水	怪物:2578FEC0牛魔祭司0	地图:H010	X:347	Y:92 
[2024/8/21 4:7:29] 物品:太阳水	怪物:2578FEC0牛魔祭司0	地图:H010	X:347	Y:92 
[2024/8/21 4:7:32] 物品:重盔甲(男)	怪物:234B5580牛魔法师8	地图:H010	X:348	Y:92 
[2024/8/21 4:7:32] 物品:生铁戒指	怪物:234B5580牛魔法师8	地图:H010	X:348	Y:92 
[2024/8/21 4:7:33] 物品:金手镯	怪物:256D7890牛魔侍卫8	地图:H010	X:346	Y:92 
[2024/8/21 4:7:37] 物品:强效太阳水	怪物:2592BD20牛魔将军0	地图:H010	X:348	Y:92 
[2024/8/21 4:7:37] 物品:太阳水	怪物:2592BD20牛魔将军0	地图:H010	X:348	Y:92 
[2024/8/21 4:7:37] 物品:太阳水	怪物:2592BD20牛魔将军0	地图:H010	X:348	Y:92 
[2024/8/21 4:7:41] 物品:太阳水	怪物:24716580黑色恶蛆8	地图:H004	X:66	Y:115 
[2024/8/21 4:7:44] 物品:强效太阳水	怪物:13E8D230牛魔祭司0	地图:H010	X:349	Y:88 
[2024/8/21 4:7:44] 物品:强效太阳水	怪物:13E8D230牛魔祭司0	地图:H010	X:349	Y:88 
[2024/8/21 4:7:44] 物品:强效太阳水	怪物:13E8D230牛魔祭司0	地图:H010	X:349	Y:88 
[2024/8/21 4:7:44] 物品:太阳水	怪物:13E8D230牛魔祭司0	地图:H010	X:349	Y:88 
[2024/8/21 4:7:44] 物品:太阳水	怪物:13E8D230牛魔祭司0	地图:H010	X:349	Y:88 
[2024/8/21 4:7:44] 物品:恶魔长袍(男)	怪物:13E8D230牛魔祭司0	地图:H010	X:349	Y:88 
[2024/8/21 4:7:52] 物品:强效太阳水	怪物:25D35C70牛魔祭司8	地图:H010	X:351	Y:89 
[2024/8/21 4:7:52] 物品:强效魔法药	怪物:25D35C70牛魔祭司8	地图:H010	X:351	Y:89 
[2024/8/21 4:8:0] 物品:降魔	怪物:2ADDB7E0牛魔法师8	地图:H010	X:350	Y:88 
[2024/8/21 4:8:10] 物品:金戒指	怪物:25FBEB70牛魔侍卫8	地图:H010	X:354	Y:84 
[2024/8/21 4:8:14] 物品:生铁戒指	怪物:2ACD4FB0牛魔法师8	地图:H010	X:354	Y:84 
[2024/8/21 4:8:17] 物品:生铁戒指	怪物:25853840牛魔法师8	地图:H010	X:354	Y:84 
[2024/8/21 4:8:17] 物品:白色虎齿项链	怪物:25853840牛魔法师8	地图:H010	X:354	Y:84 
[2024/8/21 4:8:17] 物品:魔法长袍(女)	怪物:2B561830牛魔侍卫8	地图:H010	X:354	Y:87 
[2024/8/21 4:8:17] 物品:金手镯	怪物:2B561830牛魔侍卫8	地图:H010	X:354	Y:87 
[2024/8/21 4:8:21] 物品:强效太阳水	怪物:28E7E780牛魔将军8	地图:H010	X:355	Y:86 
[2024/8/21 4:8:21] 物品:强效魔法药	怪物:28E7E780牛魔将军8	地图:H010	X:355	Y:86 
[2024/8/21 4:8:23] 物品:黑檀手镯	怪物:25674BC0牛魔侍卫8	地图:H010	X:355	Y:84 
[2024/8/21 4:8:23] 物品:夏普儿手镯	怪物:25674BC0牛魔侍卫8	地图:H010	X:355	Y:84 
[2024/8/21 4:8:26] 物品:灵魂战衣(男)	怪物:25BF44B0牛魔法师8	地图:H010	X:355	Y:86 
[2024/8/21 4:8:28] 物品:重盔甲(女)	怪物:2A9EB990牛魔侍卫8	地图:H010	X:353	Y:84 
[2024/8/21 4:8:28] 物品:灵魂战衣(女)	怪物:2A9EB990牛魔侍卫8	地图:H010	X:353	Y:84 
[2024/8/21 4:8:28] 物品:黑檀手镯	怪物:2A9EB990牛魔侍卫8	地图:H010	X:353	Y:84 
[2024/8/21 4:8:36] 物品:强效太阳水	怪物:25A11900牛魔祭司0	地图:H010	X:353	Y:84 
[2024/8/21 4:8:36] 物品:重盔甲(男)	怪物:25A11900牛魔祭司0	地图:H010	X:353	Y:84 
[2024/8/21 4:8:36] 物品:重盔甲(女)	怪物:25A11900牛魔祭司0	地图:H010	X:353	Y:84 
[2024/8/21 4:8:44] 物品:重盔甲(女)	怪物:25DB2BC0牛魔法师8	地图:H010	X:361	Y:80 
[2024/8/21 4:8:46] 物品:白色虎齿项链	怪物:2BAD1340牛魔侍卫8	地图:H010	X:359	Y:77 
[2024/8/21 4:8:49] 物品:强效太阳水	怪物:258F2CB0牛魔将军0	地图:H010	X:361	Y:78 
[2024/8/21 4:8:49] 物品:强效太阳水	怪物:258F2CB0牛魔将军0	地图:H010	X:361	Y:78 
[2024/8/21 4:8:49] 物品:强效太阳水	怪物:258F2CB0牛魔将军0	地图:H010	X:361	Y:78 
[2024/8/21 4:8:49] 物品:太阳水	怪物:258F2CB0牛魔将军0	地图:H010	X:361	Y:78 
[2024/8/21 4:8:49] 物品:记忆项链	怪物:258F2CB0牛魔将军0	地图:H010	X:361	Y:78 
[2024/8/21 4:8:49] 物品:灯笼项链	怪物:258F2CB0牛魔将军0	地图:H010	X:361	Y:78 
[2024/8/21 4:8:49] 物品:蓝翡翠项链	怪物:258F2CB0牛魔将军0	地图:H010	X:361	Y:78 
[2024/8/21 4:8:55] 物品:金创药(中量)	怪物:25310910天狼蜘蛛8	地图:H009	X:149	Y:32 
[2024/8/21 4:8:55] 物品:魔法药(中量)	怪物:25310910天狼蜘蛛8	地图:H009	X:149	Y:32 
[2024/8/21 4:8:59] 物品:魔法长袍(女)	怪物:2C8C7A50牛魔侍卫8	地图:H010	X:365	Y:79 
[2024/8/21 4:9:6] 物品:强效太阳水	怪物:25E1DBD0牛魔将军8	地图:H010	X:365	Y:80 
[2024/8/21 4:9:6] 物品:小手镯	怪物:25E1DBD0牛魔将军8	地图:H010	X:365	Y:80 
[2024/8/21 4:9:6] 物品:强效太阳水	怪物:257F30B0牛魔祭司0	地图:H010	X:365	Y:78 
[2024/8/21 4:9:6] 物品:强效太阳水	怪物:257F30B0牛魔祭司0	地图:H010	X:365	Y:78 
[2024/8/21 4:9:6] 物品:太阳水	怪物:257F30B0牛魔祭司0	地图:H010	X:365	Y:78 
[2024/8/21 4:9:6] 物品:太阳水	怪物:257F30B0牛魔祭司0	地图:H010	X:365	Y:78 
[2024/8/21 4:9:6] 物品:太阳水	怪物:257F30B0牛魔祭司0	地图:H010	X:365	Y:78 
[2024/8/21 4:9:9] 物品:太阳水	怪物:252A3D10钢牙蜘蛛8	地图:H009	X:147	Y:41 
[2024/8/21 4:9:9] 物品:强效金创药	怪物:252A3D10钢牙蜘蛛8	地图:H009	X:147	Y:41 
[2024/8/21 4:9:9] 物品:强效魔法药	怪物:252A3D10钢牙蜘蛛8	地图:H009	X:147	Y:41 
[2024/8/21 4:9:9] 物品:太阳水	怪物:25A23450牛魔祭司0	地图:H010	X:364	Y:80 
[2024/8/21 4:9:9] 物品:太阳水	怪物:25A23450牛魔祭司0	地图:H010	X:364	Y:80 
[2024/8/21 4:9:9] 物品:太阳水	怪物:25A23450牛魔祭司0	地图:H010	X:364	Y:80 
[2024/8/21 4:9:13] 物品:强效太阳水	怪物:2BC7B100牛魔将军8	地图:H010	X:365	Y:79 
[2024/8/21 4:9:21] 物品:太阳水	怪物:25293F20花吻蜘蛛8	地图:H009	X:143	Y:33 
[2024/8/21 4:9:21] 物品:强效金创药	怪物:25293F20花吻蜘蛛8	地图:H009	X:143	Y:33 
[2024/8/21 4:9:21] 物品:强效魔法药	怪物:25293F20花吻蜘蛛8	地图:H009	X:143	Y:33 
[2024/8/21 4:9:21] 物品:疗伤药	怪物:25293F20花吻蜘蛛8	地图:H009	X:143	Y:33 
[2024/8/21 4:9:21] 物品:珍珠戒指	怪物:25293F20花吻蜘蛛8	地图:H009	X:143	Y:33 
[2024/8/21 4:9:23] 物品:强效太阳水	怪物:2594DDC0牛魔祭司0	地图:H010	X:371	Y:82 
[2024/8/21 4:9:23] 物品:强效太阳水	怪物:2594DDC0牛魔祭司0	地图:H010	X:371	Y:82 
[2024/8/21 4:9:23] 物品:强效太阳水	怪物:2594DDC0牛魔祭司0	地图:H010	X:371	Y:82 
[2024/8/21 4:9:23] 物品:太阳水	怪物:2594DDC0牛魔祭司0	地图:H010	X:371	Y:82 
[2024/8/21 4:9:23] 物品:太阳水	怪物:2594DDC0牛魔祭司0	地图:H010	X:371	Y:82 
[2024/8/21 4:9:36] 物品:强效太阳水	怪物:2325F3C0牛魔祭司0	地图:H010	X:366	Y:86 
[2024/8/21 4:9:36] 物品:太阳水	怪物:2325F3C0牛魔祭司0	地图:H010	X:366	Y:86 
[2024/8/21 4:9:36] 物品:太阳水	怪物:2325F3C0牛魔祭司0	地图:H010	X:366	Y:86 
[2024/8/21 4:9:36] 物品:力量戒指	怪物:2325F3C0牛魔祭司0	地图:H010	X:366	Y:86 
[2024/8/21 4:9:40] 物品:太阳水	怪物:25E7D540牛魔将军8	地图:H010	X:367	Y:86 
[2024/8/21 4:9:40] 物品:攻击力药水	怪物:25E7D540牛魔将军8	地图:H010	X:367	Y:86 
[2024/8/21 4:9:49] 物品:白色虎齿项链	怪物:25AE4830牛魔法师8	地图:H010	X:374	Y:94 
[2024/8/21 4:9:56] 物品:强效太阳水	怪物:257ABA80牛魔祭司0	地图:H010	X:375	Y:94 
[2024/8/21 4:9:56] 物品:强效太阳水	怪物:257ABA80牛魔祭司0	地图:H010	X:375	Y:94 
[2024/8/21 4:9:56] 物品:强效太阳水	怪物:257ABA80牛魔祭司0	地图:H010	X:375	Y:94 
[2024/8/21 4:9:56] 物品:太阳水	怪物:257ABA80牛魔祭司0	地图:H010	X:375	Y:94 
[2024/8/21 4:9:56] 物品:太阳水	怪物:257ABA80牛魔祭司0	地图:H010	X:375	Y:94 
[2024/8/21 4:9:56] 物品:太阳水	怪物:257ABA80牛魔祭司0	地图:H010	X:375	Y:94 
[2024/8/21 4:9:56] 物品:灯笼项链	怪物:257ABA80牛魔祭司0	地图:H010	X:375	Y:94 
[2024/8/21 4:9:56] 物品:强效太阳水	怪物:25799A10牛魔祭司0	地图:H010	X:374	Y:91 
[2024/8/21 4:9:56] 物品:强效太阳水	怪物:25799A10牛魔祭司0	地图:H010	X:374	Y:91 
[2024/8/21 4:9:56] 物品:太阳水	怪物:25799A10牛魔祭司0	地图:H010	X:374	Y:91 
[2024/8/21 4:9:56] 物品:黑铁头盔	怪物:25799A10牛魔祭司0	地图:H010	X:374	Y:91 
[2024/8/21 4:9:56] 物品:辟邪手镯	怪物:25799A10牛魔祭司0	地图:H010	X:374	Y:91 
[2024/8/21 4:9:59] 物品:白色虎齿项链	怪物:2AD18E40牛魔法师8	地图:H010	X:375	Y:92 
[2024/8/21 4:10:4] 物品:强效太阳水	怪物:25C0F5B0牛魔祭司0	地图:H010	X:374	Y:94 
[2024/8/21 4:10:4] 物品:太阳水	怪物:25C0F5B0牛魔祭司0	地图:H010	X:374	Y:94 
[2024/8/21 4:10:4] 物品:太阳水	怪物:25C0F5B0牛魔祭司0	地图:H010	X:374	Y:94 
[2024/8/21 4:10:4] 物品:竹笛	怪物:25C0F5B0牛魔祭司0	地图:H010	X:374	Y:94 
[2024/8/21 4:10:5] 物品:太阳水	怪物:2BDD7750黑色恶蛆8	地图:H004	X:81	Y:167 
[2024/8/21 4:10:11] 物品:强效金创药	怪物:2C4948E0牛魔法师8	地图:H010	X:381	Y:93 
[2024/8/21 4:10:14] 物品:强效太阳水	怪物:2C9F1E20牛魔祭司0	地图:H010	X:381	Y:92 
[2024/8/21 4:10:14] 物品:强效太阳水	怪物:2C9F1E20牛魔祭司0	地图:H010	X:381	Y:92 
[2024/8/21 4:10:14] 物品:强效太阳水	怪物:2C9F1E20牛魔祭司0	地图:H010	X:381	Y:92 
[2024/8/21 4:10:14] 物品:生命项链	怪物:2C9F1E20牛魔祭司0	地图:H010	X:381	Y:92 
[2024/8/21 4:10:19] 物品:强效太阳水	怪物:25A1C560牛魔祭司0	地图:H010	X:382	Y:93 
[2024/8/21 4:10:19] 物品:太阳水	怪物:25A1C560牛魔祭司0	地图:H010	X:382	Y:93 
[2024/8/21 4:10:19] 物品:破魂	怪物:25A1C560牛魔祭司0	地图:H010	X:382	Y:93 
[2024/8/21 4:10:19] 物品:金戒指	怪物:25A1C560牛魔祭司0	地图:H010	X:382	Y:93 
[2024/8/21 4:10:23] 物品:魔法头盔	怪物:13B1D6B0多钩猫	地图:0	X:633	Y:589 
[2024/8/21 4:10:30] 物品:强效金创药	怪物:2AB94BD0牛魔将军8	地图:H010	X:379	Y:98 
[2024/8/21 4:10:44] 物品:道德戒指	怪物:2AC132F0牛魔法师8	地图:H010	X:375	Y:102 
[2024/8/21 4:10:53] 物品:重盔甲(女)	怪物:2AB7BA60牛魔侍卫8	地图:H010	X:376	Y:106 
[2024/8/21 4:10:53] 物品:灵魂战衣(女)	怪物:2AB7BA60牛魔侍卫8	地图:H010	X:376	Y:106 
[2024/8/21 4:10:55] 物品:金创药(中量)	怪物:2520FDB0天狼蜘蛛8	地图:H009	X:145	Y:45 
[2024/8/21 4:10:55] 物品:魔法药(中量)	怪物:2520FDB0天狼蜘蛛8	地图:H009	X:145	Y:45 
[2024/8/21 4:10:55] 物品:金戒指	怪物:2520FDB0天狼蜘蛛8	地图:H009	X:145	Y:45 
[2024/8/21 4:10:55] 物品:魔力手镯	怪物:2520FDB0天狼蜘蛛8	地图:H009	X:145	Y:45 
[2024/8/21 4:10:56] 物品:灵魂战衣(男)	怪物:25631E60牛魔法师8	地图:H010	X:379	Y:107 
[2024/8/21 4:10:56] 物品:魔法长袍(男)	怪物:25631E60牛魔法师8	地图:H010	X:379	Y:107 
[2024/8/21 4:10:56] 物品:道士手镯	怪物:25631E60牛魔法师8	地图:H010	X:379	Y:107 
[2024/8/21 4:11:0] 物品:太阳水	怪物:25E77C80牛魔将军8	地图:H010	X:377	Y:106 
[2024/8/21 4:11:0] 物品:强效魔法药	怪物:25E77C80牛魔将军8	地图:H010	X:377	Y:106 
[2024/8/21 4:11:5] 物品:灵魂战衣(女)	怪物:25669460牛魔法师8	地图:H010	X:378	Y:105 
[2024/8/21 4:11:13] 物品:灵魂战衣(女)	怪物:25743BF0牛魔侍卫8	地图:H010	X:373	Y:106 
[2024/8/21 4:11:13] 物品:金手镯	怪物:25743BF0牛魔侍卫8	地图:H010	X:373	Y:106 
[2024/8/21 4:11:16] 物品:强效金创药	怪物:255E2F30牛魔法师8	地图:H010	X:374	Y:108 
[2024/8/21 4:11:25] 物品:太阳水	怪物:25133B50花吻蜘蛛8	地图:H009	X:164	Y:56 
[2024/8/21 4:11:25] 物品:强效金创药	怪物:25133B50花吻蜘蛛8	地图:H009	X:164	Y:56 
[2024/8/21 4:11:25] 物品:强效魔法药	怪物:25133B50花吻蜘蛛8	地图:H009	X:164	Y:56 
[2024/8/21 4:11:25] 物品:魔力手镯	怪物:25133B50花吻蜘蛛8	地图:H009	X:164	Y:56 
[2024/8/21 4:11:36] 物品:金创药(中量)	怪物:2530C680天狼蜘蛛8	地图:H009	X:159	Y:52 
[2024/8/21 4:11:36] 物品:魔法药(中量)	怪物:2530C680天狼蜘蛛8	地图:H009	X:159	Y:52 
[2024/8/21 4:11:44] 物品:魔法长袍(男)	怪物:25DC09A0牛魔侍卫8	地图:H010	X:367	Y:120 
[2024/8/21 4:11:44] 物品:金手镯	怪物:25DC09A0牛魔侍卫8	地图:H010	X:367	Y:120 
[2024/8/21 4:11:44] 物品:偃月	怪物:25DC09A0牛魔侍卫8	地图:H010	X:367	Y:120 
[2024/8/21 4:11:47] 物品:重盔甲(女)	怪物:25F3AC00牛魔法师8	地图:H010	X:366	Y:120 
[2024/8/21 4:11:47] 物品:蓝翡翠项链	怪物:25F3AC00牛魔法师8	地图:H010	X:366	Y:120 
[2024/8/21 4:11:50] 物品:灵魂战衣(女)	怪物:25FC17D0跳跳蜂8	地图:H004	X:182	Y:106 
[2024/8/21 4:11:55] 物品:太阳水	怪物:2524A8B0花吻蜘蛛8	地图:H009	X:164	Y:56 
[2024/8/21 4:11:55] 物品:强效金创药	怪物:2524A8B0花吻蜘蛛8	地图:H009	X:164	Y:56 
[2024/8/21 4:11:55] 物品:强效魔法药	怪物:2524A8B0花吻蜘蛛8	地图:H009	X:164	Y:56 
[2024/8/21 4:11:59] 物品:太阳水	怪物:25288DA0花吻蜘蛛8	地图:H009	X:164	Y:55 
[2024/8/21 4:11:59] 物品:强效金创药	怪物:25288DA0花吻蜘蛛8	地图:H009	X:164	Y:55 
[2024/8/21 4:11:59] 物品:强效魔法药	怪物:25288DA0花吻蜘蛛8	地图:H009	X:164	Y:55 
[2024/8/21 4:12:8] 物品:太阳水	怪物:25180980钢牙蜘蛛8	地图:H009	X:167	Y:54 
[2024/8/21 4:12:8] 物品:强效金创药	怪物:25180980钢牙蜘蛛8	地图:H009	X:167	Y:54 
[2024/8/21 4:12:8] 物品:强效魔法药	怪物:25180980钢牙蜘蛛8	地图:H009	X:167	Y:54 
[2024/8/21 4:12:11] 物品:强效魔法药	怪物:2A9B9C50祖玛弓箭手8	地图:H204	X:11	Y:57 
[2024/8/21 4:12:12] 物品:强效太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:强效太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:强效太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:强效太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:强效太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:强效太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:强效太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:强效太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:强效太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:强效太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
[2024/8/21 4:12:12] 物品:太阳水	怪物:25F1DA10白野猪8	地图:H204	X:51	Y:48 
