[2024/8/17 1:0:0] 物品:太阳水	怪物:29A39370黑色恶蛆8	地图:H004	X:88	Y:67 
[2024/8/17 1:58:12] 物品:魔法药(中量)	怪物:15276740骷髅战士0	地图:D011	X:64	Y:151 
[2024/8/17 1:58:12] 物品:魔法药(中量)	怪物:15276740骷髅战士0	地图:D011	X:64	Y:151 
[2024/8/17 1:58:24] 物品:金创药(小量)	怪物:30A29DC0骷髅战士	地图:D011	X:64	Y:150 
[2024/8/17 1:58:24] 物品:魔法药(小量)	怪物:30A29DC0骷髅战士	地图:D011	X:64	Y:150 
[2024/8/17 1:58:27] 物品:金创药(中量)	怪物:1890D2D0骷髅战将	地图:D003	X:72	Y:241 
[2024/8/17 1:58:27] 物品:皮制手套	怪物:1890D2D0骷髅战将	地图:D003	X:72	Y:241 
[2024/8/17 1:58:32] 物品:HP强化药水	怪物:31E60BB0骷髅战将	地图:D003	X:158	Y:59 
[2024/8/17 1:58:33] 物品:半月	怪物:15AF7040骷髅战士	地图:D003	X:158	Y:58 
[2024/8/17 1:58:39] 物品:木剑	怪物:188BBF10森林雪人	地图:1	X:343	Y:235 
[2024/8/17 1:58:46] 物品:金创药(小量)	怪物:05814890森林雪人	地图:1	X:334	Y:242 
[2024/8/17 1:58:49] 物品:金创药(小量)	怪物:30D7BD90僵尸3	地图:D413	X:33	Y:37 
[2024/8/17 1:58:49] 物品:魔法药(小量)	怪物:30D7BD90僵尸3	地图:D413	X:33	Y:37 
[2024/8/17 1:58:53] 物品:金创药(中量)	怪物:28254430掷斧骷髅0	地图:D003	X:164	Y:69 
[2024/8/17 1:58:53] 物品:金创药(中量)	怪物:28254430掷斧骷髅0	地图:D003	X:164	Y:69 
[2024/8/17 1:58:53] 物品:金创药(中量)	怪物:28254430掷斧骷髅0	地图:D003	X:164	Y:69 
[2024/8/17 1:58:53] 物品:金创药(中量)	怪物:28254430掷斧骷髅0	地图:D003	X:164	Y:69 
[2024/8/17 1:58:53] 物品:魔法药(中量)	怪物:28254430掷斧骷髅0	地图:D003	X:164	Y:69 
[2024/8/17 1:58:53] 物品:魔法药(中量)	怪物:28254430掷斧骷髅0	地图:D003	X:164	Y:69 
[2024/8/17 1:58:53] 物品:魔法药(中量)	怪物:28254430掷斧骷髅0	地图:D003	X:164	Y:69 
[2024/8/17 1:58:53] 物品:魔法药(中量)	怪物:28254430掷斧骷髅0	地图:D003	X:164	Y:69 
[2024/8/17 1:58:55] 物品:太阳水	怪物:0D95D2D0森林雪人	地图:1	X:323	Y:248 
[2024/8/17 1:59:2] 物品:乌木剑	怪物:15B4D110半兽战士	地图:1	X:316	Y:243 
[2024/8/17 1:59:15] 物品:金创药(中量)	怪物:1874E0C0骷髅战将	地图:D003	X:182	Y:55 
[2024/8/17 1:59:56] 物品:钢手镯	怪物:0585F530半兽战士	地图:1	X:328	Y:272 
