[2024/8/18 8:0:2] 物品:魅力戒指	怪物:17C8E900牛魔侍卫8	地图:H010	X:22	Y:311 
[2024/8/18 8:1:58] 物品:生铁戒指	怪物:2A75B8A0牛魔侍卫8	地图:H010	X:12	Y:286 
[2024/8/18 8:2:1] 物品:太阳水	怪物:29E25C30牛魔将军8	地图:H010	X:17	Y:287 
[2024/8/18 8:2:1] 物品:凝霜	怪物:29E25C30牛魔将军8	地图:H010	X:17	Y:287 
[2024/8/18 8:2:6] 物品:大火球	怪物:1CDE8BA0僵尸1	地图:H201	X:152	Y:33 
[2024/8/18 8:2:7] 物品:强效太阳水	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:7] 物品:强效太阳水	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:7] 物品:强效太阳水	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:7] 物品:强效太阳水	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:7] 物品:强效太阳水	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:7] 物品:强效金创药	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:7] 物品:强效金创药	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:7] 物品:强效魔法药	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:7] 物品:强效魔法药	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:7] 物品:死神手套	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:7] 物品:凝霜	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:7] 物品:魔力手镯	怪物:286E8490尸王8	地图:H201	X:152	Y:32 
[2024/8/18 8:2:8] 物品:金创药(小量)	怪物:2E7A7F30僵尸5	地图:H201	X:152	Y:31 
[2024/8/18 8:2:12] 物品:金创药(小量)	怪物:05252460僵尸5	地图:H201	X:151	Y:33 
[2024/8/18 8:2:14] 物品:强效太阳水	怪物:289BFAF0牛魔将军0	地图:H010	X:23	Y:277 
[2024/8/18 8:2:14] 物品:强效太阳水	怪物:289BFAF0牛魔将军0	地图:H010	X:23	Y:277 
[2024/8/18 8:2:14] 物品:太阳水	怪物:289BFAF0牛魔将军0	地图:H010	X:23	Y:277 
[2024/8/18 8:2:14] 物品:太阳水	怪物:289BFAF0牛魔将军0	地图:H010	X:23	Y:277 
[2024/8/18 8:2:15] 物品:魔法药(小量)	怪物:1F0B6E60僵尸3	地图:D401	X:31	Y:179 
[2024/8/18 8:2:20] 物品:白色虎齿项链	怪物:286BE6B0牛魔法师8	地图:H010	X:16	Y:274 
[2024/8/18 8:2:24] 物品:金创药(小量)	怪物:1B07FBC0僵尸5	地图:H201	X:154	Y:38 
[2024/8/18 8:2:24] 物品:诱惑之光	怪物:1B07FBC0僵尸5	地图:H201	X:154	Y:38 
[2024/8/18 8:2:25] 物品:强效太阳水	怪物:2851BCA0牛魔祭司0	地图:H010	X:16	Y:273 
[2024/8/18 8:2:25] 物品:太阳水	怪物:2851BCA0牛魔祭司0	地图:H010	X:16	Y:273 
[2024/8/18 8:2:26] 物品:金创药(小量)	怪物:1A172FD0僵尸4	地图:H201	X:154	Y:39 
[2024/8/18 8:2:27] 物品:强效太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:太阳水	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:金创药(中量)	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:金创药(中量)	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效金创药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效金创药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效金创药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:魔法药(中量)	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:魔法药(中量)	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效魔法药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效魔法药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效魔法药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效金创药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效金创药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效金创药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效金创药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效金创药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效魔法药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效魔法药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效魔法药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效魔法药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:强效魔法药	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:野蛮冲撞	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:地狱雷光	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:27] 物品:困魔咒	怪物:1CBA2E00邪恶钳虫8	地图:H104	X:38	Y:136 
[2024/8/18 8:2:34] 物品:金创药(小量)	怪物:2A4EEF40僵尸4	地图:H201	X:155	Y:39 
[2024/8/18 8:2:34] 物品:强效太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:太阳水	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:金创药(中量)	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:金创药(中量)	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:金创药(中量)	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效金创药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效金创药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效金创药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:魔法药(中量)	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:魔法药(中量)	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:魔法药(中量)	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效魔法药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效魔法药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效魔法药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效金创药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效金创药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效金创药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效金创药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效金创药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效金创药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效魔法药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效魔法药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效魔法药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效魔法药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效魔法药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:34] 物品:强效魔法药	怪物:2EC17710白野猪8	地图:H204	X:83	Y:80 
[2024/8/18 8:2:36] 物品:偃月	怪物:1E0B10C0牛魔法师8	地图:H010	X:11	Y:269 
[2024/8/18 8:2:36] 物品:坚固手套	怪物:0DDE3D20僵尸10	地图:H201	X:156	Y:38 
[2024/8/18 8:2:36] 物品:铁剑	怪物:0DDE3D20僵尸10	地图:H201	X:156	Y:38 
[2024/8/18 8:2:36] 物品:金创药(中量)	怪物:0DDE3D20僵尸10	地图:H201	X:156	Y:38 
[2024/8/18 8:2:36] 物品:金创药(中量)	怪物:0DDE3D20僵尸10	地图:H201	X:156	Y:38 
[2024/8/18 8:2:40] 物品:魔法药(小量)	怪物:2A5C29E0僵尸4	地图:H201	X:152	Y:33 
[2024/8/18 8:2:44] 物品:白色虎齿项链	怪物:0C48C2F0牛魔法师8	地图:H010	X:13	Y:267 
[2024/8/18 8:2:44] 物品:幽灵战衣(男)	怪物:0C48C2F0牛魔法师8	地图:H010	X:13	Y:267 
[2024/8/18 8:2:46] 物品:金创药(小量)	怪物:1A172FD0僵尸4	地图:H201	X:152	Y:37 
[2024/8/18 8:2:47] 物品:降魔	怪物:05879940牛魔侍卫8	地图:H010	X:11	Y:268 
[2024/8/18 8:2:51] 物品:强效太阳水	怪物:19D72210牛魔祭司8	地图:H010	X:11	Y:267 
[2024/8/18 8:2:56] 物品:强效太阳水	怪物:2A7DDF80牛魔将军8	地图:H010	X:11	Y:269 
[2024/8/18 8:2:56] 物品:太阳水	怪物:2A7DDF80牛魔将军8	地图:H010	X:11	Y:269 
[2024/8/18 8:2:56] 物品:强效魔法药	怪物:2A7DDF80牛魔将军8	地图:H010	X:11	Y:269 
[2024/8/18 8:2:56] 物品:强效金创药	怪物:2A7DDF80牛魔将军8	地图:H010	X:11	Y:269 
[2024/8/18 8:2:56] 物品:精神力药水	怪物:2A7DDF80牛魔将军8	地图:H010	X:11	Y:269 
[2024/8/18 8:2:56] 物品:魔杖	怪物:2A7DDF80牛魔将军8	地图:H010	X:11	Y:269 
[2024/8/18 8:2:56] 物品:辟邪手镯	怪物:2A7DDF80牛魔将军8	地图:H010	X:11	Y:269 
[2024/8/18 8:2:58] 物品:强效太阳水	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:强效太阳水	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:强效太阳水	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:强效太阳水	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:强效太阳水	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:强效金创药	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:强效金创药	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:强效魔法药	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:强效魔法药	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:骷髅戒指	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:黑色水晶戒指	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:生铁戒指	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:死神手套	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:黑檀手镯	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:2:58] 物品:魔力手镯	怪物:308A9B40尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:3] 物品:强效太阳水	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:强效太阳水	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:强效太阳水	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:强效太阳水	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:强效太阳水	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:强效金创药	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:强效金创药	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:强效魔法药	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:强效魔法药	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:珊瑚戒指	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:黑檀手镯	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:魔力手镯	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:3] 物品:魔法盾	怪物:2A122790尸王8	地图:H201	X:161	Y:39 
[2024/8/18 8:3:5] 物品:强效太阳水	怪物:2F086930牛魔将军0	地图:H010	X:19	Y:260 
[2024/8/18 8:3:5] 物品:强效太阳水	怪物:2F086930牛魔将军0	地图:H010	X:19	Y:260 
[2024/8/18 8:3:5] 物品:太阳水	怪物:2F086930牛魔将军0	地图:H010	X:19	Y:260 
[2024/8/18 8:3:5] 物品:太阳水	怪物:2F086930牛魔将军0	地图:H010	X:19	Y:260 
[2024/8/18 8:3:5] 物品:太阳水	怪物:2F086930牛魔将军0	地图:H010	X:19	Y:260 
[2024/8/18 8:3:5] 物品:修罗	怪物:2F086930牛魔将军0	地图:H010	X:19	Y:260 
[2024/8/18 8:3:8] 物品:白色虎齿项链	怪物:17CB2860牛魔侍卫8	地图:H010	X:21	Y:260 
[2024/8/18 8:3:9] 物品:心灵启示	怪物:038D2A60恶灵尸王	地图:H201	X:161	Y:40 
[2024/8/18 8:3:9] 物品:召唤骷髅	怪物:038D2A60恶灵尸王	地图:H201	X:161	Y:40 
[2024/8/18 8:3:11] 物品:魔法药(小量)	怪物:2A4EEF40僵尸4	地图:H201	X:159	Y:39 
[2024/8/18 8:3:11] 物品:精神力药水	怪物:2A4EEF40僵尸4	地图:H201	X:159	Y:39 
[2024/8/18 8:3:14] 物品:强效太阳水	怪物:291B5F40尸王8	地图:H201	X:161	Y:41 
[2024/8/18 8:3:14] 物品:强效太阳水	怪物:291B5F40尸王8	地图:H201	X:161	Y:41 
[2024/8/18 8:3:14] 物品:强效太阳水	怪物:291B5F40尸王8	地图:H201	X:161	Y:41 
[2024/8/18 8:3:14] 物品:强效太阳水	怪物:291B5F40尸王8	地图:H201	X:161	Y:41 
[2024/8/18 8:3:14] 物品:强效太阳水	怪物:291B5F40尸王8	地图:H201	X:161	Y:41 
[2024/8/18 8:3:14] 物品:强效金创药	怪物:291B5F40尸王8	地图:H201	X:161	Y:41 
[2024/8/18 8:3:14] 物品:强效金创药	怪物:291B5F40尸王8	地图:H201	X:161	Y:41 
[2024/8/18 8:3:14] 物品:强效魔法药	怪物:291B5F40尸王8	地图:H201	X:161	Y:41 
[2024/8/18 8:3:14] 物品:强效魔法药	怪物:291B5F40尸王8	地图:H201	X:161	Y:41 
[2024/8/18 8:3:14] 物品:生铁戒指	怪物:291B5F40尸王8	地图:H201	X:161	Y:41 
[2024/8/18 8:3:15] 物品:强效太阳水	怪物:058EB320牛魔将军0	地图:H010	X:25	Y:256 
[2024/8/18 8:3:15] 物品:强效太阳水	怪物:058EB320牛魔将军0	地图:H010	X:25	Y:256 
[2024/8/18 8:3:15] 物品:强效太阳水	怪物:058EB320牛魔将军0	地图:H010	X:25	Y:256 
[2024/8/18 8:3:15] 物品:太阳水	怪物:058EB320牛魔将军0	地图:H010	X:25	Y:256 
[2024/8/18 8:3:15] 物品:太阳水	怪物:058EB320牛魔将军0	地图:H010	X:25	Y:256 
[2024/8/18 8:3:18] 物品:强效太阳水	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:强效太阳水	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:强效太阳水	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:强效太阳水	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:强效太阳水	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:强效金创药	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:强效金创药	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:强效魔法药	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:强效魔法药	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:蛇眼戒指	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:生铁戒指	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:凝霜	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:18] 物品:魔力手镯	怪物:19F6CED0尸王8	地图:H201	X:161	Y:40 
[2024/8/18 8:3:20] 物品:重盔甲(男)	怪物:17C66590牛魔侍卫8	地图:H010	X:25	Y:258 
[2024/8/18 8:3:22] 物品:强效太阳水	怪物:039F4800牛魔将军0	地图:H010	X:24	Y:254 
[2024/8/18 8:3:22] 物品:太阳水	怪物:039F4800牛魔将军0	地图:H010	X:24	Y:254 
[2024/8/18 8:3:22] 物品:太阳水	怪物:039F4800牛魔将军0	地图:H010	X:24	Y:254 
[2024/8/18 8:3:22] 物品:太阳水	怪物:039F4800牛魔将军0	地图:H010	X:24	Y:254 
[2024/8/18 8:3:22] 物品:记忆头盔	怪物:039F4800牛魔将军0	地图:H010	X:24	Y:254 
[2024/8/18 8:3:22] 物品:降妖除魔戒指	怪物:039F4800牛魔将军0	地图:H010	X:24	Y:254 
[2024/8/18 8:3:24] 物品:金创药(小量)	怪物:19356650僵尸5	地图:H201	X:157	Y:48 
[2024/8/18 8:3:27] 物品:太阳水	怪物:1EA0FE20黑野猪8	地图:H002	X:257	Y:52 
[2024/8/18 8:3:33] 物品:隐身术	怪物:1B74E270恶灵尸王	地图:H201	X:159	Y:47 
[2024/8/18 8:3:33] 物品:地狱火	怪物:1B74E270恶灵尸王	地图:H201	X:159	Y:47 
[2024/8/18 8:3:34] 物品:魅力戒指	怪物:1A3AB320牛魔法师8	地图:H010	X:26	Y:254 
[2024/8/18 8:3:40] 物品:金创药(小量)	怪物:19356650僵尸5	地图:H201	X:157	Y:48 
[2024/8/18 8:3:49] 物品:夏普儿手镯	怪物:309BD5B0牛魔将军8	地图:H010	X:31	Y:254 
[2024/8/18 8:3:49] 物品:强效太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:强效太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:强效太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:强效太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:强效太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:太阳水	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:金创药(中量)	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:金创药(中量)	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:金创药(中量)	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:强效金创药	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:强效金创药	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:魔法药(中量)	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:魔法药(中量)	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:魔法药(中量)	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:强效魔法药	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
[2024/8/18 8:3:49] 物品:强效魔法药	怪物:295ECE50尸王	地图:H201	X:161	Y:47 
