[2024/8/19 18:0:4] 物品:太阳水	怪物:2A9FDE30黑色恶蛆8	地图:H006	X:50	Y:79 
[2024/8/19 18:1:29] 物品:强效魔法药	怪物:27883180尸王8	地图:H201	X:121	Y:150 
[2024/8/19 18:1:29] 物品:强效魔法药	怪物:27883180尸王8	地图:H201	X:121	Y:150 
[2024/8/19 18:1:29] 物品:骷髅戒指	怪物:27883180尸王8	地图:H201	X:121	Y:150 
[2024/8/19 18:1:29] 物品:黑色水晶戒指	怪物:27883180尸王8	地图:H201	X:121	Y:150 
[2024/8/19 18:1:29] 物品:蛇眼戒指	怪物:27883180尸王8	地图:H201	X:121	Y:150 
[2024/8/19 18:1:29] 物品:珍珠戒指	怪物:27883180尸王8	地图:H201	X:121	Y:150 
[2024/8/19 18:1:29] 物品:魔力手镯	怪物:27883180尸王8	地图:H201	X:121	Y:150 
[2024/8/19 18:1:32] 物品:金创药(小量)	怪物:2FB4E120稻草人	地图:0	X:321	Y:597 
[2024/8/19 18:1:34] 物品:爆裂火焰	怪物:058CCB00恶灵尸王	地图:H201	X:92	Y:109 
[2024/8/19 18:1:34] 物品:雷电术	怪物:058CCB00恶灵尸王	地图:H201	X:92	Y:109 
[2024/8/19 18:1:34] 物品:大火球	怪物:058CCB00恶灵尸王	地图:H201	X:92	Y:109 
[2024/8/19 18:1:37] 物品:强效太阳水	怪物:1D956650尸王8	地图:H201	X:93	Y:109 
[2024/8/19 18:1:37] 物品:强效太阳水	怪物:1D956650尸王8	地图:H201	X:93	Y:109 
[2024/8/19 18:1:37] 物品:强效太阳水	怪物:1D956650尸王8	地图:H201	X:93	Y:109 
[2024/8/19 18:1:37] 物品:强效太阳水	怪物:1D956650尸王8	地图:H201	X:93	Y:109 
[2024/8/19 18:1:37] 物品:强效太阳水	怪物:1D956650尸王8	地图:H201	X:93	Y:109 
[2024/8/19 18:1:37] 物品:强效金创药	怪物:1D956650尸王8	地图:H201	X:93	Y:109 
[2024/8/19 18:1:37] 物品:强效金创药	怪物:1D956650尸王8	地图:H201	X:93	Y:109 
[2024/8/19 18:1:37] 物品:强效魔法药	怪物:1D956650尸王8	地图:H201	X:93	Y:109 
[2024/8/19 18:1:37] 物品:强效魔法药	怪物:1D956650尸王8	地图:H201	X:93	Y:109 
[2024/8/19 18:1:37] 物品:生铁戒指	怪物:1D956650尸王8	地图:H201	X:93	Y:109 
[2024/8/19 18:1:37] 物品:黑檀手镯	怪物:1D956650尸王8	地图:H201	X:93	Y:109 
[2024/8/19 18:1:40] 物品:魔法药(小量)	怪物:1B57B4F0僵尸4	地图:H201	X:181	Y:88 
[2024/8/19 18:1:41] 物品:金创药(小量)	怪物:18792210僵尸5	地图:H201	X:181	Y:88 
[2024/8/19 18:1:42] 物品:爆裂火焰	怪物:2EC3BB30僵尸1	地图:H201	X:182	Y:87 
[2024/8/19 18:1:43] 物品:破魂	怪物:29DD17D0祖玛卫士8	地图:H204	X:13	Y:52 
[2024/8/19 18:1:43] 物品:小手镯	怪物:29DD17D0祖玛卫士8	地图:H204	X:13	Y:52 
[2024/8/19 18:1:46] 物品:隐身术	怪物:1AF87C00僵尸40	地图:H201	X:182	Y:81 
[2024/8/19 18:1:46] 物品:雷电术	怪物:1AF87C00僵尸40	地图:H201	X:182	Y:81 
[2024/8/19 18:1:46] 物品:抗拒火环	怪物:1AF87C00僵尸40	地图:H201	X:182	Y:81 
[2024/8/19 18:1:46] 物品:精神力战法	怪物:1AF87C00僵尸40	地图:H201	X:182	Y:81 
[2024/8/19 18:1:46] 物品:火球术	怪物:1AF87C00僵尸40	地图:H201	X:182	Y:81 
[2024/8/19 18:1:46] 物品:治愈术	怪物:1AF87C00僵尸40	地图:H201	X:182	Y:81 
[2024/8/19 18:1:46] 物品:基本剑术	怪物:1AF87C00僵尸40	地图:H201	X:182	Y:81 
[2024/8/19 18:1:46] 物品:琥珀项链	怪物:1AF87C00僵尸40	地图:H201	X:182	Y:81 
[2024/8/19 18:1:50] 物品:魔法药(小量)	怪物:195B10C0骷髅战士	地图:D003	X:200	Y:236 
[2024/8/19 18:1:52] 物品:金创药(中量)	怪物:1E20CB00祖玛雕像8	地图:H202	X:8	Y:53 
[2024/8/19 18:1:52] 物品:蛇眼戒指	怪物:1E20CB00祖玛雕像8	地图:H202	X:8	Y:53 
[2024/8/19 18:1:52] 物品:强效魔法药	怪物:2DE67410祖玛卫士8	地图:H202	X:7	Y:54 
[2024/8/19 18:1:52] 物品:灵魂战衣(女)	怪物:2DE67410祖玛卫士8	地图:H202	X:7	Y:54 
[2024/8/19 18:1:55] 物品:金创药(中量)	怪物:1C13ABD0骷髅战士0	地图:D003	X:190	Y:245 
[2024/8/19 18:1:55] 物品:金创药(中量)	怪物:1C13ABD0骷髅战士0	地图:D003	X:190	Y:245 
[2024/8/19 18:1:55] 物品:金创药(中量)	怪物:1C13ABD0骷髅战士0	地图:D003	X:190	Y:245 
[2024/8/19 18:1:55] 物品:金创药(中量)	怪物:1C13ABD0骷髅战士0	地图:D003	X:190	Y:245 
[2024/8/19 18:1:55] 物品:魔法药(中量)	怪物:1C13ABD0骷髅战士0	地图:D003	X:190	Y:245 
[2024/8/19 18:1:55] 物品:魔法药(中量)	怪物:1C13ABD0骷髅战士0	地图:D003	X:190	Y:245 
[2024/8/19 18:1:55] 物品:魔法药(中量)	怪物:1C13ABD0骷髅战士0	地图:D003	X:190	Y:245 
[2024/8/19 18:1:55] 物品:魔法药(中量)	怪物:1C13ABD0骷髅战士0	地图:D003	X:190	Y:245 
[2024/8/19 18:1:56] 物品:魔法药(中量)	怪物:31A56710恶灵尸王	地图:H201	X:183	Y:82 
[2024/8/19 18:1:56] 物品:爆裂火焰	怪物:31A56710恶灵尸王	地图:H201	X:183	Y:82 
[2024/8/19 18:1:58] 物品:金创药(小量)	怪物:2DDE5500僵尸5	地图:H201	X:181	Y:82 
[2024/8/19 18:2:0] 物品:强效太阳水	怪物:27E7F8E0祖玛卫士8	地图:H203	X:50	Y:49 
[2024/8/19 18:2:1] 物品:八荒	怪物:1EDAD2D0祖玛弓箭手8	地图:H204	X:8	Y:52 
[2024/8/19 18:2:1] 物品:骷髅头盔	怪物:1EDAD2D0祖玛弓箭手8	地图:H204	X:8	Y:52 
[2024/8/19 18:2:1] 物品:白色虎齿项链	怪物:1EDAD2D0祖玛弓箭手8	地图:H204	X:8	Y:52 
[2024/8/19 18:2:7] 物品:金创药(小量)	怪物:2788E300僵尸5	地图:H201	X:182	Y:83 
[2024/8/19 18:2:10] 物品:强效太阳水	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:强效太阳水	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:强效太阳水	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:强效太阳水	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:强效太阳水	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:强效金创药	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:强效金创药	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:强效魔法药	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:强效魔法药	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:黑色水晶戒指	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:蓝翡翠项链	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:黑檀手镯	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:10] 物品:魔力手镯	怪物:2D206B30尸王8	地图:H201	X:182	Y:81 
[2024/8/19 18:2:11] 物品:金创药(中量)	怪物:1E404CE0骷髅战将	地图:D003	X:175	Y:258 
[2024/8/19 18:2:11] 物品:轻型盔甲(男)	怪物:1E404CE0骷髅战将	地图:D003	X:175	Y:258 
[2024/8/19 18:2:11] 物品:皮制手套	怪物:1E404CE0骷髅战将	地图:D003	X:175	Y:258 
[2024/8/19 18:2:14] 物品:黑色水晶戒指	怪物:20666C70祖玛雕像8	地图:H203	X:78	Y:34 
[2024/8/19 18:2:16] 物品:死神手套	怪物:2ABE1B20祖玛雕像8	地图:H203	X:78	Y:32 
[2024/8/19 18:2:16] 物品:金创药(中量)	怪物:1CC4A080掷斧骷髅0	地图:D003	X:169	Y:258 
[2024/8/19 18:2:16] 物品:金创药(中量)	怪物:1CC4A080掷斧骷髅0	地图:D003	X:169	Y:258 
[2024/8/19 18:2:16] 物品:金创药(中量)	怪物:1CC4A080掷斧骷髅0	地图:D003	X:169	Y:258 
[2024/8/19 18:2:16] 物品:金创药(中量)	怪物:1CC4A080掷斧骷髅0	地图:D003	X:169	Y:258 
[2024/8/19 18:2:16] 物品:魔法药(中量)	怪物:1CC4A080掷斧骷髅0	地图:D003	X:169	Y:258 
[2024/8/19 18:2:16] 物品:魔法药(中量)	怪物:1CC4A080掷斧骷髅0	地图:D003	X:169	Y:258 
[2024/8/19 18:2:16] 物品:魔法药(中量)	怪物:1CC4A080掷斧骷髅0	地图:D003	X:169	Y:258 
[2024/8/19 18:2:16] 物品:魔法药(中量)	怪物:1CC4A080掷斧骷髅0	地图:D003	X:169	Y:258 
[2024/8/19 18:2:17] 物品:强效太阳水	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:17] 物品:强效太阳水	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:17] 物品:强效太阳水	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:17] 物品:强效太阳水	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:17] 物品:强效太阳水	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:17] 物品:强效金创药	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:17] 物品:强效金创药	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:17] 物品:强效魔法药	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:17] 物品:强效魔法药	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:17] 物品:蛇眼戒指	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:17] 物品:黑檀手镯	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:17] 物品:魔力手镯	怪物:31A9F2D0尸王8	地图:H201	X:183	Y:81 
[2024/8/19 18:2:20] 物品:魔鬼项链	怪物:27FEA730祖玛弓箭手8	地图:H203	X:79	Y:32 
[2024/8/19 18:2:20] 物品:生铁戒指	怪物:27FEA730祖玛弓箭手8	地图:H203	X:79	Y:32 
[2024/8/19 18:2:20] 物品:珍珠戒指	怪物:27FEA730祖玛弓箭手8	地图:H203	X:79	Y:32 
[2024/8/19 18:2:26] 物品:白金项链	怪物:1A852A20祖玛雕像8	地图:H203	X:78	Y:30 
[2024/8/19 18:2:27] 物品:道德戒指	怪物:184223E0蝎蛇8	地图:H002	X:245	Y:37 
[2024/8/19 18:2:31] 物品:魔法药(小量)	怪物:1BF70370僵尸4	地图:H201	X:174	Y:74 
[2024/8/19 18:2:33] 物品:降魔	怪物:0383CB60黑野猪8	地图:H002	X:244	Y:37 
[2024/8/19 18:2:36] 物品:强效太阳水	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:36] 物品:强效太阳水	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:36] 物品:强效太阳水	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:36] 物品:强效太阳水	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:36] 物品:强效太阳水	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:36] 物品:强效金创药	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:36] 物品:强效金创药	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:36] 物品:强效魔法药	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:36] 物品:强效魔法药	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:36] 物品:凝霜	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:36] 物品:黑檀手镯	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:36] 物品:魔力手镯	怪物:29D83A90尸王8	地图:H201	X:173	Y:74 
[2024/8/19 18:2:38] 物品:强效太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:太阳水	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效金创药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效金创药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效金创药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效金创药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效金创药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效金创药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效金创药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效金创药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效金创药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效金创药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效魔法药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效魔法药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效魔法药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效魔法药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效魔法药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效魔法药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效魔法药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效魔法药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效魔法药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:强效魔法药	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:斩马刀	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:38] 物品:黑檀手镯	怪物:0DA59CF0虹魔蝎卫8	地图:H204	X:16	Y:63 
[2024/8/19 18:2:39] 物品:魔法药(中量)	怪物:1C5E6080祖玛卫士8	地图:H203	X:78	Y:27 
[2024/8/19 18:2:39] 物品:黑檀手镯	怪物:1C5E6080祖玛卫士8	地图:H203	X:78	Y:27 
[2024/8/19 18:2:39] 物品:魅力戒指	怪物:1C5E6080祖玛卫士8	地图:H203	X:78	Y:27 
[2024/8/19 18:2:45] 物品:强效太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:太阳水	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效金创药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效金创药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效金创药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效金创药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效金创药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效金创药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效金创药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效金创药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效金创药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效金创药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效魔法药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效魔法药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效魔法药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效魔法药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效魔法药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效魔法药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效魔法药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效魔法药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效魔法药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:强效魔法药	怪物:27E92F80祖玛卫士00	地图:H203	X:79	Y:27 
[2024/8/19 18:2:45] 物品:回城卷	怪物:1A3D2560山洞蝙蝠0	地图:D003	X:171	Y:288 
[2024/8/19 18:2:45] 物品:回城卷	怪物:1A3D2560山洞蝙蝠0	地图:D003	X:171	Y:288 
[2024/8/19 18:2:45] 物品:回城卷	怪物:1A3D2560山洞蝙蝠0	地图:D003	X:171	Y:288 
[2024/8/19 18:2:45] 物品:回城卷	怪物:1A3D2560山洞蝙蝠0	地图:D003	X:171	Y:288 
[2024/8/19 18:2:45] 物品:回城卷	怪物:1A3D2560山洞蝙蝠0	地图:D003	X:171	Y:288 
[2024/8/19 18:2:49] 物品:金创药(小量)	怪物:05842340骷髅战士	地图:D003	X:172	Y:288 
[2024/8/19 18:2:54] 物品:强效太阳水	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:强效太阳水	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:强效太阳水	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:强效太阳水	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:强效太阳水	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:强效金创药	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:强效金创药	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:强效魔法药	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:强效魔法药	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:骷髅戒指	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:蛇眼戒指	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:生铁戒指	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:凝霜	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:54] 物品:魔力手镯	怪物:0D7C92B0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 18:2:57] 物品:强效太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:强效太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:强效太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:强效太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:强效太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:太阳水	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:金创药(中量)	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:金创药(中量)	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:强效金创药	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:强效金创药	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
[2024/8/19 18:2:57] 物品:强效金创药	怪物:28C47B30沃玛卫士8	地图:H204	X:26	Y:73 
