[2024/8/21 18:0:2] 物品:强效魔法药	怪物:249A6D30魔龙破甲兵	地图:66	X:246	Y:87 
[2024/8/21 18:3:57] 物品:蓝翡翠项链	怪物:13AB6A10祖玛卫士8	地图:H204	X:22	Y:66 
[2024/8/21 18:3:57] 物品:骷髅戒指	怪物:13AB6A10祖玛卫士8	地图:H204	X:22	Y:66 
[2024/8/21 18:4:0] 物品:竹笛	怪物:28398210魔龙血蛙	地图:66	X:171	Y:73 
[2024/8/21 18:4:6] 物品:金创药(小量)	怪物:246C84D0僵尸3	地图:D401	X:63	Y:40 
[2024/8/21 18:4:7] 物品:放大镜	怪物:143DDD50魔龙血蛙	地图:66	X:69	Y:54 
[2024/8/21 18:4:8] 物品:斩马刀	怪物:22D68590祖玛雕像8	地图:H204	X:10	Y:53 
[2024/8/21 18:4:9] 物品:强效金创药	怪物:28926D90魔龙刀兵	地图:65	X:188	Y:124 
[2024/8/21 18:4:14] 物品:金创药(小量)	怪物:2CD2DDF0僵尸5	地图:E601	X:5	Y:109 
[2024/8/21 18:4:14] 物品:强效魔法药	怪物:2CDDB340魔龙刀兵2	地图:66	X:166	Y:79 
[2024/8/21 18:4:22] 物品:魔法药(小量)	怪物:2B629550僵尸3	地图:D401	X:70	Y:36 
[2024/8/21 18:4:26] 物品:强效魔法药	怪物:0644A6D0魔龙射手1	地图:66	X:169	Y:93 
[2024/8/21 18:4:26] 物品:强效魔法药	怪物:0644A6D0魔龙射手1	地图:66	X:169	Y:93 
[2024/8/21 18:4:30] 物品:金创药(中量)	怪物:25BE2440恶灵僵尸8	地图:H001	X:81	Y:134 
[2024/8/21 18:4:34] 物品:金创药(小量)	怪物:258C3610僵尸3	地图:D401	X:79	Y:31 
[2024/8/21 18:4:34] 物品:魔法力药水	怪物:258C3610僵尸3	地图:D401	X:79	Y:31 
[2024/8/21 18:4:37] 物品:太阳水	怪物:23C62230黑色恶蛆8	地图:H001	X:81	Y:135 
[2024/8/21 18:4:37] 物品:强效金创药	怪物:291C4E70魔龙射手2	地图:66	X:67	Y:60 
[2024/8/21 18:4:37] 物品:黑檀手镯	怪物:291C4E70魔龙射手2	地图:66	X:67	Y:60 
[2024/8/21 18:4:43] 物品:强效魔法药	怪物:24EED200魔龙射手	地图:66	X:73	Y:54 
[2024/8/21 18:4:43] 物品:强效金创药	怪物:24EED200魔龙射手	地图:66	X:73	Y:54 
[2024/8/21 18:4:43] 物品:强效金创药	怪物:24EED200魔龙射手	地图:66	X:73	Y:54 
[2024/8/21 18:4:46] 物品:传统项链	怪物:246B2850稻草人	地图:0	X:286	Y:593 
[2024/8/21 18:4:47] 物品:金创药(小量)	怪物:2B5D6170僵尸3	地图:D401	X:86	Y:28 
[2024/8/21 18:4:52] 物品:太阳水	怪物:29302DC0魔龙射手1	地图:65	X:185	Y:120 
[2024/8/21 18:4:52] 物品:强效太阳水	怪物:29302DC0魔龙射手1	地图:65	X:185	Y:120 
[2024/8/21 18:4:52] 物品:强效魔法药	怪物:29302DC0魔龙射手1	地图:65	X:185	Y:120 
[2024/8/21 18:4:55] 物品:强效金创药	怪物:28A78C80魔龙射手	地图:65	X:181	Y:124 
[2024/8/21 18:4:55] 物品:太阳水	怪物:2CDAE220魔龙破甲兵2	地图:66	X:179	Y:109 
[2024/8/21 18:4:55] 物品:重盔甲(女)	怪物:2CDAE220魔龙破甲兵2	地图:66	X:179	Y:109 
[2024/8/21 18:5:2] 物品:魔法药(小量)	怪物:1ABE89C0僵尸3	地图:D401	X:84	Y:20 
[2024/8/21 18:5:8] 物品:强效金创药	怪物:2B29F730魔龙射手1	地图:65	X:186	Y:118 
[2024/8/21 18:5:8] 物品:强效金创药	怪物:2B29F730魔龙射手1	地图:65	X:186	Y:118 
[2024/8/21 18:5:8] 物品:死神手套	怪物:2B29F730魔龙射手1	地图:65	X:186	Y:118 
[2024/8/21 18:5:8] 物品:强效金创药	怪物:2350B5B0魔龙射手1	地图:65	X:181	Y:119 
[2024/8/21 18:5:8] 物品:强效金创药	怪物:2350B5B0魔龙射手1	地图:65	X:181	Y:119 
[2024/8/21 18:5:9] 物品:金创药(小量)	怪物:1215E3C0僵尸4	地图:E601	X:15	Y:98 
[2024/8/21 18:5:10] 物品:金创药(小量)	怪物:11F33000僵尸3	地图:D401	X:83	Y:18 
[2024/8/21 18:5:14] 物品:金创药(小量)	怪物:2CD2DDF0僵尸5	地图:E601	X:9	Y:102 
[2024/8/21 18:5:17] 物品:金创药(小量)	怪物:253DE1E0僵尸3	地图:D401	X:82	Y:13 
[2024/8/21 18:5:30] 物品:太阳水	怪物:25C13840魔龙破甲兵	地图:66	X:170	Y:104 
[2024/8/21 18:5:30] 物品:苹果	怪物:25C13840魔龙破甲兵	地图:66	X:170	Y:104 
[2024/8/21 18:5:32] 物品:金创药(小量)	怪物:14BCDF80僵尸5	地图:E601	X:19	Y:94 
[2024/8/21 18:5:35] 物品:金创药(小量)	怪物:1ABE89C0僵尸3	地图:D401	X:84	Y:20 
[2024/8/21 18:5:39] 物品:魔法药(小量)	怪物:18652E90僵尸3	地图:E601	X:17	Y:93 
[2024/8/21 18:5:48] 物品:魅力戒指	怪物:28C4B8A0魔龙破甲兵	地图:66	X:75	Y:60 
[2024/8/21 18:5:49] 物品:隐身术	怪物:1733DF70僵尸20	地图:E601	X:20	Y:92 
[2024/8/21 18:5:49] 物品:瞬息移动	怪物:1733DF70僵尸20	地图:E601	X:20	Y:92 
[2024/8/21 18:5:49] 物品:诱惑之光	怪物:1733DF70僵尸20	地图:E601	X:20	Y:92 
[2024/8/21 18:5:49] 物品:抗拒火环	怪物:1733DF70僵尸20	地图:E601	X:20	Y:92 
[2024/8/21 18:5:50] 物品:金创药(小量)	怪物:23B49E80僵尸3	地图:D401	X:88	Y:42 
[2024/8/21 18:5:55] 物品:强效金创药	怪物:236505E0魔龙教主	地图:66	X:169	Y:104 
[2024/8/21 18:5:55] 物品:强效魔法药	怪物:236505E0魔龙教主	地图:66	X:169	Y:104 
[2024/8/21 18:5:55] 物品:强效金创药	怪物:236505E0魔龙教主	地图:66	X:169	Y:104 
[2024/8/21 18:5:55] 物品:强效魔法药	怪物:236505E0魔龙教主	地图:66	X:169	Y:104 
[2024/8/21 18:5:55] 物品:强效金创药	怪物:236505E0魔龙教主	地图:66	X:169	Y:104 
[2024/8/21 18:5:55] 物品:强效魔法药	怪物:236505E0魔龙教主	地图:66	X:169	Y:104 
[2024/8/21 18:5:55] 物品:雷霆护腕	怪物:236505E0魔龙教主	地图:66	X:169	Y:104 
[2024/8/21 18:5:55] 物品:金创药(小量)	怪物:1215E3C0僵尸4	地图:E601	X:18	Y:93 
[2024/8/21 18:6:3] 物品:强效金创药	怪物:289C95B0魔龙刀兵1	地图:65	X:177	Y:112 
[2024/8/21 18:6:6] 物品:铁腰带	怪物:1293B1C0魔龙射手	地图:66	X:80	Y:57 
[2024/8/21 18:6:6] 物品:竹笛	怪物:1293B1C0魔龙射手	地图:66	X:80	Y:57 
[2024/8/21 18:6:6] 物品:死神手套	怪物:1293B1C0魔龙射手	地图:66	X:80	Y:57 
[2024/8/21 18:6:8] 物品:精神力战法	怪物:14B55190僵尸10	地图:E601	X:22	Y:88 
[2024/8/21 18:6:8] 物品:魔力手镯	怪物:14B55190僵尸10	地图:E601	X:22	Y:88 
[2024/8/21 18:6:8] 物品:黑色水晶项链	怪物:14B55190僵尸10	地图:E601	X:22	Y:88 
[2024/8/21 18:6:8] 物品:魔法药(中量)	怪物:14B55190僵尸10	地图:E601	X:22	Y:88 
[2024/8/21 18:6:8] 物品:魔法药(中量)	怪物:14B55190僵尸10	地图:E601	X:22	Y:88 
[2024/8/21 18:6:12] 物品:强效太阳水	怪物:28AB9AE0魔龙射手	地图:65	X:173	Y:113 
[2024/8/21 18:6:12] 物品:凝霜	怪物:28AB9AE0魔龙射手	地图:65	X:173	Y:113 
[2024/8/21 18:6:14] 物品:强效魔法药	怪物:1AC75290魔龙刀兵1	地图:66	X:170	Y:104 
[2024/8/21 18:6:17] 物品:强效魔法药	怪物:246D3650魔龙破甲兵	地图:66	X:75	Y:58 
[2024/8/21 18:6:33] 物品:鹿皮靴	怪物:2ADB9680魔龙射手	地图:66	X:82	Y:61 
[2024/8/21 18:6:35] 物品:珊瑚戒指	怪物:24B3DD10魔龙邪眼	地图:66	X:75	Y:63 
[2024/8/21 18:6:44] 物品:魔法长袍(女)	怪物:2AD3A140魔龙射手	地图:66	X:160	Y:120 
[2024/8/21 18:7:11] 物品:强效魔法药	怪物:22BF7A50魔龙刀兵1	地图:66	X:159	Y:118 
[2024/8/21 18:7:11] 物品:龙之手镯	怪物:22BF7A50魔龙刀兵1	地图:66	X:159	Y:118 
[2024/8/21 18:7:14] 物品:强效金创药	怪物:22D13DA0魔龙血蛙	地图:66	X:86	Y:60 
[2024/8/21 18:7:14] 物品:黑檀手镯	怪物:22D13DA0魔龙血蛙	地图:66	X:86	Y:60 
[2024/8/21 18:7:21] 物品:魔法药(小量)	怪物:2B330290僵尸3	地图:D401	X:44	Y:25 
[2024/8/21 18:7:32] 物品:珊瑚戒指	怪物:234FAB70魔龙破甲兵	地图:66	X:85	Y:54 
[2024/8/21 18:7:37] 物品:强效魔法药	怪物:293BC6B0魔龙破甲兵1	地图:65	X:164	Y:111 
[2024/8/21 18:7:37] 物品:灵魂战衣(女)	怪物:293BC6B0魔龙破甲兵1	地图:65	X:164	Y:111 
[2024/8/21 18:7:40] 物品:鹿皮靴	怪物:2B2E8C20魔龙射手1	地图:65	X:163	Y:110 
[2024/8/21 18:7:47] 物品:金创药(小量)	怪物:2B330290僵尸3	地图:D401	X:42	Y:25 
[2024/8/21 18:7:49] 物品:强效金创药	怪物:25B86D60魔龙射手	地图:66	X:85	Y:61 
[2024/8/21 18:7:52] 物品:金创药(小量)	怪物:25E06420僵尸3	地图:E601	X:29	Y:83 
[2024/8/21 18:7:58] 物品:强效金创药	怪物:231643C0魔龙破甲兵	地图:66	X:153	Y:112 
[2024/8/21 18:7:58] 物品:强效魔法药	怪物:231643C0魔龙破甲兵	地图:66	X:153	Y:112 
[2024/8/21 18:8:2] 物品:放大镜	怪物:293ABC70魔龙破甲兵1	地图:65	X:166	Y:112 
[2024/8/21 18:8:2] 物品:死神手套	怪物:293ABC70魔龙破甲兵1	地图:65	X:166	Y:112 
[2024/8/21 18:8:2] 物品:魔法长袍(女)	怪物:293ABC70魔龙破甲兵1	地图:65	X:166	Y:112 
[2024/8/21 18:8:7] 物品:强效金创药	怪物:2B42BA70魔龙射手	地图:66	X:80	Y:54 
[2024/8/21 18:8:7] 物品:强效金创药	怪物:2B42BA70魔龙射手	地图:66	X:80	Y:54 
[2024/8/21 18:8:7] 物品:重盔甲(女)	怪物:2B42BA70魔龙射手	地图:66	X:80	Y:54 
[2024/8/21 18:8:13] 物品:攻击力药水	怪物:290FB110僵尸2	地图:D401	X:32	Y:27 
[2024/8/21 18:8:14] 物品:强效魔法药	怪物:28A98E60魔龙刀兵1	地图:65	X:165	Y:111 
[2024/8/21 18:8:14] 物品:绿色项链	怪物:28A98E60魔龙刀兵1	地图:65	X:165	Y:111 
[2024/8/21 18:8:20] 物品:强效魔法药	怪物:257E9560魔龙血蛙	地图:66	X:142	Y:112 
[2024/8/21 18:8:25] 物品:强效魔法药	怪物:24FBCC10魔龙破甲兵	地图:66	X:143	Y:113 
[2024/8/21 18:8:26] 物品:金创药(小量)	怪物:129CE020僵尸3	地图:D401	X:28	Y:24 
[2024/8/21 18:8:28] 物品:祝福油	怪物:2751F450蜈蚣8	地图:H001	X:50	Y:133 
[2024/8/21 18:8:29] 物品:强效太阳水	怪物:22EDFF20魔龙射手	地图:66	X:77	Y:68 
[2024/8/21 18:8:37] 物品:精神力药水	怪物:2AAE9570僵尸4	地图:E601	X:32	Y:80 
[2024/8/21 18:8:40] 物品:金创药(小量)	怪物:14BC2E00僵尸5	地图:E601	X:31	Y:81 
[2024/8/21 18:8:48] 物品:强效金创药	怪物:2300A310魔龙破甲兵	地图:66	X:140	Y:125 
[2024/8/21 18:8:48] 物品:道士头盔	怪物:2300A310魔龙破甲兵	地图:66	X:140	Y:125 
[2024/8/21 18:8:49] 物品:放大镜	怪物:29063B00魔龙破甲兵	地图:66	X:76	Y:72 
[2024/8/21 18:8:52] 物品:蓝翡翠项链	怪物:292C9B60魔龙射手2	地图:65	X:165	Y:116 
[2024/8/21 18:8:55] 物品:蓝翡翠项链	怪物:12235280魔龙射手	地图:66	X:141	Y:126 
[2024/8/21 18:8:56] 物品:强效金创药	怪物:2BE522A0魔龙射手1	地图:65	X:162	Y:106 
[2024/8/21 18:9:1] 物品:金创药(小量)	怪物:2B1649B0僵尸3	地图:D401	X:45	Y:88 
[2024/8/21 18:9:8] 物品:魔法药(小量)	怪物:2C98A570僵尸4	地图:E601	X:33	Y:76 
[2024/8/21 18:9:16] 物品:强效魔法药	怪物:1EF0F320魔龙射手	地图:66	X:142	Y:133 
[2024/8/21 18:9:16] 物品:布鞋	怪物:1EF0F320魔龙射手	地图:66	X:142	Y:133 
[2024/8/21 18:9:16] 物品:灵魂战衣(女)	怪物:1EF0F320魔龙射手	地图:66	X:142	Y:133 
[2024/8/21 18:9:16] 物品:金手镯	怪物:1EF0F320魔龙射手	地图:66	X:142	Y:133 
[2024/8/21 18:9:16] 物品:强效金创药	怪物:2BE62CE0魔龙射手1	地图:65	X:162	Y:105 
[2024/8/21 18:9:17] 物品:金创药(小量)	怪物:23E45F40僵尸3	地图:D401	X:41	Y:97 
[2024/8/21 18:9:17] 物品:魔法药(小量)	怪物:23E45F40僵尸3	地图:D401	X:41	Y:97 
[2024/8/21 18:9:19] 物品:金创药(中量)	怪物:23BC1560恶灵僵尸8	地图:H001	X:46	Y:139 
[2024/8/21 18:9:20] 物品:强效金创药	怪物:2B7105C0魔龙射手	地图:66	X:138	Y:133 
[2024/8/21 18:9:22] 物品:金创药(小量)	怪物:2B1649B0僵尸3	地图:D401	X:45	Y:88 
[2024/8/21 18:9:22] 物品:龙之手镯	怪物:289E0EE0魔龙刀兵1	地图:65	X:161	Y:109 
[2024/8/21 18:9:23] 物品:金创药(小量)	怪物:14BC2E00僵尸5	地图:E601	X:34	Y:78 
[2024/8/21 18:9:25] 物品:强效魔法药	怪物:22ED7A00魔龙射手	地图:66	X:139	Y:137 
[2024/8/21 18:9:25] 物品:金创药(小量)	怪物:2ABA6C40僵尸3	地图:D401	X:48	Y:91 
[2024/8/21 18:9:34] 物品:强效金创药	怪物:22FFDB60魔龙射手	地图:66	X:74	Y:81 
[2024/8/21 18:9:39] 物品:强效魔法药	怪物:10FA4540魔龙射手2	地图:66	X:139	Y:143 
[2024/8/21 18:9:39] 物品:太阳水	怪物:10FA4540魔龙射手2	地图:66	X:139	Y:143 
[2024/8/21 18:9:42] 物品:金创药(小量)	怪物:2C98A570僵尸4	地图:E601	X:33	Y:76 
[2024/8/21 18:9:42] 物品:强效金创药	怪物:2C904D20魔龙破甲兵	地图:66	X:138	Y:142 
[2024/8/21 18:9:42] 物品:太阳水	怪物:2C904D20魔龙破甲兵	地图:66	X:138	Y:142 
[2024/8/21 18:9:45] 物品:金创药(小量)	怪物:186347F0僵尸3	地图:E601	X:35	Y:77 
[2024/8/21 18:9:52] 物品:强效金创药	怪物:13DAA380魔龙刀兵	地图:66	X:76	Y:85 
[2024/8/21 18:9:54] 物品:太阳水	怪物:2B142080魔龙破甲兵1	地图:65	X:158	Y:111 
[2024/8/21 18:9:56] 物品:太阳水	怪物:17835D80魔龙破甲兵1	地图:66	X:142	Y:137 
[2024/8/21 18:10:2] 物品:强效魔法药	怪物:1806DFD0魔龙射手	地图:66	X:148	Y:137 
[2024/8/21 18:10:2] 物品:竹笛	怪物:1806DFD0魔龙射手	地图:66	X:148	Y:137 
[2024/8/21 18:10:2] 物品:金戒指	怪物:1806DFD0魔龙射手	地图:66	X:148	Y:137 
[2024/8/21 18:10:6] 物品:金创药(小量)	怪物:2CD336B0僵尸5	地图:E601	X:35	Y:73 
[2024/8/21 18:10:8] 物品:强效魔法药	怪物:248DBB20魔龙刀兵	地图:66	X:148	Y:135 
[2024/8/21 18:10:10] 物品:强效魔法药	怪物:28FD58D0魔龙破甲兵	地图:66	X:77	Y:83 
[2024/8/21 18:10:10] 物品:重盔甲(男)	怪物:28FD58D0魔龙破甲兵	地图:66	X:77	Y:83 
[2024/8/21 18:10:14] 物品:骑士手镯	怪物:245996F0魔龙刀兵	地图:66	X:151	Y:137 
[2024/8/21 18:10:17] 物品:强效金创药	怪物:288C11A0魔龙破甲兵	地图:65	X:154	Y:112 
[2024/8/21 18:10:17] 物品:坚固手套	怪物:288C11A0魔龙破甲兵	地图:65	X:154	Y:112 
[2024/8/21 18:10:17] 物品:苹果	怪物:288C11A0魔龙破甲兵	地图:65	X:154	Y:112 
[2024/8/21 18:10:20] 物品:黑檀手镯	怪物:23495520魔龙射手2	地图:66	X:155	Y:130 
[2024/8/21 18:10:23] 物品:金创药(小量)	怪物:2B1649B0僵尸3	地图:D401	X:45	Y:88 
[2024/8/21 18:10:27] 物品:强效金创药	怪物:2CA65B70魔龙破甲兵	地图:66	X:149	Y:129 
[2024/8/21 18:10:27] 物品:道士头盔	怪物:2CA65B70魔龙破甲兵	地图:66	X:149	Y:129 
[2024/8/21 18:10:34] 物品:魔法药(小量)	怪物:23E45F40僵尸3	地图:D401	X:42	Y:98 
[2024/8/21 18:10:34] 物品:强效金创药	怪物:255E0010魔龙射手1	地图:66	X:151	Y:137 
[2024/8/21 18:10:37] 物品:强效魔法药	怪物:293B8420魔龙破甲兵1	地图:65	X:152	Y:115 
[2024/8/21 18:10:40] 物品:强效太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:太阳水	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:金创药(中量)	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:金创药(中量)	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:金创药(中量)	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效金创药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效金创药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效金创药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:魔法药(中量)	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:魔法药(中量)	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:魔法药(中量)	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效魔法药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效魔法药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效魔法药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效金创药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效金创药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效金创药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效金创药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效金创药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效金创药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效魔法药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效魔法药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效魔法药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效魔法药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效魔法药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:40] 物品:强效魔法药	怪物:266ADF00白野猪8	地图:H204	X:79	Y:80 
[2024/8/21 18:10:46] 物品:强效金创药	怪物:22EFEDE0祖玛卫士8	地图:H204	X:44	Y:53 
[2024/8/21 18:10:46] 物品:强效魔法药	怪物:22EFEDE0祖玛卫士8	地图:H204	X:44	Y:53 
[2024/8/21 18:10:46] 物品:金手镯	怪物:22EFEDE0祖玛卫士8	地图:H204	X:44	Y:53 
[2024/8/21 18:10:47] 物品:强效太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:强效太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:强效太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:强效太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:强效太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:太阳水	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:金创药(中量)	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:金创药(中量)	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:强效金创药	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:强效金创药	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:强效金创药	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:魔法药(中量)	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:魔法药(中量)	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:强效魔法药	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:强效魔法药	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:强效魔法药	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:辟邪手镯	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:困魔咒	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:幽灵盾	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:47] 物品:刺杀剑术	怪物:28A9E720沃玛卫士8	地图:H204	X:44	Y:50 
[2024/8/21 18:10:48] 物品:基本剑术	怪物:2BC5DD00僵尸2	地图:D401	X:39	Y:106 
[2024/8/21 18:10:49] 物品:强效太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:强效太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:强效太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:强效太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:强效太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:强效太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:强效太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:强效太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:强效太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:强效太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
[2024/8/21 18:10:49] 物品:太阳水	怪物:14BC4430白野猪8	地图:H204	X:45	Y:51 
