[2024/8/17 17:0:5] 物品:魔法药(小量)	怪物:1BE39EC0僵尸5	地图:H201	X:94	Y:97 
[2024/8/17 17:2:22] 物品:强效魔法药	怪物:17B85FA0尸王8	地图:H201	X:87	Y:83 
[2024/8/17 17:2:22] 物品:死神手套	怪物:17B85FA0尸王8	地图:H201	X:87	Y:83 
[2024/8/17 17:2:22] 物品:魔力手镯	怪物:17B85FA0尸王8	地图:H201	X:87	Y:83 
[2024/8/17 17:2:22] 物品:野蛮冲撞	怪物:17B85FA0尸王8	地图:H201	X:87	Y:83 
[2024/8/17 17:2:27] 物品:金创药(小量)	怪物:27C1B320僵尸5	地图:H201	X:86	Y:84 
[2024/8/17 17:2:28] 物品:魅力戒指	怪物:27E3A500祖玛雕像8	地图:H203	X:44	Y:30 
[2024/8/17 17:2:41] 物品:强效太阳水	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:41] 物品:强效太阳水	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:41] 物品:强效太阳水	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:41] 物品:强效太阳水	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:41] 物品:强效太阳水	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:41] 物品:强效金创药	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:41] 物品:强效金创药	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:41] 物品:强效魔法药	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:41] 物品:强效魔法药	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:41] 物品:黑檀手镯	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:41] 物品:魔力手镯	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:41] 物品:野蛮冲撞	怪物:28A56EA0尸王8	地图:H201	X:86	Y:83 
[2024/8/17 17:2:45] 物品:治愈术	怪物:286A2C70僵尸1	地图:H201	X:87	Y:84 
[2024/8/17 17:2:47] 物品:魔法药(小量)	怪物:281FCFE0僵尸4	地图:H201	X:88	Y:83 
[2024/8/17 17:2:47] 物品:攻击力药水	怪物:281FCFE0僵尸4	地图:H201	X:88	Y:83 
[2024/8/17 17:2:49] 物品:强效太阳水	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:强效太阳水	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:强效太阳水	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:强效太阳水	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:强效太阳水	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:强效金创药	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:强效金创药	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:强效魔法药	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:强效魔法药	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:骷髅戒指	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:蛇眼戒指	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:黑檀手镯	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:魔力手镯	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:2:49] 物品:圣言术	怪物:038FC280尸王8	地图:H201	X:45	Y:84 
[2024/8/17 17:3:2] 物品:火墙	怪物:2CAE2210恶灵尸王	地图:H201	X:51	Y:91 
[2024/8/17 17:3:8] 物品:金创药(小量)	怪物:27F932E0僵尸5	地图:H201	X:87	Y:83 
[2024/8/17 17:3:9] 物品:金创药(小量)	怪物:1C08E2D0僵尸5	地图:H201	X:58	Y:96 
[2024/8/17 17:3:9] 物品:金创药(中量)	怪物:1BBF42A0天狼蜘蛛8	地图:12	X:310	Y:200 
[2024/8/17 17:3:9] 物品:魔法药(中量)	怪物:1BBF42A0天狼蜘蛛8	地图:12	X:310	Y:200 
[2024/8/17 17:3:9] 物品:修罗	怪物:1BBF42A0天狼蜘蛛8	地图:12	X:310	Y:200 
[2024/8/17 17:3:10] 物品:施毒术	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:灵魂火符	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:地狱火	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:抗拒火环	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:精神力战法	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:火球术	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:治愈术	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:基本剑术	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:半月	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:蓝色水晶戒指	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:琥珀项链	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:坚固手套	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:魔力手镯	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:灯笼项链	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:铁剑	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:短剑	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:轻型盔甲(男)	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:轻型盔甲(女)	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:青铜斧	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:黑檀项链	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:黄色水晶项链	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:黑色水晶项链	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:青铜头盔	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:金创药(小量)	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:金创药(小量)	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:金创药(小量)	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:金创药(小量)	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:魔法药(小量)	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:魔法药(小量)	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:魔法药(小量)	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:10] 物品:魔法药(小量)	怪物:28226980僵尸50	地图:H201	X:58	Y:96 
[2024/8/17 17:3:14] 物品:海魂	怪物:27C3C070祖玛卫士8	地图:H203	X:47	Y:27 
[2024/8/17 17:3:18] 物品:太阳水	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:太阳水	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:太阳水	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:太阳水	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:金创药(中量)	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:金创药(中量)	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:金创药(中量)	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:金创药(中量)	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:魔法药(中量)	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:魔法药(中量)	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:魔法药(中量)	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:魔法药(中量)	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:强效金创药	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:强效金创药	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:强效金创药	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:强效金创药	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:强效魔法药	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:强效魔法药	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:强效魔法药	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:18] 物品:强效魔法药	怪物:1BC48ED0天狼蜘蛛0	地图:12	X:312	Y:182 
[2024/8/17 17:3:20] 物品:金创药(小量)	怪物:187B5DE0僵尸5	地图:H201	X:54	Y:93 
[2024/8/17 17:3:34] 物品:强效太阳水	怪物:2A057090白野猪80	地图:H006	X:84	Y:32 
[2024/8/17 17:3:34] 物品:强效太阳水	怪物:2A057090白野猪80	地图:H006	X:84	Y:32 
[2024/8/17 17:3:34] 物品:太阳水	怪物:2A057090白野猪80	地图:H006	X:84	Y:32 
[2024/8/17 17:3:34] 物品:太阳水	怪物:2A057090白野猪80	地图:H006	X:84	Y:32 
[2024/8/17 17:3:34] 物品:太阳水	怪物:2A057090白野猪80	地图:H006	X:84	Y:32 
[2024/8/17 17:3:34] 物品:太阳水	怪物:2A057090白野猪80	地图:H006	X:84	Y:32 
[2024/8/17 17:3:34] 物品:灯笼项链	怪物:2A057090白野猪80	地图:H006	X:84	Y:32 
[2024/8/17 17:3:35] 物品:集体隐身术	怪物:2A8D0240恶灵尸王	地图:H201	X:53	Y:100 
[2024/8/17 17:3:35] 物品:召唤骷髅	怪物:2A8D0240恶灵尸王	地图:H201	X:53	Y:100 
[2024/8/17 17:3:38] 物品:强效太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:强效太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:强效太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:强效太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:强效太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:太阳水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:金创药(中量)	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:金创药(中量)	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:强效金创药	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:强效金创药	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:强效金创药	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:魔法药(中量)	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:魔法药(中量)	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:强效魔法药	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:强效魔法药	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:强效魔法药	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:魔法力药水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:攻击神水	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:琥珀项链	怪物:27A6D790沃玛卫士	地图:B341	X:19	Y:27 
[2024/8/17 17:3:38] 物品:强效太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:强效太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:强效太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:强效太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:强效太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:太阳水	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:金创药(中量)	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:金创药(中量)	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:强效金创药	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:强效金创药	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:强效金创药	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:魔法药(中量)	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:魔法药(中量)	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:强效魔法药	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:强效魔法药	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:强效魔法药	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:野蛮冲撞	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:38] 物品:魔法盾	怪物:0DE092B0沃玛卫士8	地图:H003	X:46	Y:65 
[2024/8/17 17:3:44] 物品:金创药(小量)	怪物:28A75A60僵尸4	地图:H201	X:60	Y:102 
[2024/8/17 17:3:48] 物品:魔法药(小量)	怪物:187B5DE0僵尸5	地图:H201	X:55	Y:95 
[2024/8/17 17:3:51] 物品:太阳水	怪物:1BB12A20花吻蜘蛛	地图:12	X:323	Y:125 
[2024/8/17 17:3:51] 物品:强效金创药	怪物:1BB12A20花吻蜘蛛	地图:12	X:323	Y:125 
[2024/8/17 17:3:51] 物品:强效魔法药	怪物:1BB12A20花吻蜘蛛	地图:12	X:323	Y:125 
[2024/8/17 17:3:53] 物品:金创药(小量)	怪物:30E2E370僵尸5	地图:H201	X:81	Y:81 
[2024/8/17 17:4:1] 物品:攻击力药水	怪物:195A4910僵尸2	地图:D2000	X:145	Y:103 
[2024/8/17 17:4:2] 物品:施毒术	怪物:245A99E0僵尸30	地图:D401	X:45	Y:112 
[2024/8/17 17:4:2] 物品:瞬息移动	怪物:245A99E0僵尸30	地图:D401	X:45	Y:112 
[2024/8/17 17:4:2] 物品:八荒	怪物:245A99E0僵尸30	地图:D401	X:45	Y:112 
[2024/8/17 17:4:2] 物品:海魂	怪物:245A99E0僵尸30	地图:D401	X:45	Y:112 
[2024/8/17 17:4:2] 物品:坚固手套	怪物:245A99E0僵尸30	地图:D401	X:45	Y:112 
[2024/8/17 17:4:2] 物品:魔力手镯	怪物:245A99E0僵尸30	地图:D401	X:45	Y:112 
[2024/8/17 17:4:2] 物品:中型盔甲(女)	怪物:245A99E0僵尸30	地图:D401	X:45	Y:112 
[2024/8/17 17:4:2] 物品:金创药(小量)	怪物:245A99E0僵尸30	地图:D401	X:45	Y:112 
[2024/8/17 17:4:7] 物品:强效太阳水	怪物:27981F80尸王8	地图:H201	X:79	Y:75 
[2024/8/17 17:4:7] 物品:强效太阳水	怪物:27981F80尸王8	地图:H201	X:79	Y:75 
[2024/8/17 17:4:7] 物品:强效太阳水	怪物:27981F80尸王8	地图:H201	X:79	Y:75 
[2024/8/17 17:4:7] 物品:强效太阳水	怪物:27981F80尸王8	地图:H201	X:79	Y:75 
[2024/8/17 17:4:7] 物品:强效太阳水	怪物:27981F80尸王8	地图:H201	X:79	Y:75 
[2024/8/17 17:4:7] 物品:强效金创药	怪物:27981F80尸王8	地图:H201	X:79	Y:75 
[2024/8/17 17:4:7] 物品:强效金创药	怪物:27981F80尸王8	地图:H201	X:79	Y:75 
[2024/8/17 17:4:7] 物品:强效魔法药	怪物:27981F80尸王8	地图:H201	X:79	Y:75 
[2024/8/17 17:4:7] 物品:强效魔法药	怪物:27981F80尸王8	地图:H201	X:79	Y:75 
[2024/8/17 17:4:7] 物品:蛇眼戒指	怪物:27981F80尸王8	地图:H201	X:79	Y:75 
[2024/8/17 17:4:7] 物品:魅力戒指	怪物:27981F80尸王8	地图:H201	X:79	Y:75 
[2024/8/17 17:4:8] 物品:强效太阳水	怪物:039DE500尸王8	地图:H201	X:53	Y:109 
[2024/8/17 17:4:8] 物品:强效太阳水	怪物:039DE500尸王8	地图:H201	X:53	Y:109 
[2024/8/17 17:4:8] 物品:强效太阳水	怪物:039DE500尸王8	地图:H201	X:53	Y:109 
[2024/8/17 17:4:8] 物品:强效太阳水	怪物:039DE500尸王8	地图:H201	X:53	Y:109 
[2024/8/17 17:4:8] 物品:强效太阳水	怪物:039DE500尸王8	地图:H201	X:53	Y:109 
[2024/8/17 17:4:8] 物品:强效金创药	怪物:039DE500尸王8	地图:H201	X:53	Y:109 
[2024/8/17 17:4:8] 物品:强效金创药	怪物:039DE500尸王8	地图:H201	X:53	Y:109 
[2024/8/17 17:4:8] 物品:强效魔法药	怪物:039DE500尸王8	地图:H201	X:53	Y:109 
[2024/8/17 17:4:8] 物品:强效魔法药	怪物:039DE500尸王8	地图:H201	X:53	Y:109 
[2024/8/17 17:4:8] 物品:凝霜	怪物:039DE500尸王8	地图:H201	X:53	Y:109 
[2024/8/17 17:4:8] 物品:金创药(小量)	怪物:31E1DC40僵尸3	地图:D2000	X:142	Y:103 
[2024/8/17 17:4:10] 物品:疾光电影	怪物:1CF441A0僵尸1	地图:H201	X:78	Y:76 
[2024/8/17 17:4:17] 物品:施毒术	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:17] 物品:隐身术	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:17] 物品:诱惑之光	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:17] 物品:半月	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:17] 物品:蓝色水晶戒指	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:17] 物品:魔鬼项链	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:17] 物品:琥珀项链	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:17] 物品:凤凰明珠	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:17] 物品:坚固手套	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:17] 物品:魔力手镯	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:17] 物品:灯笼项链	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:17] 物品:黑檀项链	怪物:18A02E00僵尸30	地图:D2000	X:132	Y:98 
[2024/8/17 17:4:19] 物品:攻击力药水	怪物:30E2E370僵尸5	地图:H201	X:83	Y:76 
[2024/8/17 17:4:23] 物品:攻杀剑术	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:抗拒火环	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:精神力战法	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:火球术	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:治愈术	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:基本剑术	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:蓝色水晶戒指	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:琥珀项链	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:坚固手套	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:铁剑	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:短剑	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:轻型盔甲(男)	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:轻型盔甲(女)	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:青铜斧	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:黑檀项链	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:黄色水晶项链	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:黑色水晶项链	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:青铜头盔	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:金创药(小量)	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:金创药(小量)	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:金创药(小量)	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:金创药(小量)	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:魔法药(小量)	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:魔法药(小量)	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:魔法药(小量)	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:23] 物品:魔法药(小量)	怪物:23762940僵尸50	地图:H201	X:46	Y:111 
[2024/8/17 17:4:31] 物品:强效太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
[2024/8/17 17:4:31] 物品:强效太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
[2024/8/17 17:4:31] 物品:强效太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
[2024/8/17 17:4:31] 物品:强效太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
[2024/8/17 17:4:31] 物品:强效太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
[2024/8/17 17:4:31] 物品:太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
[2024/8/17 17:4:31] 物品:太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
[2024/8/17 17:4:31] 物品:太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
[2024/8/17 17:4:31] 物品:太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
[2024/8/17 17:4:31] 物品:太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
[2024/8/17 17:4:31] 物品:太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
[2024/8/17 17:4:31] 物品:太阳水	怪物:03B80F10尸王	地图:H201	X:82	Y:74 
