[2024/8/20 9:0:1] 物品:海魂	怪物:18800A80祖玛卫士8	地图:H204	X:36	Y:23 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:3075A9C0尸王8	地图:H201	X:170	Y:59 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:3075A9C0尸王8	地图:H201	X:170	Y:59 
[2024/8/20 9:1:40] 物品:魔力手镯	怪物:3075A9C0尸王8	地图:H201	X:170	Y:59 
[2024/8/20 9:1:40] 物品:野蛮冲撞	怪物:3075A9C0尸王8	地图:H201	X:170	Y:59 
[2024/8/20 9:1:40] 物品:强效太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:太阳水	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效金创药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效金创药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效金创药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效金创药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效金创药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效金创药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效金创药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效金创药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效金创药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效金创药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:40] 物品:强效魔法药	怪物:29AB30F0虹魔蝎卫8	地图:H204	X:66	Y:24 
[2024/8/20 9:1:44] 物品:强效金创药	怪物:28F1CBA0魔龙射手	地图:66	X:129	Y:126 
[2024/8/20 9:1:44] 物品:强效太阳水	怪物:28F1CBA0魔龙射手	地图:66	X:129	Y:126 
[2024/8/20 9:1:45] 物品:强效太阳水	怪物:1ADCE7F0尸王8	地图:H201	X:171	Y:61 
[2024/8/20 9:1:45] 物品:强效太阳水	怪物:1ADCE7F0尸王8	地图:H201	X:171	Y:61 
[2024/8/20 9:1:45] 物品:强效太阳水	怪物:1ADCE7F0尸王8	地图:H201	X:171	Y:61 
[2024/8/20 9:1:45] 物品:强效太阳水	怪物:1ADCE7F0尸王8	地图:H201	X:171	Y:61 
[2024/8/20 9:1:45] 物品:强效太阳水	怪物:1ADCE7F0尸王8	地图:H201	X:171	Y:61 
[2024/8/20 9:1:45] 物品:强效金创药	怪物:1ADCE7F0尸王8	地图:H201	X:171	Y:61 
[2024/8/20 9:1:45] 物品:强效金创药	怪物:1ADCE7F0尸王8	地图:H201	X:171	Y:61 
[2024/8/20 9:1:45] 物品:强效魔法药	怪物:1ADCE7F0尸王8	地图:H201	X:171	Y:61 
[2024/8/20 9:1:45] 物品:强效魔法药	怪物:1ADCE7F0尸王8	地图:H201	X:171	Y:61 
[2024/8/20 9:1:49] 物品:强效太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:太阳水	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效金创药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效金创药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效金创药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效金创药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效金创药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效金创药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效金创药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效金创药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效金创药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效金创药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效魔法药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效魔法药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效魔法药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效魔法药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效魔法药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效魔法药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效魔法药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效魔法药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效魔法药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:49] 物品:强效魔法药	怪物:226AAB30虹魔蝎卫8	地图:H204	X:67	Y:24 
[2024/8/20 9:1:53] 物品:强效太阳水	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:强效太阳水	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:强效太阳水	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:强效太阳水	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:强效太阳水	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:强效金创药	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:强效金创药	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:强效魔法药	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:强效魔法药	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:生铁戒指	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:死神手套	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:凝霜	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:53] 物品:魅力戒指	怪物:29FCAE60尸王8	地图:H201	X:163	Y:56 
[2024/8/20 9:1:57] 物品:爆裂火焰	怪物:2A864120恶灵尸王	地图:H201	X:162	Y:56 
[2024/8/20 9:1:57] 物品:攻杀剑术	怪物:2A864120恶灵尸王	地图:H201	X:162	Y:56 
[2024/8/20 9:1:57] 物品:灵魂火符	怪物:2A864120恶灵尸王	地图:H201	X:162	Y:56 
[2024/8/20 9:1:57] 物品:瞬息移动	怪物:2A864120恶灵尸王	地图:H201	X:162	Y:56 
[2024/8/20 9:1:58] 物品:魔法药(小量)	怪物:2DF864A0僵尸4	地图:H201	X:162	Y:55 
[2024/8/20 9:2:0] 物品:攻击力药水	怪物:216B4760僵尸4	地图:H201	X:160	Y:56 
[2024/8/20 9:2:1] 物品:魔法药(中量)	怪物:18792210祖玛雕像8	地图:H204	X:69	Y:27 
[2024/8/20 9:2:9] 物品:强效太阳水	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:9] 物品:强效太阳水	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:9] 物品:强效太阳水	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:9] 物品:强效太阳水	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:9] 物品:强效太阳水	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:9] 物品:强效金创药	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:9] 物品:强效金创药	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:9] 物品:强效魔法药	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:9] 物品:强效魔法药	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:9] 物品:蛇眼戒指	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:9] 物品:凝霜	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:9] 物品:黑檀手镯	怪物:2D536AB0尸王8	地图:H201	X:157	Y:52 
[2024/8/20 9:2:13] 物品:金创药(小量)	怪物:0517D390僵尸5	地图:H201	X:163	Y:50 
[2024/8/20 9:2:16] 物品:强效太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:强效太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:强效太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:强效太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:强效太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:太阳水	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:金创药(中量)	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:金创药(中量)	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:强效金创药	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:强效金创药	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:强效金创药	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:魔法药(中量)	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:魔法药(中量)	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:强效魔法药	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:强效魔法药	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:16] 物品:强效魔法药	怪物:1F021DB0沃玛卫士8	地图:H204	X:75	Y:25 
[2024/8/20 9:2:20] 物品:金戒指	怪物:0351B800祖玛雕像8	地图:H204	X:74	Y:24 
[2024/8/20 9:2:24] 物品:降妖除魔戒指	怪物:2DEE8640魔龙破甲兵	地图:66	X:135	Y:127 
[2024/8/20 9:2:25] 物品:海魂	怪物:2FB07710祖玛卫士8	地图:H204	X:75	Y:24 
[2024/8/20 9:2:28] 物品:诱惑之光	怪物:2ECAA730僵尸1	地图:H201	X:162	Y:43 
[2024/8/20 9:2:33] 物品:凝霜	怪物:27ED10E0祖玛卫士8	地图:H204	X:78	Y:25 
[2024/8/20 9:2:34] 物品:隐身术	怪物:29977380僵尸1	地图:H201	X:164	Y:43 
[2024/8/20 9:2:40] 物品:魔法药(小量)	怪物:05A3D390稻草人	地图:0	X:92	Y:380 
[2024/8/20 9:2:55] 物品:强效太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:太阳水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效金创药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效金创药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效金创药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效金创药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效金创药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效金创药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效金创药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效金创药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效金创药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效金创药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效魔法药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效魔法药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效魔法药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效魔法药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效魔法药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效魔法药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效魔法药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效魔法药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效魔法药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:强效魔法药	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:攻击神水	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:幽灵项链	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:灵魂战衣(男)	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:灵魂战衣(女)	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:偃月	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:破魂	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:降魔	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:斩马刀	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:修罗	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:骷髅头盔	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:道士头盔	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:蓝翡翠项链	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:放大镜	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:竹笛	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:小手镯	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:魔法手镯	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:黑檀手镯	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:道士手镯	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:死神手套	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:金手镯	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:黑色水晶戒指	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:蛇眼戒指	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:珍珠戒指	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:金戒指	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:骷髅戒指	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:魅力戒指	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:道德戒指	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:降妖除魔戒指	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:55] 物品:珊瑚戒指	怪物:2224AE20沃玛教主	地图:H204	X:77	Y:23 
[2024/8/20 9:2:59] 物品:强效太阳水	怪物:2DCDB650白野猪8	地图:H204	X:71	Y:32 
[2024/8/20 9:2:59] 物品:强效太阳水	怪物:2DCDB650白野猪8	地图:H204	X:71	Y:32 
[2024/8/20 9:2:59] 物品:强效太阳水	怪物:2DCDB650白野猪8	地图:H204	X:71	Y:32 
[2024/8/20 9:2:59] 物品:强效太阳水	怪物:2DCDB650白野猪8	地图:H204	X:71	Y:32 
[2024/8/20 9:2:59] 物品:强效太阳水	怪物:2DCDB650白野猪8	地图:H204	X:71	Y:32 
[2024/8/20 9:2:59] 物品:强效太阳水	怪物:2DCDB650白野猪8	地图:H204	X:71	Y:32 
[2024/8/20 9:2:59] 物品:强效太阳水	怪物:2DCDB650白野猪8	地图:H204	X:71	Y:32 
[2024/8/20 9:2:59] 物品:强效太阳水	怪物:2DCDB650白野猪8	地图:H204	X:71	Y:32 
[2024/8/20 9:2:59] 物品:强效太阳水	怪物:2DCDB650白野猪8	地图:H204	X:71	Y:32 
[2024/8/20 9:2:59] 物品:强效太阳水	怪物:2DCDB650白野猪8	地图:H204	X:71	Y:32 
