[2024/8/19 8:0:11] 物品:瞬息移动	怪物:20AB5A50僵尸5	地图:H201	X:100	Y:58 
[2024/8/19 8:4:51] 物品:攻杀剑术	怪物:234E6BD0恶灵尸王	地图:H201	X:176	Y:45 
[2024/8/19 8:4:57] 物品:强效魔法药	怪物:1A30FCE0魔龙破甲兵	地图:66	X:75	Y:210 
[2024/8/19 8:5:5] 物品:强效金创药	怪物:2A072480魔龙破甲兵2	地图:66	X:76	Y:208 
[2024/8/19 8:5:10] 物品:强效魔法药	怪物:0D4868D0魔龙射手	地图:66	X:77	Y:206 
[2024/8/19 8:5:19] 物品:强效金创药	怪物:28E20D90魔龙射手	地图:66	X:81	Y:204 
[2024/8/19 8:5:19] 物品:兽皮腰带	怪物:28E20D90魔龙射手	地图:66	X:81	Y:204 
[2024/8/19 8:5:19] 物品:灵魂战衣(女)	怪物:28E20D90魔龙射手	地图:66	X:81	Y:204 
[2024/8/19 8:5:51] 物品:金创药(小量)	怪物:26CEEEA0僵尸5	地图:H201	X:172	Y:60 
[2024/8/19 8:5:52] 物品:召唤骷髅	怪物:1C16A1D0僵尸2	地图:D411	X:69	Y:77 
[2024/8/19 8:6:2] 物品:强效太阳水	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:强效太阳水	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:强效太阳水	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:强效太阳水	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:强效太阳水	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:强效金创药	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:强效金创药	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:强效魔法药	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:强效魔法药	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:骷髅戒指	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:黑色水晶戒指	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:道德戒指	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:魔力手镯	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:2] 物品:地狱雷光	怪物:0D7D2E00尸王8	地图:H201	X:162	Y:70 
[2024/8/19 8:6:8] 物品:强效金创药	怪物:20658E90魔龙射手	地图:66	X:83	Y:206 
[2024/8/19 8:6:15] 物品:金创药(小量)	怪物:2A7B4760僵尸4	地图:H201	X:161	Y:76 
[2024/8/19 8:6:15] 物品:精神力药水	怪物:2A7B4760僵尸4	地图:H201	X:161	Y:76 
[2024/8/19 8:6:16] 物品:强效金创药	怪物:1C623380魔龙射手	地图:66	X:86	Y:200 
[2024/8/19 8:6:16] 物品:强效魔法药	怪物:1C623380魔龙射手	地图:66	X:86	Y:200 
[2024/8/19 8:6:16] 物品:黑檀手镯	怪物:1C623380魔龙射手	地图:66	X:86	Y:200 
[2024/8/19 8:6:18] 物品:魔法力药水	怪物:18EAA7F0僵尸5	地图:H201	X:162	Y:77 
[2024/8/19 8:6:25] 物品:强效太阳水	怪物:1BDFBD60尸王8	地图:H201	X:164	Y:76 
[2024/8/19 8:6:25] 物品:强效太阳水	怪物:1BDFBD60尸王8	地图:H201	X:164	Y:76 
[2024/8/19 8:6:25] 物品:强效太阳水	怪物:1BDFBD60尸王8	地图:H201	X:164	Y:76 
[2024/8/19 8:6:25] 物品:强效太阳水	怪物:1BDFBD60尸王8	地图:H201	X:164	Y:76 
[2024/8/19 8:6:25] 物品:强效太阳水	怪物:1BDFBD60尸王8	地图:H201	X:164	Y:76 
[2024/8/19 8:6:25] 物品:强效金创药	怪物:1BDFBD60尸王8	地图:H201	X:164	Y:76 
[2024/8/19 8:6:25] 物品:强效金创药	怪物:1BDFBD60尸王8	地图:H201	X:164	Y:76 
[2024/8/19 8:6:25] 物品:强效魔法药	怪物:1BDFBD60尸王8	地图:H201	X:164	Y:76 
[2024/8/19 8:6:25] 物品:强效魔法药	怪物:1BDFBD60尸王8	地图:H201	X:164	Y:76 
[2024/8/19 8:6:25] 物品:魅力戒指	怪物:1BDFBD60尸王8	地图:H201	X:164	Y:76 
[2024/8/19 8:6:25] 物品:群体治疗术	怪物:1BDFBD60尸王8	地图:H201	X:164	Y:76 
[2024/8/19 8:6:28] 物品:治愈术	怪物:2D9BBD80僵尸4	地图:H201	X:163	Y:74 
[2024/8/19 8:6:31] 物品:金创药(小量)	怪物:27F98BA0僵尸4	地图:H201	X:164	Y:76 
[2024/8/19 8:6:37] 物品:金创药(小量)	怪物:19419830僵尸5	地图:H201	X:169	Y:79 
[2024/8/19 8:6:40] 物品:集体隐身术	怪物:2A329EC0僵尸1	地图:H201	X:168	Y:81 
[2024/8/19 8:6:43] 物品:金创药(小量)	怪物:1C26CED0僵尸5	地图:H201	X:169	Y:81 
[2024/8/19 8:6:45] 物品:强效金创药	怪物:2DB2C8D0魔龙刀兵	地图:66	X:76	Y:201 
[2024/8/19 8:6:45] 物品:隐身术	怪物:296A3ED0僵尸1	地图:H201	X:170	Y:79 
[2024/8/19 8:6:51] 物品:魔法药(小量)	怪物:1EFE3FF0僵尸5	地图:H201	X:169	Y:79 
[2024/8/19 8:7:6] 物品:强效太阳水	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:强效太阳水	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:强效太阳水	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:强效太阳水	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:强效太阳水	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:强效金创药	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:强效金创药	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:强效魔法药	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:强效魔法药	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:道德戒指	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:黑檀手镯	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:困魔咒	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:6] 物品:地狱雷光	怪物:1839C240尸王8	地图:H201	X:157	Y:73 
[2024/8/19 8:7:10] 物品:强效魔法药	怪物:2CB4A150魔龙破甲兵	地图:66	X:71	Y:202 
[2024/8/19 8:7:10] 物品:强效太阳水	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:10] 物品:强效太阳水	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:10] 物品:强效太阳水	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:10] 物品:强效太阳水	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:10] 物品:强效太阳水	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:10] 物品:强效金创药	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:10] 物品:强效金创药	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:10] 物品:强效魔法药	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:10] 物品:强效魔法药	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:10] 物品:骷髅戒指	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:10] 物品:生铁戒指	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:10] 物品:魔力手镯	怪物:28257090尸王8	地图:H201	X:156	Y:72 
[2024/8/19 8:7:17] 物品:强效金创药	怪物:30CE8BF0魔龙射手	地图:66	X:66	Y:206 
[2024/8/19 8:7:17] 物品:凝霜	怪物:30CE8BF0魔龙射手	地图:66	X:66	Y:206 
[2024/8/19 8:7:32] 物品:强效太阳水	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:强效太阳水	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:强效太阳水	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:强效太阳水	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:强效太阳水	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:强效金创药	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:强效金创药	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:强效魔法药	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:强效魔法药	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:骷髅戒指	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:凝霜	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:魔力手镯	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:32] 物品:召唤神兽	怪物:2448DAC0尸王8	地图:H201	X:166	Y:86 
[2024/8/19 8:7:37] 物品:金创药(小量)	怪物:1815D390僵尸5	地图:H201	X:164	Y:86 
[2024/8/19 8:7:48] 物品:强效太阳水	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:强效太阳水	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:强效太阳水	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:强效太阳水	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:强效太阳水	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:强效金创药	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:强效金创药	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:强效魔法药	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:强效魔法药	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:蛇眼戒指	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:魅力戒指	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:蓝翡翠项链	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:黑檀手镯	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:48] 物品:召唤神兽	怪物:2D8B4DF0尸王8	地图:H201	X:171	Y:93 
[2024/8/19 8:7:53] 物品:强效太阳水	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:强效太阳水	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:强效太阳水	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:强效太阳水	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:强效太阳水	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:强效金创药	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:强效金创药	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:强效魔法药	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:强效魔法药	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:黑色水晶戒指	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:珍珠戒指	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:生铁戒指	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:凝霜	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:道德戒指	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:魔力手镯	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:困魔咒	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:53] 物品:魔法盾	怪物:050FC2E0尸王8	地图:H201	X:173	Y:91 
[2024/8/19 8:7:55] 物品:金创药(小量)	怪物:1815D390僵尸5	地图:H201	X:169	Y:91 
[2024/8/19 8:7:59] 物品:灵魂火符	怪物:27922610僵尸2	地图:D411	X:53	Y:15 
[2024/8/19 8:8:1] 物品:强效太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:太阳水	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:金创药(中量)	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:金创药(中量)	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:金创药(中量)	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效金创药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效金创药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效金创药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:魔法药(中量)	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:魔法药(中量)	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:魔法药(中量)	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效魔法药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效魔法药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效魔法药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效金创药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效金创药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效金创药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效金创药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效金创药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效金创药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效魔法药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效魔法药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效魔法药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效魔法药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效魔法药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:强效魔法药	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:1] 物品:天珠项链	怪物:28F31CB0白野猪8	地图:H204	X:56	Y:45 
[2024/8/19 8:8:4] 物品:太阳水	怪物:29156190祖玛弓箭手8	地图:H204	X:58	Y:44 
[2024/8/19 8:8:5] 物品:金创药(小量)	怪物:2441E560僵尸5	地图:H201	X:174	Y:101 
[2024/8/19 8:8:8] 物品:海魂	怪物:246345E0祖玛卫士8	地图:H204	X:52	Y:42 
[2024/8/19 8:8:9] 物品:放大镜	怪物:2379A380魔龙破甲兵	地图:66	X:63	Y:203 
[2024/8/19 8:8:9] 物品:苹果	怪物:2379A380魔龙破甲兵	地图:66	X:63	Y:203 
[2024/8/19 8:8:14] 物品:太阳水	怪物:1F1D59E0僵尸5	地图:H201	X:175	Y:104 
[2024/8/19 8:8:15] 物品:强效太阳水	怪物:23D25F60祖玛雕像8	地图:H204	X:52	Y:43 
[2024/8/19 8:8:15] 物品:强效太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:太阳水	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:金创药(中量)	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:金创药(中量)	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:金创药(中量)	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效金创药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效金创药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效金创药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:魔法药(中量)	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:魔法药(中量)	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:魔法药(中量)	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效魔法药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效魔法药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效魔法药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效金创药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效金创药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效金创药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效金创药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效金创药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效金创药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效魔法药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效魔法药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效魔法药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效魔法药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效魔法药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:强效魔法药	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:小手镯	怪物:05DB3D20白野猪8	地图:H204	X:61	Y:38 
[2024/8/19 8:8:15] 物品:金创药(中量)	怪物:2A822FD0祖玛雕像8	地图:H204	X:62	Y:38 
[2024/8/19 8:8:15] 物品:灵魂战衣(女)	怪物:2A822FD0祖玛雕像8	地图:H204	X:62	Y:38 
[2024/8/19 8:8:16] 物品:修罗	怪物:1809C7C0祖玛卫士8	地图:H204	X:60	Y:38 
[2024/8/19 8:8:16] 物品:放大镜	怪物:1809C7C0祖玛卫士8	地图:H204	X:60	Y:38 
[2024/8/19 8:8:16] 物品:魅力戒指	怪物:1809C7C0祖玛卫士8	地图:H204	X:60	Y:38 
[2024/8/19 8:8:18] 物品:凤凰明珠	怪物:288AC0F0祖玛雕像8	地图:H204	X:60	Y:39 
[2024/8/19 8:8:25] 物品:强效太阳水	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:25] 物品:强效太阳水	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:25] 物品:强效太阳水	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:25] 物品:强效太阳水	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:25] 物品:强效太阳水	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:25] 物品:强效金创药	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:25] 物品:强效金创药	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:25] 物品:强效魔法药	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:25] 物品:强效魔法药	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:25] 物品:珍珠戒指	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:25] 物品:蓝翡翠项链	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:25] 物品:魔力手镯	怪物:2A64EC10尸王8	地图:H201	X:183	Y:109 
[2024/8/19 8:8:26] 物品:强效太阳水	怪物:1C2D2540白野猪8	地图:H204	X:64	Y:34 
[2024/8/19 8:8:26] 物品:强效太阳水	怪物:1C2D2540白野猪8	地图:H204	X:64	Y:34 
[2024/8/19 8:8:26] 物品:强效太阳水	怪物:1C2D2540白野猪8	地图:H204	X:64	Y:34 
[2024/8/19 8:8:26] 物品:强效太阳水	怪物:1C2D2540白野猪8	地图:H204	X:64	Y:34 
[2024/8/19 8:8:26] 物品:强效太阳水	怪物:1C2D2540白野猪8	地图:H204	X:64	Y:34 
[2024/8/19 8:8:26] 物品:强效太阳水	怪物:1C2D2540白野猪8	地图:H204	X:64	Y:34 
[2024/8/19 8:8:26] 物品:强效太阳水	怪物:1C2D2540白野猪8	地图:H204	X:64	Y:34 
[2024/8/19 8:8:26] 物品:强效太阳水	怪物:1C2D2540白野猪8	地图:H204	X:64	Y:34 
