[2024/8/16 21:0:11] 物品:皮制手套	怪物:184849B0骷髅战士	地图:D001	X:322	Y:315 
[2024/8/16 21:56:49] 物品:金创药(中量)	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:强效金创药	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:强效金创药	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:魔法药(中量)	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:魔法药(中量)	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:魔法药(中量)	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:强效魔法药	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:强效魔法药	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:黑色水晶戒指	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:蓝色水晶戒指	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:道士手镯	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:黑檀手镯	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:魔力手镯	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:心灵启示	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:雷电术	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:大火球	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:瞬息移动	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:抗拒火环	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:精神力战法	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:治愈术	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:基本剑术	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:火球术	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:53] 物品:强效太阳水	怪物:28832FA0尸王8	地图:H201	X:20	Y:103 
[2024/8/16 21:56:53] 物品:强效太阳水	怪物:28832FA0尸王8	地图:H201	X:20	Y:103 
[2024/8/16 21:56:53] 物品:强效太阳水	怪物:28832FA0尸王8	地图:H201	X:20	Y:103 
[2024/8/16 21:56:53] 物品:强效太阳水	怪物:28832FA0尸王8	地图:H201	X:20	Y:103 
[2024/8/16 21:56:53] 物品:强效太阳水	怪物:28832FA0尸王8	地图:H201	X:20	Y:103 
[2024/8/16 21:56:53] 物品:强效金创药	怪物:28832FA0尸王8	地图:H201	X:20	Y:103 
[2024/8/16 21:56:53] 物品:强效金创药	怪物:28832FA0尸王8	地图:H201	X:20	Y:103 
[2024/8/16 21:56:53] 物品:强效魔法药	怪物:28832FA0尸王8	地图:H201	X:20	Y:103 
[2024/8/16 21:56:53] 物品:强效魔法药	怪物:28832FA0尸王8	地图:H201	X:20	Y:103 
[2024/8/16 21:56:53] 物品:死神手套	怪物:28832FA0尸王8	地图:H201	X:20	Y:103 
[2024/8/16 21:56:53] 物品:凝霜	怪物:28832FA0尸王8	地图:H201	X:20	Y:103 
[2024/8/16 21:57:0] 物品:强效太阳水	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:0] 物品:强效太阳水	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:0] 物品:强效太阳水	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:0] 物品:强效太阳水	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:0] 物品:强效太阳水	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:0] 物品:强效金创药	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:0] 物品:强效金创药	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:0] 物品:强效魔法药	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:0] 物品:强效魔法药	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:0] 物品:黑色水晶戒指	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:0] 物品:死神手套	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:0] 物品:黑檀手镯	怪物:279E9EC0尸王8	地图:H201	X:27	Y:102 
[2024/8/16 21:57:1] 物品:魔法药(小量)	怪物:03805560稻草人	地图:0	X:277	Y:577 
[2024/8/16 21:57:1] 物品:短剑	怪物:182B0260骷髅战将	地图:D003	X:101	Y:111 
[2024/8/16 21:57:2] 物品:攻杀剑术	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:瞬息移动	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:雷电术	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:抗拒火环	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:精神力战法	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:火球术	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:治愈术	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:基本剑术	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:蓝色水晶戒指	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:魔鬼项链	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:琥珀项链	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:灯笼项链	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:铁剑	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:短剑	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:轻型盔甲(男)	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:轻型盔甲(女)	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:青铜斧	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:黑檀项链	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:黄色水晶项链	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:黑色水晶项链	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:青铜头盔	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:2] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:20	Y:97 
[2024/8/16 21:57:3] 物品:攻击力药水	怪物:28884F70僵尸4	地图:H201	X:29	Y:103 
[2024/8/16 21:57:11] 物品:攻杀剑术	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:灵魂火符	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:地狱火	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:抗拒火环	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:精神力战法	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:火球术	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:治愈术	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:基本剑术	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:八荒	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:凌风	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:蓝色水晶戒指	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:凤凰明珠	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:铁剑	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:短剑	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:轻型盔甲(男)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:轻型盔甲(女)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:青铜斧	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:黑檀项链	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:黄色水晶项链	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:黑色水晶项链	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:青铜头盔	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:11] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:大火球	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:瞬息移动	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:地狱火	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:诱惑之光	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:抗拒火环	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:精神力战法	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:火球术	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:治愈术	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:基本剑术	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:半月	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:海魂	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:凌风	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:蓝色水晶戒指	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:琥珀项链	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:坚固手套	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:铁剑	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:短剑	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:轻型盔甲(男)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:轻型盔甲(女)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:中型盔甲(男)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:青铜斧	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:黑檀项链	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:黄色水晶项链	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:黑色水晶项链	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:青铜头盔	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:金创药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:22] 物品:魔法药(小量)	怪物:27BAFFB0僵尸50	地图:H201	X:19	Y:98 
[2024/8/16 21:57:43] 物品:蓝翡翠项链	怪物:284FEAB0黑野猪8	地图:H002	X:128	Y:200 
[2024/8/16 21:57:54] 物品:金创药(小量)	怪物:1C1F8A10骷髅0	地图:D001	X:357	Y:366 
[2024/8/16 21:57:54] 物品:金创药(小量)	怪物:1C1F8A10骷髅0	地图:D001	X:357	Y:366 
[2024/8/16 21:57:54] 物品:金创药(小量)	怪物:1C1F8A10骷髅0	地图:D001	X:357	Y:366 
[2024/8/16 21:57:54] 物品:金创药(小量)	怪物:1C1F8A10骷髅0	地图:D001	X:357	Y:366 
[2024/8/16 21:57:54] 物品:魔法药(小量)	怪物:1C1F8A10骷髅0	地图:D001	X:357	Y:366 
[2024/8/16 21:57:54] 物品:魔法药(小量)	怪物:1C1F8A10骷髅0	地图:D001	X:357	Y:366 
[2024/8/16 21:57:54] 物品:魔法药(小量)	怪物:1C1F8A10骷髅0	地图:D001	X:357	Y:366 
[2024/8/16 21:57:54] 物品:魔法药(小量)	怪物:1C1F8A10骷髅0	地图:D001	X:357	Y:366 
[2024/8/16 21:57:57] 物品:精神力药水	怪物:30D88540僵尸2	地图:D401	X:46	Y:67 
[2024/8/16 21:58:5] 物品:魔法药(中量)	怪物:18D46B50骷髅战将	地图:D003	X:103	Y:96 
[2024/8/16 21:58:18] 物品:魔法药(小量)	怪物:18EF9B60骷髅战士	地图:D001	X:90	Y:47 
[2024/8/16 21:58:33] 物品:金创药(小量)	怪物:3104B140僵尸3	地图:D401	X:44	Y:37 
[2024/8/16 21:58:44] 物品:半月	怪物:18D5E480掷斧骷髅	地图:D003	X:94	Y:97 
[2024/8/16 21:58:45] 物品:金创药(小量)	怪物:18782E00山洞蝙蝠	地图:D001	X:80	Y:40 
[2024/8/16 21:58:49] 物品:布衣(女)	怪物:19EC97B0钉耙猫	地图:0	X:308	Y:519 
[2024/8/16 21:59:0] 物品:攻击力药水	怪物:18F18200骷髅战将	地图:D003	X:75	Y:90 
[2024/8/16 21:59:5] 物品:金创药(中量)	怪物:15AD4780骷髅战士0	地图:D001	X:79	Y:37 
[2024/8/16 21:59:5] 物品:金创药(中量)	怪物:15AD4780骷髅战士0	地图:D001	X:79	Y:37 
[2024/8/16 21:59:5] 物品:金创药(中量)	怪物:15AD4780骷髅战士0	地图:D001	X:79	Y:37 
[2024/8/16 21:59:5] 物品:金创药(中量)	怪物:15AD4780骷髅战士0	地图:D001	X:79	Y:37 
[2024/8/16 21:59:5] 物品:魔法药(中量)	怪物:15AD4780骷髅战士0	地图:D001	X:79	Y:37 
[2024/8/16 21:59:5] 物品:魔法药(中量)	怪物:15AD4780骷髅战士0	地图:D001	X:79	Y:37 
[2024/8/16 21:59:5] 物品:魔法药(中量)	怪物:15AD4780骷髅战士0	地图:D001	X:79	Y:37 
[2024/8/16 21:59:5] 物品:魔法药(中量)	怪物:15AD4780骷髅战士0	地图:D001	X:79	Y:37 
[2024/8/16 21:59:7] 物品:金创药(中量)	怪物:1844BD80骷髅战士0	地图:D003	X:74	Y:90 
[2024/8/16 21:59:7] 物品:金创药(中量)	怪物:1844BD80骷髅战士0	地图:D003	X:74	Y:90 
[2024/8/16 21:59:7] 物品:金创药(中量)	怪物:1844BD80骷髅战士0	地图:D003	X:74	Y:90 
[2024/8/16 21:59:7] 物品:金创药(中量)	怪物:1844BD80骷髅战士0	地图:D003	X:74	Y:90 
[2024/8/16 21:59:7] 物品:魔法药(中量)	怪物:1844BD80骷髅战士0	地图:D003	X:74	Y:90 
[2024/8/16 21:59:7] 物品:魔法药(中量)	怪物:1844BD80骷髅战士0	地图:D003	X:74	Y:90 
[2024/8/16 21:59:7] 物品:魔法药(中量)	怪物:1844BD80骷髅战士0	地图:D003	X:74	Y:90 
[2024/8/16 21:59:7] 物品:魔法药(中量)	怪物:1844BD80骷髅战士0	地图:D003	X:74	Y:90 
[2024/8/16 21:59:10] 物品:回城卷	怪物:19004C00山洞蝙蝠0	地图:D003	X:74	Y:88 
[2024/8/16 21:59:10] 物品:回城卷	怪物:19004C00山洞蝙蝠0	地图:D003	X:74	Y:88 
[2024/8/16 21:59:10] 物品:回城卷	怪物:19004C00山洞蝙蝠0	地图:D003	X:74	Y:88 
[2024/8/16 21:59:10] 物品:回城卷	怪物:19004C00山洞蝙蝠0	地图:D003	X:74	Y:88 
[2024/8/16 21:59:10] 物品:回城卷	怪物:19004C00山洞蝙蝠0	地图:D003	X:74	Y:88 
[2024/8/16 21:59:26] 物品:魔法药(小量)	怪物:0DA9A670山洞蝙蝠	地图:D001	X:69	Y:21 
[2024/8/16 21:59:30] 物品:金创药(小量)	怪物:188910C0骷髅战士	地图:D002	X:344	Y:362 
[2024/8/16 21:59:33] 物品:魔法力药水	怪物:190D3B70骷髅	地图:D003	X:79	Y:81 
[2024/8/16 21:59:36] 物品:爆裂火焰	怪物:277BFCE0僵尸1	地图:H201	X:41	Y:90 
[2024/8/16 21:59:45] 物品:神圣战甲术	怪物:2881F900恶灵尸王	地图:H201	X:35	Y:91 
[2024/8/16 21:59:45] 物品:爆裂火焰	怪物:2881F900恶灵尸王	地图:H201	X:35	Y:91 
[2024/8/16 21:59:45] 物品:雷电术	怪物:2881F900恶灵尸王	地图:H201	X:35	Y:91 
[2024/8/16 21:59:45] 物品:地狱火	怪物:2881F900恶灵尸王	地图:H201	X:35	Y:91 
[2024/8/16 21:59:52] 物品:黑色水晶项链	怪物:1E099790骷髅战将	地图:D003	X:79	Y:81 
[2024/8/16 21:59:52] 物品:精神力战法	怪物:27789D10僵尸1	地图:H201	X:35	Y:96 
[2024/8/16 21:59:58] 物品:金创药(小量)	怪物:18790BE0山洞蝙蝠	地图:D001	X:62	Y:19 
