[2024/8/20 10:0:1] 物品:金创药(中量)	怪物:1BD6CED0祖玛弓箭手	地图:H204	X:44	Y:43 
[2024/8/20 10:1:15] 物品:强效太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:太阳水	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:金创药(中量)	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:金创药(中量)	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:金创药(中量)	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效金创药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效金创药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效金创药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:魔法药(中量)	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:魔法药(中量)	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:魔法药(中量)	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效魔法药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效魔法药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效魔法药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效金创药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效金创药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效金创药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效金创药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效金创药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效金创药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效魔法药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效魔法药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效魔法药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效魔法药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效魔法药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:强效魔法药	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:15] 物品:道德戒指	怪物:3098CD90白野猪8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:16] 物品:攻杀剑术	怪物:0DC5FF70僵尸40	地图:H201	X:62	Y:174 
[2024/8/20 10:1:16] 物品:地狱火	怪物:0DC5FF70僵尸40	地图:H201	X:62	Y:174 
[2024/8/20 10:1:16] 物品:抗拒火环	怪物:0DC5FF70僵尸40	地图:H201	X:62	Y:174 
[2024/8/20 10:1:16] 物品:精神力战法	怪物:0DC5FF70僵尸40	地图:H201	X:62	Y:174 
[2024/8/20 10:1:16] 物品:火球术	怪物:0DC5FF70僵尸40	地图:H201	X:62	Y:174 
[2024/8/20 10:1:16] 物品:治愈术	怪物:0DC5FF70僵尸40	地图:H201	X:62	Y:174 
[2024/8/20 10:1:16] 物品:基本剑术	怪物:0DC5FF70僵尸40	地图:H201	X:62	Y:174 
[2024/8/20 10:1:16] 物品:蓝色水晶戒指	怪物:0DC5FF70僵尸40	地图:H201	X:62	Y:174 
[2024/8/20 10:1:16] 物品:凤凰明珠	怪物:0DC5FF70僵尸40	地图:H201	X:62	Y:174 
[2024/8/20 10:1:16] 物品:金创药(小量)	怪物:0DC5FF70僵尸40	地图:H201	X:62	Y:174 
[2024/8/20 10:1:17] 物品:强效太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:太阳水	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:金创药(中量)	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:金创药(中量)	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:金创药(中量)	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效金创药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效金创药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效金创药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:魔法药(中量)	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:魔法药(中量)	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:魔法药(中量)	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效魔法药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效魔法药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效魔法药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效金创药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效金创药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效金创药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效金创药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效金创药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效金创药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效魔法药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效魔法药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效魔法药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效魔法药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效魔法药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:强效魔法药	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:17] 物品:珍珠戒指	怪物:2C0EDF00虹魔猪卫8	地图:H204	X:21	Y:25 
[2024/8/20 10:1:20] 物品:魔法药(小量)	怪物:18BF9100僵尸5	地图:H201	X:69	Y:172 
[2024/8/20 10:1:20] 物品:太阳水	怪物:18BF9100僵尸5	地图:H201	X:69	Y:172 
[2024/8/20 10:1:23] 物品:金创药(小量)	怪物:1DD4AA40僵尸5	地图:H201	X:70	Y:176 
[2024/8/20 10:1:23] 物品:隐身术	怪物:1DD4AA40僵尸5	地图:H201	X:70	Y:176 
[2024/8/20 10:1:37] 物品:金创药(小量)	怪物:183E6B50僵尸5	地图:H201	X:63	Y:157 
[2024/8/20 10:1:41] 物品:强效太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:疗伤药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:疗伤药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:疗伤药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:疗伤药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:疗伤药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:疗伤药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:疗伤药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:太阳水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:金创药(中量)	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:金创药(中量)	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效金创药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效金创药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效金创药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:魔法药(中量)	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:魔法药(中量)	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效魔法药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效魔法药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效魔法药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效金创药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效金创药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效金创药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效金创药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效金创药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效魔法药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效魔法药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效魔法药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效魔法药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:强效魔法药	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:魔法力药水	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:黑铁头盔(封印)	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:红宝石戒指	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:幽灵战衣(女)	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:灵魂战衣(男)	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:偃月	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:破魂	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:降魔	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:斩马刀	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:修罗	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:骷髅头盔	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:道士头盔	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:蓝翡翠项链	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:放大镜	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:竹笛	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:小手镯	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:魔法手镯	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:黑檀手镯	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:道士手镯	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:死神手套	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:金手镯	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:黑色水晶戒指	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:蛇眼戒指	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:珍珠戒指	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:金戒指	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:骷髅戒指	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:魅力戒指	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:道德戒指	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:降妖除魔戒指	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:41] 物品:珊瑚戒指	怪物:1F13BD60虹魔教主8	地图:H204	X:37	Y:23 
[2024/8/20 10:1:43] 物品:强效太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:强效太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:强效太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:强效太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:强效太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:太阳水	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:金创药(中量)	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:金创药(中量)	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:强效金创药	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:强效金创药	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:强效金创药	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:魔法药(中量)	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:魔法药(中量)	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:强效魔法药	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:强效魔法药	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:强效魔法药	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:魔力手镯	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:野蛮冲撞	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:困魔咒	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:43] 物品:刺杀剑术	怪物:2DD70C00沃玛卫士8	地图:H204	X:37	Y:22 
[2024/8/20 10:1:45] 物品:魔法药(小量)	怪物:0D5CDE20僵尸5	地图:H201	X:62	Y:159 
[2024/8/20 10:1:45] 物品:太阳水	怪物:0D5CDE20僵尸5	地图:H201	X:62	Y:159 
[2024/8/20 10:1:48] 物品:强效太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:强效太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:强效太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:强效太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:强效太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:太阳水	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:金创药(中量)	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:金创药(中量)	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:强效金创药	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:强效金创药	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
[2024/8/20 10:1:48] 物品:强效金创药	怪物:1E3F9B60沃玛卫士8	地图:H204	X:43	Y:16 
