[2024/8/21 0:0:0] 物品:魔法药(小量)	怪物:2334F420僵尸5	地图:H201	X:77	Y:73 
[2024/8/21 0:3:10] 物品:强效金创药	怪物:246F6520邪恶钳虫8	地图:H004	X:174	Y:109 
[2024/8/21 0:3:10] 物品:强效金创药	怪物:246F6520邪恶钳虫8	地图:H004	X:174	Y:109 
[2024/8/21 0:3:10] 物品:强效金创药	怪物:246F6520邪恶钳虫8	地图:H004	X:174	Y:109 
[2024/8/21 0:3:10] 物品:强效金创药	怪物:246F6520邪恶钳虫8	地图:H004	X:174	Y:109 
[2024/8/21 0:3:10] 物品:强效魔法药	怪物:246F6520邪恶钳虫8	地图:H004	X:174	Y:109 
[2024/8/21 0:3:10] 物品:强效魔法药	怪物:246F6520邪恶钳虫8	地图:H004	X:174	Y:109 
[2024/8/21 0:3:10] 物品:强效魔法药	怪物:246F6520邪恶钳虫8	地图:H004	X:174	Y:109 
[2024/8/21 0:3:10] 物品:强效魔法药	怪物:246F6520邪恶钳虫8	地图:H004	X:174	Y:109 
[2024/8/21 0:3:10] 物品:强效魔法药	怪物:246F6520邪恶钳虫8	地图:H004	X:174	Y:109 
[2024/8/21 0:3:10] 物品:凌风	怪物:246F6520邪恶钳虫8	地图:H004	X:174	Y:109 
[2024/8/21 0:3:10] 物品:困魔咒	怪物:246F6520邪恶钳虫8	地图:H004	X:174	Y:109 
[2024/8/21 0:3:13] 物品:斩马刀	怪物:266B0B60祖玛弓箭手8	地图:H204	X:79	Y:27 
[2024/8/21 0:3:14] 物品:强效太阳水	怪物:2B6970E0牛魔将军8	地图:H010	X:343	Y:358 
[2024/8/21 0:3:14] 物品:强效魔法药	怪物:2B6970E0牛魔将军8	地图:H010	X:343	Y:358 
[2024/8/21 0:3:14] 物品:精神力药水	怪物:2B6970E0牛魔将军8	地图:H010	X:343	Y:358 
[2024/8/21 0:3:14] 物品:金戒指	怪物:2AE8B530牛魔法师8	地图:H010	X:343	Y:361 
[2024/8/21 0:3:15] 物品:魔法药(小量)	怪物:250AA6A0僵尸5	地图:H201	X:100	Y:32 
[2024/8/21 0:3:20] 物品:珍珠戒指	怪物:2B287940祖玛卫士8	地图:H204	X:80	Y:23 
[2024/8/21 0:3:21] 物品:强效太阳水	怪物:25762410牛魔祭司0	地图:H010	X:337	Y:364 
[2024/8/21 0:3:21] 物品:强效太阳水	怪物:25762410牛魔祭司0	地图:H010	X:337	Y:364 
[2024/8/21 0:3:21] 物品:太阳水	怪物:25762410牛魔祭司0	地图:H010	X:337	Y:364 
[2024/8/21 0:3:21] 物品:金手镯	怪物:25762410牛魔祭司0	地图:H010	X:337	Y:364 
[2024/8/21 0:3:21] 物品:太阳水	怪物:28D7EAF0祖玛卫士8	地图:H204	X:81	Y:23 
[2024/8/21 0:3:22] 物品:强效太阳水	怪物:24BF7670祖玛卫士8	地图:H204	X:82	Y:23 
[2024/8/21 0:3:22] 物品:凤凰明珠	怪物:24BF7670祖玛卫士8	地图:H204	X:82	Y:23 
[2024/8/21 0:3:22] 物品:魔法手镯	怪物:24BF7670祖玛卫士8	地图:H204	X:82	Y:23 
[2024/8/21 0:3:26] 物品:金戒指	怪物:25F68830牛魔法师8	地图:H010	X:332	Y:366 
[2024/8/21 0:3:26] 物品:偃月	怪物:25F68830牛魔法师8	地图:H010	X:332	Y:366 
[2024/8/21 0:3:29] 物品:强效太阳水	怪物:23A63200祖玛弓箭手8	地图:H204	X:74	Y:22 
[2024/8/21 0:3:31] 物品:强效魔法药	怪物:28E02E10魔龙破甲兵	地图:66	X:79	Y:256 
[2024/8/21 0:3:31] 物品:道德戒指	怪物:28E02E10魔龙破甲兵	地图:66	X:79	Y:256 
[2024/8/21 0:3:33] 物品:道士头盔	怪物:246615C0祖玛弓箭手8	地图:H204	X:72	Y:29 
[2024/8/21 0:3:33] 物品:琥珀项链	怪物:246615C0祖玛弓箭手8	地图:H204	X:72	Y:29 
[2024/8/21 0:3:36] 物品:强效太阳水	怪物:257A61C0牛魔祭司0	地图:H010	X:334	Y:373 
[2024/8/21 0:3:36] 物品:强效太阳水	怪物:257A61C0牛魔祭司0	地图:H010	X:334	Y:373 
[2024/8/21 0:3:36] 物品:强效太阳水	怪物:257A61C0牛魔祭司0	地图:H010	X:334	Y:373 
[2024/8/21 0:3:36] 物品:太阳水	怪物:257A61C0牛魔祭司0	地图:H010	X:334	Y:373 
[2024/8/21 0:3:36] 物品:太阳水	怪物:257A61C0牛魔祭司0	地图:H010	X:334	Y:373 
[2024/8/21 0:3:36] 物品:太阳水	怪物:257A61C0牛魔祭司0	地图:H010	X:334	Y:373 
[2024/8/21 0:3:36] 物品:思贝儿手镯	怪物:257A61C0牛魔祭司0	地图:H010	X:334	Y:373 
[2024/8/21 0:3:38] 物品:太阳水	怪物:24ED1640祖玛雕像8	地图:H204	X:67	Y:29 
[2024/8/21 0:3:40] 物品:魔法长袍(男)	怪物:25F4E2A0牛魔法师8	地图:H010	X:331	Y:375 
[2024/8/21 0:3:41] 物品:金创药(小量)	怪物:2328DA90僵尸5	地图:H201	X:100	Y:35 
[2024/8/21 0:3:45] 物品:强效太阳水	怪物:2AC3B190牛魔将军8	地图:H010	X:330	Y:377 
[2024/8/21 0:3:45] 物品:海魂	怪物:24717BB0祖玛弓箭手8	地图:H204	X:65	Y:32 
[2024/8/21 0:3:45] 物品:金手镯	怪物:24717BB0祖玛弓箭手8	地图:H204	X:65	Y:32 
[2024/8/21 0:3:49] 物品:八荒	怪物:24C7E4D0祖玛弓箭手8	地图:H204	X:58	Y:39 
[2024/8/21 0:3:49] 物品:金手镯	怪物:24C7E4D0祖玛弓箭手8	地图:H204	X:58	Y:39 
[2024/8/21 0:3:50] 物品:魔法药(小量)	怪物:2C4C9610僵尸5	地图:H201	X:111	Y:18 
[2024/8/21 0:3:53] 物品:强效太阳水	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:53] 物品:强效太阳水	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:53] 物品:强效太阳水	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:53] 物品:强效太阳水	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:53] 物品:强效太阳水	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:53] 物品:强效金创药	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:53] 物品:强效金创药	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:53] 物品:强效魔法药	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:53] 物品:强效魔法药	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:53] 物品:黑色水晶戒指	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:53] 物品:生铁戒指	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:53] 物品:魔力手镯	怪物:23380E90尸王8	地图:H201	X:111	Y:17 
[2024/8/21 0:3:55] 物品:强效金创药	怪物:2AD53600牛魔法师8	地图:H010	X:322	Y:384 
[2024/8/21 0:4:2] 物品:金创药(小量)	怪物:24BF6040僵尸5	地图:H201	X:112	Y:14 
[2024/8/21 0:4:4] 物品:强效太阳水	怪物:25983810牛魔将军0	地图:H010	X:318	Y:378 
[2024/8/21 0:4:4] 物品:强效太阳水	怪物:25983810牛魔将军0	地图:H010	X:318	Y:378 
[2024/8/21 0:4:4] 物品:太阳水	怪物:25983810牛魔将军0	地图:H010	X:318	Y:378 
[2024/8/21 0:4:4] 物品:太阳水	怪物:25983810牛魔将军0	地图:H010	X:318	Y:378 
[2024/8/21 0:4:4] 物品:太阳水	怪物:25983810牛魔将军0	地图:H010	X:318	Y:378 
[2024/8/21 0:4:4] 物品:阎罗手套	怪物:25983810牛魔将军0	地图:H010	X:318	Y:378 
[2024/8/21 0:4:4] 物品:银蛇	怪物:25983810牛魔将军0	地图:H010	X:318	Y:378 
[2024/8/21 0:4:10] 物品:施毒术	怪物:2BED75E0僵尸1	地图:H201	X:105	Y:11 
[2024/8/21 0:4:12] 物品:强效太阳水	怪物:25A6D160牛魔将军0	地图:H010	X:313	Y:375 
[2024/8/21 0:4:12] 物品:太阳水	怪物:25A6D160牛魔将军0	地图:H010	X:313	Y:375 
[2024/8/21 0:4:12] 物品:太阳水	怪物:25A6D160牛魔将军0	地图:H010	X:313	Y:375 
[2024/8/21 0:4:12] 物品:龙之手镯	怪物:25A6D160牛魔将军0	地图:H010	X:313	Y:375 
[2024/8/21 0:4:12] 物品:幽灵战衣(男)	怪物:25A6D160牛魔将军0	地图:H010	X:313	Y:375 
[2024/8/21 0:4:14] 物品:强效太阳水	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:强效太阳水	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:强效太阳水	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:强效太阳水	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:强效太阳水	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:强效金创药	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:强效金创药	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:强效魔法药	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:强效魔法药	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:蛇眼戒指	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:珍珠戒指	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:魅力戒指	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:蓝翡翠项链	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:黑檀手镯	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:14] 物品:魔力手镯	怪物:233C6BA0尸王8	地图:H201	X:104	Y:10 
[2024/8/21 0:4:15] 物品:重盔甲(男)	怪物:2B3B4800祖玛卫士8	地图:H204	X:35	Y:36 
[2024/8/21 0:4:15] 物品:魅力戒指	怪物:2B3B4800祖玛卫士8	地图:H204	X:35	Y:36 
[2024/8/21 0:4:18] 物品:白色虎齿项链	怪物:2ABEB100牛魔法师8	地图:H010	X:306	Y:368 
[2024/8/21 0:4:18] 物品:生铁戒指	怪物:2BD4DB10牛魔法师8	地图:H010	X:306	Y:366 
[2024/8/21 0:4:18] 物品:强效魔法药	怪物:28BB77D0魔龙血蛙	地图:66	X:76	Y:229 
[2024/8/21 0:4:19] 物品:强效金创药	怪物:24D790D0祖玛弓箭手8	地图:H204	X:28	Y:30 
[2024/8/21 0:4:25] 物品:金创药(小量)	怪物:2448C590僵尸5	地图:H201	X:121	Y:19 
[2024/8/21 0:4:30] 物品:强效太阳水	怪物:25CEEF20牛魔祭司8	地图:H010	X:308	Y:360 
[2024/8/21 0:4:30] 物品:魔法力药水	怪物:25CEEF20牛魔祭司8	地图:H010	X:308	Y:360 
[2024/8/21 0:4:31] 物品:金创药(中量)	怪物:234C1D30祖玛卫士8	地图:H204	X:39	Y:22 
[2024/8/21 0:4:31] 物品:太阳水	怪物:234C1D30祖玛卫士8	地图:H204	X:39	Y:22 
[2024/8/21 0:4:31] 物品:斩马刀	怪物:234C1D30祖玛卫士8	地图:H204	X:39	Y:22 
[2024/8/21 0:4:31] 物品:强效金创药	怪物:28C45FE0魔龙破甲兵	地图:66	X:69	Y:226 
[2024/8/21 0:4:37] 物品:偃月	怪物:2AE4FCA0牛魔法师8	地图:H010	X:298	Y:355 
[2024/8/21 0:4:40] 物品:魔法手镯	怪物:234AE480祖玛雕像8	地图:H204	X:26	Y:19 
[2024/8/21 0:4:43] 物品:强效太阳水	怪物:25C88400牛魔祭司8	地图:H010	X:297	Y:361 
[2024/8/21 0:4:43] 物品:强效太阳水	怪物:25C88400牛魔祭司8	地图:H010	X:297	Y:361 
[2024/8/21 0:4:43] 物品:强效太阳水	怪物:25C88400牛魔祭司8	地图:H010	X:297	Y:361 
[2024/8/21 0:4:43] 物品:魅力戒指	怪物:28DDC420祖玛卫士8	地图:H204	X:25	Y:21 
[2024/8/21 0:4:48] 物品:魔法药(小量)	怪物:23571530僵尸5	地图:H201	X:130	Y:25 
[2024/8/21 0:4:52] 物品:强效魔法药	怪物:25537500牛魔将军8	地图:H010	X:291	Y:359 
[2024/8/21 0:4:53] 物品:金创药(小量)	怪物:2448C590僵尸5	地图:H201	X:127	Y:25 
[2024/8/21 0:4:53] 物品:集体隐身术	怪物:2448C590僵尸5	地图:H201	X:127	Y:25 
[2024/8/21 0:4:58] 物品:强效魔法药	怪物:28F14F30魔龙射手	地图:66	X:66	Y:222 
[2024/8/21 0:4:59] 物品:强效魔法药	怪物:25C35120牛魔将军8	地图:H010	X:287	Y:365 
[2024/8/21 0:4:59] 物品:思贝儿手镯	怪物:25C35120牛魔将军8	地图:H010	X:287	Y:365 
[2024/8/21 0:5:0] 物品:太阳水	怪物:25E97AD0牛魔将军8	地图:H010	X:289	Y:369 
[2024/8/21 0:5:0] 物品:强效金创药	怪物:25E97AD0牛魔将军8	地图:H010	X:289	Y:369 
[2024/8/21 0:5:0] 物品:偃月	怪物:25E97AD0牛魔将军8	地图:H010	X:289	Y:369 
[2024/8/21 0:5:0] 物品:白色虎齿项链	怪物:25E97AD0牛魔将军8	地图:H010	X:289	Y:369 
[2024/8/21 0:5:1] 物品:金创药(小量)	怪物:244AFE70僵尸4	地图:H201	X:112	Y:17 
[2024/8/21 0:5:2] 物品:金戒指	怪物:25002130祖玛弓箭手8	地图:H204	X:22	Y:36 
[2024/8/21 0:5:8] 物品:重盔甲(男)	怪物:232A3D90牛魔法师8	地图:H010	X:276	Y:366 
[2024/8/21 0:5:8] 物品:魔法长袍(男)	怪物:232A3D90牛魔法师8	地图:H010	X:276	Y:366 
[2024/8/21 0:5:8] 物品:降魔	怪物:232A3D90牛魔法师8	地图:H010	X:276	Y:366 
[2024/8/21 0:5:10] 物品:强效太阳水	怪物:258F0050牛魔将军0	地图:H010	X:279	Y:367 
[2024/8/21 0:5:10] 物品:强效太阳水	怪物:258F0050牛魔将军0	地图:H010	X:279	Y:367 
[2024/8/21 0:5:10] 物品:太阳水	怪物:258F0050牛魔将军0	地图:H010	X:279	Y:367 
[2024/8/21 0:5:10] 物品:太阳水	怪物:258F0050牛魔将军0	地图:H010	X:279	Y:367 
[2024/8/21 0:5:10] 物品:太阳水	怪物:258F0050牛魔将军0	地图:H010	X:279	Y:367 
[2024/8/21 0:5:10] 物品:强效魔法药	怪物:2B41C660祖玛弓箭手8	地图:H204	X:12	Y:47 
[2024/8/21 0:5:11] 物品:强效金创药	怪物:29211560魔龙射手1	地图:66	X:61	Y:225 
[2024/8/21 0:5:11] 物品:强效魔法药	怪物:29211560魔龙射手1	地图:66	X:61	Y:225 
[2024/8/21 0:5:16] 物品:强效太阳水	怪物:25A2B970牛魔祭司0	地图:H010	X:275	Y:363 
[2024/8/21 0:5:16] 物品:太阳水	怪物:25A2B970牛魔祭司0	地图:H010	X:275	Y:363 
[2024/8/21 0:5:16] 物品:太阳水	怪物:25A2B970牛魔祭司0	地图:H010	X:275	Y:363 
[2024/8/21 0:5:17] 物品:强效太阳水	怪物:2AB37010牛魔祭司0	地图:H010	X:276	Y:363 
[2024/8/21 0:5:17] 物品:强效太阳水	怪物:2AB37010牛魔祭司0	地图:H010	X:276	Y:363 
[2024/8/21 0:5:17] 物品:强效太阳水	怪物:2AB37010牛魔祭司0	地图:H010	X:276	Y:363 
[2024/8/21 0:5:17] 物品:强效太阳水	怪物:2AB37010牛魔祭司0	地图:H010	X:276	Y:363 
[2024/8/21 0:5:17] 物品:太阳水	怪物:2AB37010牛魔祭司0	地图:H010	X:276	Y:363 
[2024/8/21 0:5:17] 物品:太阳水	怪物:2AB37010牛魔祭司0	地图:H010	X:276	Y:363 
[2024/8/21 0:5:17] 物品:太阳水	怪物:2AB37010牛魔祭司0	地图:H010	X:276	Y:363 
[2024/8/21 0:5:19] 物品:金创药(小量)	怪物:2331A540僵尸5	地图:H201	X:82	Y:22 
[2024/8/21 0:5:19] 物品:魔法药(小量)	怪物:2331A540僵尸5	地图:H201	X:82	Y:22 
[2024/8/21 0:5:22] 物品:半月	怪物:28E48630祖玛弓箭手8	地图:H204	X:19	Y:65 
[2024/8/21 0:5:25] 物品:金创药(小量)	怪物:2464C8F0僵尸5	地图:H201	X:76	Y:21 
[2024/8/21 0:5:25] 物品:灵魂战衣(女)	怪物:25D83520牛魔侍卫8	地图:H010	X:271	Y:356 
[2024/8/21 0:5:30] 物品:金创药(中量)	怪物:2B270010祖玛卫士8	地图:H204	X:22	Y:75 
[2024/8/21 0:5:30] 物品:魔鬼项链	怪物:2B270010祖玛卫士8	地图:H204	X:22	Y:75 
[2024/8/21 0:5:30] 物品:道德戒指	怪物:2B270010祖玛卫士8	地图:H204	X:22	Y:75 
[2024/8/21 0:5:31] 物品:道士手镯	怪物:2A9DC580牛魔侍卫8	地图:H010	X:263	Y:363 
[2024/8/21 0:5:31] 物品:生铁戒指	怪物:2A9DC580牛魔侍卫8	地图:H010	X:263	Y:363 
[2024/8/21 0:5:32] 物品:道士手镯	怪物:2AA12B10牛魔侍卫8	地图:H010	X:261	Y:363 
[2024/8/21 0:5:32] 物品:降魔	怪物:2AA12B10牛魔侍卫8	地图:H010	X:261	Y:363 
[2024/8/21 0:5:38] 物品:灵魂战衣(男)	怪物:2443DAD0牛魔法师8	地图:H010	X:264	Y:369 
[2024/8/21 0:5:38] 物品:黑檀手镯	怪物:2443DAD0牛魔法师8	地图:H010	X:264	Y:369 
[2024/8/21 0:5:38] 物品:强效太阳水	怪物:25A19900牛魔祭司0	地图:H010	X:263	Y:367 
[2024/8/21 0:5:38] 物品:强效太阳水	怪物:25A19900牛魔祭司0	地图:H010	X:263	Y:367 
[2024/8/21 0:5:38] 物品:强效太阳水	怪物:25A19900牛魔祭司0	地图:H010	X:263	Y:367 
[2024/8/21 0:5:38] 物品:太阳水	怪物:25A19900牛魔祭司0	地图:H010	X:263	Y:367 
[2024/8/21 0:5:38] 物品:太阳水	怪物:25A19900牛魔祭司0	地图:H010	X:263	Y:367 
[2024/8/21 0:5:38] 物品:太阳水	怪物:25A19900牛魔祭司0	地图:H010	X:263	Y:367 
[2024/8/21 0:5:38] 物品:太阳水	怪物:25A19900牛魔祭司0	地图:H010	X:263	Y:367 
[2024/8/21 0:5:40] 物品:强效太阳水	怪物:235A4C30牛魔将军0	地图:H010	X:265	Y:370 
[2024/8/21 0:5:40] 物品:强效太阳水	怪物:235A4C30牛魔将军0	地图:H010	X:265	Y:370 
[2024/8/21 0:5:40] 物品:强效太阳水	怪物:235A4C30牛魔将军0	地图:H010	X:265	Y:370 
[2024/8/21 0:5:40] 物品:强效太阳水	怪物:235A4C30牛魔将军0	地图:H010	X:265	Y:370 
[2024/8/21 0:5:40] 物品:太阳水	怪物:235A4C30牛魔将军0	地图:H010	X:265	Y:370 
[2024/8/21 0:5:40] 物品:太阳水	怪物:235A4C30牛魔将军0	地图:H010	X:265	Y:370 
[2024/8/21 0:5:40] 物品:辟邪手镯	怪物:235A4C30牛魔将军0	地图:H010	X:265	Y:370 
[2024/8/21 0:5:40] 物品:灵魂战衣(男)	怪物:235A4C30牛魔将军0	地图:H010	X:265	Y:370 
[2024/8/21 0:5:42] 物品:强效金创药	怪物:2B3DCFB0魔龙射手	地图:66	X:60	Y:233 
[2024/8/21 0:5:47] 物品:疾光电影	怪物:2331D1A0恶灵尸王	地图:H201	X:62	Y:23 
[2024/8/21 0:5:47] 物品:攻杀剑术	怪物:2331D1A0恶灵尸王	地图:H201	X:62	Y:23 
[2024/8/21 0:5:47] 物品:灵魂火符	怪物:2331D1A0恶灵尸王	地图:H201	X:62	Y:23 
[2024/8/21 0:5:47] 物品:幽灵战衣(女)	怪物:25F96980牛魔侍卫8	地图:H010	X:259	Y:375 
[2024/8/21 0:5:48] 物品:强效金创药	怪物:28AE25E0魔龙刺蛙1	地图:66	X:63	Y:232 
[2024/8/21 0:5:51] 物品:召唤骷髅	怪物:2ACCE0C0僵尸1	地图:H201	X:63	Y:23 
[2024/8/21 0:5:54] 物品:强效太阳水	怪物:25CB1C20牛魔祭司8	地图:H010	X:254	Y:381 
[2024/8/21 0:5:54] 物品:攻击力药水	怪物:25CB1C20牛魔祭司8	地图:H010	X:254	Y:381 
[2024/8/21 0:5:54] 物品:偃月	怪物:25CB1C20牛魔祭司8	地图:H010	X:254	Y:381 
[2024/8/21 0:5:54] 物品:金创药(小量)	怪物:23432B60僵尸5	地图:H201	X:68	Y:24 
[2024/8/21 0:5:55] 物品:强效魔法药	怪物:2C437B30魔龙射手	地图:66	X:62	Y:235 
[2024/8/21 0:6:7] 物品:蓝翡翠项链	怪物:2682D140巨型蠕虫8	地图:H004	X:103	Y:107 
[2024/8/21 0:6:9] 物品:金创药(小量)	怪物:236BC6B0僵尸4	地图:H201	X:57	Y:34 
[2024/8/21 0:6:12] 物品:魔法长袍(男)	怪物:2AD2EFC0牛魔法师8	地图:H010	X:237	Y:372 
[2024/8/21 0:6:15] 物品:金创药(小量)	怪物:2345D9B0僵尸4	地图:H201	X:62	Y:24 
[2024/8/21 0:6:15] 物品:魔法药(小量)	怪物:2345D9B0僵尸4	地图:H201	X:62	Y:24 
[2024/8/21 0:6:19] 物品:强效太阳水	怪物:25A5DD50牛魔将军0	地图:H010	X:238	Y:379 
[2024/8/21 0:6:19] 物品:强效太阳水	怪物:25A5DD50牛魔将军0	地图:H010	X:238	Y:379 
[2024/8/21 0:6:19] 物品:太阳水	怪物:25A5DD50牛魔将军0	地图:H010	X:238	Y:379 
[2024/8/21 0:6:19] 物品:太阳水	怪物:25A5DD50牛魔将军0	地图:H010	X:238	Y:379 
[2024/8/21 0:6:19] 物品:夏普儿手镯	怪物:25A5DD50牛魔将军0	地图:H010	X:238	Y:379 
[2024/8/21 0:6:24] 物品:龙纹剑	怪物:28D27060魔龙刀兵	地图:66	X:53	Y:223 
[2024/8/21 0:6:25] 物品:魔法药(小量)	怪物:23459720僵尸4	地图:H201	X:47	Y:23 
[2024/8/21 0:6:28] 物品:金创药(小量)	怪物:236C0940僵尸4	地图:H201	X:48	Y:20 
[2024/8/21 0:6:28] 物品:道士手镯	怪物:246181B0牛魔法师8	地图:H010	X:234	Y:371 
[2024/8/21 0:6:29] 物品:金创药(小量)	怪物:2C4CC270僵尸5	地图:H201	X:48	Y:21 
[2024/8/21 0:6:31] 物品:金创药(小量)	怪物:2335B900僵尸4	地图:H201	X:50	Y:18 
[2024/8/21 0:6:31] 物品:强效太阳水	怪物:2C08A3B0魔龙破甲兵	地图:66	X:56	Y:227 
[2024/8/21 0:6:36] 物品:金创药(中量)	怪物:24F8C950祖玛弓箭手8	地图:H204	X:90	Y:48 
[2024/8/21 0:6:37] 物品:重盔甲(男)	怪物:25B37E30牛魔法师8	地图:H010	X:225	Y:374 
[2024/8/21 0:6:38] 物品:魅力戒指	怪物:255D5880牛魔法师8	地图:H010	X:223	Y:375 
[2024/8/21 0:6:38] 物品:魔法长袍(女)	怪物:2AE4D040牛魔法师8	地图:H010	X:223	Y:374 
[2024/8/21 0:6:38] 物品:魅力戒指	怪物:2AE4D040牛魔法师8	地图:H010	X:223	Y:374 
[2024/8/21 0:6:38] 物品:降魔	怪物:2AE4D040牛魔法师8	地图:H010	X:223	Y:374 
[2024/8/21 0:6:40] 物品:降魔	怪物:258044D0牛魔法师8	地图:H010	X:222	Y:373 
[2024/8/21 0:6:41] 物品:坚固手套	怪物:23426BB0魔龙破甲兵	地图:66	X:57	Y:225 
[2024/8/21 0:6:45] 物品:鹿皮靴	怪物:28FD0010魔龙射手1	地图:66	X:51	Y:227 
[2024/8/21 0:6:46] 物品:强效太阳水	怪物:2579F2D0牛魔祭司0	地图:H010	X:220	Y:371 
[2024/8/21 0:6:46] 物品:强效太阳水	怪物:2579F2D0牛魔祭司0	地图:H010	X:220	Y:371 
[2024/8/21 0:6:46] 物品:太阳水	怪物:2579F2D0牛魔祭司0	地图:H010	X:220	Y:371 
[2024/8/21 0:6:46] 物品:幽灵手套	怪物:2579F2D0牛魔祭司0	地图:H010	X:220	Y:371 
[2024/8/21 0:6:48] 物品:金戒指	怪物:2ABA5610牛魔侍卫8	地图:H010	X:218	Y:374 
[2024/8/21 0:6:48] 物品:生铁戒指	怪物:2ABA5610牛魔侍卫8	地图:H010	X:218	Y:374 
[2024/8/21 0:6:49] 物品:心灵启示	怪物:24C011C0恶灵尸王	地图:H201	X:44	Y:45 
[2024/8/21 0:6:49] 物品:神圣战甲术	怪物:24C011C0恶灵尸王	地图:H201	X:44	Y:45 
[2024/8/21 0:6:49] 物品:疾光电影	怪物:24C011C0恶灵尸王	地图:H201	X:44	Y:45 
[2024/8/21 0:6:49] 物品:幽灵盾	怪物:24C011C0恶灵尸王	地图:H201	X:44	Y:45 
[2024/8/21 0:6:49] 物品:隐身术	怪物:24C011C0恶灵尸王	地图:H201	X:44	Y:45 
[2024/8/21 0:6:49] 物品:攻杀剑术	怪物:24C011C0恶灵尸王	地图:H201	X:44	Y:45 
[2024/8/21 0:6:49] 物品:大火球	怪物:24C011C0恶灵尸王	地图:H201	X:44	Y:45 
[2024/8/21 0:6:53] 物品:金创药(小量)	怪物:2B431330僵尸5	地图:H201	X:39	Y:46 
[2024/8/21 0:6:54] 物品:金戒指	怪物:2AE7D750牛魔法师8	地图:H010	X:217	Y:377 
[2024/8/21 0:6:54] 物品:蓝翡翠项链	怪物:2AE7D750牛魔法师8	地图:H010	X:217	Y:377 
[2024/8/21 0:6:55] 物品:金创药(小量)	怪物:2BEAD980僵尸5	地图:H201	X:37	Y:47 
[2024/8/21 0:7:0] 物品:金戒指	怪物:2C28D140魔龙破甲兵	地图:66	X:50	Y:232 
[2024/8/21 0:7:4] 物品:强效太阳水	怪物:25C9B920牛魔祭司8	地图:H010	X:212	Y:382 
[2024/8/21 0:7:4] 物品:强效太阳水	怪物:25C9B920牛魔祭司8	地图:H010	X:212	Y:382 
[2024/8/21 0:7:4] 物品:记忆头盔	怪物:25C9B920牛魔祭司8	地图:H010	X:212	Y:382 
[2024/8/21 0:7:10] 物品:降妖除魔戒指	怪物:292EF270魔龙邪眼	地图:66	X:50	Y:229 
[2024/8/21 0:7:12] 物品:强效太阳水	怪物:258642A0牛魔将军0	地图:H010	X:210	Y:388 
[2024/8/21 0:7:12] 物品:强效太阳水	怪物:258642A0牛魔将军0	地图:H010	X:210	Y:388 
[2024/8/21 0:7:12] 物品:强效太阳水	怪物:258642A0牛魔将军0	地图:H010	X:210	Y:388 
[2024/8/21 0:7:12] 物品:太阳水	怪物:258642A0牛魔将军0	地图:H010	X:210	Y:388 
[2024/8/21 0:7:12] 物品:太阳水	怪物:258642A0牛魔将军0	地图:H010	X:210	Y:388 
[2024/8/21 0:7:12] 物品:破魂	怪物:258642A0牛魔将军0	地图:H010	X:210	Y:388 
[2024/8/21 0:7:20] 物品:强效魔法药	怪物:25C9A2F0牛魔祭司8	地图:H010	X:207	Y:385 
[2024/8/21 0:7:31] 物品:强效太阳水	怪物:23244890尸王8	地图:H201	X:106	Y:180 
